outage_id,dispatch_time,arrival_time,crew_id,vehicle_id
OUT-00575,2021-04-07 18:08:00.000000000,2021-04-07 18:43:00.000000000,CREW-17,VEH-022
OUT-00576,2021-04-08 21:06:00.000000000,2021-04-08 21:35:00.000000000,CREW-03,VEH-028
OUT-00577,2021-04-08 21:08:00.000000000,2021-04-08 21:54:00.000000000,CREW-11,VEH-010
OUT-00578,2021-04-09 14:10:00.000000000,2021-04-09 14:38:00.000000000,CREW-13,VEH-025
OUT-00579,2021-04-10 12:03:00.000000000,2021-04-10 12:52:00.000000000,CREW-07,VEH-021
OUT-00580,2021-04-11 16:03:00.000000000,2021-04-11 16:20:00.000000000,CREW-10,VEH-039
OUT-00581,2021-04-13 16:10:00.000000000,2021-04-13 16:35:00.000000000,CREW-07,VEH-024
OUT-00582,2021-04-13 16:13:00.000000000,2021-04-13 17:13:00.000000000,CREW-19,VEH-004
OUT-00583,2021-04-13 17:11:00.000000000,2021-04-13 18:03:00.000000000,CREW-10,VEH-032
OUT-00584,2021-04-14 15:08:00.000000000,2021-04-14 16:07:00.000000000,CREW-14,VEH-036
OUT-00585,2021-04-14 18:09:00.000000000,2021-04-14 19:00:00.000000000,CREW-01,VEH-036
OUT-00586,2021-04-14 19:04:00.000000000,2021-04-14 19:27:00.000000000,CREW-08,VEH-033
OUT-00587,2021-04-14 19:12:00.000000000,2021-04-14 19:32:00.000000000,CREW-09,VEH-039
OUT-00588,2021-04-15 00:05:00.000000000,2021-04-15 00:32:00.000000000,CREW-17,VEH-002
OUT-00589,2021-04-18 02:13:00.000000000,2021-04-18 02:32:00.000000000,CREW-12,VEH-027
OUT-00590,2021-04-18 09:06:00.000000000,2021-04-18 09:28:00.000000000,CREW-06,VEH-008
OUT-00591,2021-04-18 19:03:00.000000000,2021-04-18 19:20:00.000000000,CREW-12,VEH-003
OUT-00592,2021-04-18 20:07:00.000000000,2021-04-18 20:27:00.000000000,CREW-02,VEH-023
OUT-00593,2021-04-19 16:13:00.000000000,2021-04-19 16:29:00.000000000,CREW-06,VEH-017
OUT-00594,2021-04-20 14:04:00.000000000,2021-04-20 14:52:00.000000000,CREW-20,VEH-008
OUT-00595,2021-04-22 16:09:33.641990530,2021-04-22 16:20:47.110557683,CREW-04,VEH-005
OUT-00596,2021-04-23 16:14:00.000000000,2021-04-23 16:57:00.000000000,CREW-15,VEH-016
OUT-00597,2021-04-25 13:06:59.804269295,2021-04-25 13:20:30.854066304,CREW-16,VEH-012
OUT-00598,2021-04-26 16:02:00.000000000,2021-04-26 16:32:00.000000000,CREW-12,VEH-008
OUT-00599,2021-04-26 16:05:00.000000000,2021-04-26 16:22:00.000000000,CREW-16,VEH-030
OUT-00600,2021-04-26 16:14:00.000000000,2021-04-26 16:51:00.000000000,CREW-19,VEH-040
OUT-00601,2021-04-26 17:07:00.000000000,2021-04-26 17:26:00.000000000,CREW-20,VEH-040
OUT-00602,2021-04-27 15:09:00.000000000,2021-04-27 16:07:00.000000000,CREW-01,VEH-030
OUT-00603,2021-04-27 15:06:00.000000000,2021-04-27 15:40:00.000000000,CREW-06,VEH-022
OUT-00604,2021-04-27 15:03:00.000000000,2021-04-27 15:25:00.000000000,CREW-07,VEH-032
OUT-00605,2021-04-27 17:02:00.000000000,2021-04-27 17:32:00.000000000,CREW-12,VEH-038
OUT-00606,2021-04-28 15:05:00.000000000,2021-04-28 15:53:00.000000000,CREW-14,VEH-036
OUT-00607,2021-04-29 16:02:00.000000000,2021-04-29 16:39:00.000000000,CREW-18,VEH-045
OUT-00608,2021-04-29 17:03:00.000000000,2021-04-29 17:58:00.000000000,CREW-02,VEH-027
OUT-00609,2021-04-30 14:10:00.000000000,2021-04-30 14:33:00.000000000,CREW-01,VEH-011
OUT-00610,2021-04-30 19:04:00.000000000,2021-04-30 19:41:00.000000000,CREW-04,VEH-018
OUT-00611,2021-04-30 19:08:00.000000000,2021-04-30 19:28:00.000000000,CREW-03,VEH-022
OUT-00612,2021-05-02 17:12:00.000000000,2021-05-02 17:41:00.000000000,CREW-05,VEH-042
OUT-00613,2021-05-03 14:10:55.448741317,2021-05-03 14:20:06.514843295,CREW-06,VEH-018
OUT-00614,2021-05-03 14:14:00.000000000,2021-05-03 15:03:00.000000000,CREW-10,VEH-030
OUT-00615,2021-05-04 17:15:00.000000000,2021-05-04 17:35:00.000000000,CREW-03,VEH-016
OUT-00616,2021-05-04 17:08:00.000000000,2021-05-04 17:36:00.000000000,CREW-09,VEH-015
OUT-00617,2021-05-04 23:06:00.000000000,2021-05-04 23:55:00.000000000,CREW-02,VEH-027
OUT-00618,2021-05-07 14:03:00.000000000,2021-05-07 14:52:00.000000000,CREW-18,VEH-014
OUT-00619,2021-05-08 21:05:00.000000000,2021-05-08 21:37:00.000000000,CREW-10,VEH-025
OUT-00620,2021-05-09 16:03:00.000000000,2021-05-09 16:42:00.000000000,CREW-01,VEH-036
OUT-00621,2021-05-13 14:15:00.000000000,2021-05-13 14:30:00.000000000,CREW-14,VEH-016
OUT-00622,2021-05-13 16:07:00.000000000,2021-05-13 17:07:00.000000000,CREW-20,VEH-003
OUT-00623,2021-05-14 17:04:00.000000000,2021-05-14 17:59:00.000000000,CREW-06,VEH-025
OUT-00624,2021-05-18 09:14:00.000000000,2021-05-18 10:02:00.000000000,CREW-08,VEH-021
OUT-00625,2021-05-18 16:03:00.000000000,2021-05-18 16:21:00.000000000,CREW-15,VEH-004
OUT-00626,2021-05-19 14:14:00.000000000,2021-05-19 14:40:00.000000000,CREW-13,VEH-031
OUT-00627,2021-05-19 15:15:00.000000000,2021-05-19 15:49:00.000000000,CREW-18,VEH-029
OUT-00628,2021-05-19 22:13:00.000000000,2021-05-19 22:33:00.000000000,CREW-11,VEH-002
OUT-00629,2021-05-23 17:13:00.000000000,2021-05-23 17:50:00.000000000,CREW-19,VEH-031
OUT-00630,2021-05-24 10:04:00.000000000,2021-05-24 10:23:00.000000000,CREW-19,VEH-034
OUT-00631,2021-05-24 15:11:00.000000000,2021-05-24 15:50:00.000000000,CREW-02,VEH-011
OUT-00632,2021-05-27 13:03:00.000000000,2021-05-27 13:48:00.000000000,CREW-15,VEH-009
OUT-00633,2021-05-27 14:08:00.000000000,2021-05-27 14:41:00.000000000,CREW-09,VEH-035
OUT-00634,2021-05-27 14:06:00.000000000,2021-05-27 14:29:00.000000000,CREW-14,VEH-007
OUT-00635,2021-05-27 15:13:00.000000000,2021-05-27 16:00:00.000000000,CREW-04,VEH-004
OUT-00636,2021-05-27 23:08:00.000000000,2021-05-28 00:02:00.000000000,CREW-17,VEH-037
OUT-00637,2021-05-28 14:08:00.000000000,2021-05-28 14:51:00.000000000,CREW-20,VEH-036
OUT-00638,2021-05-28 16:13:00.000000000,2021-05-28 17:05:00.000000000,CREW-07,VEH-050
OUT-00639,2021-05-30 20:06:00.000000000,2021-05-30 20:55:00.000000000,CREW-07,VEH-027
OUT-00640,2021-06-01 18:13:00.000000000,2021-06-01 18:49:00.000000000,CREW-14,VEH-007
OUT-00641,2021-06-06 14:06:00.000000000,2021-06-06 14:42:00.000000000,CREW-05,VEH-002
OUT-00642,2021-06-07 00:15:00.000000000,2021-06-07 00:56:00.000000000,CREW-06,VEH-015
OUT-00643,2021-06-08 14:06:00.000000000,2021-06-08 14:30:00.000000000,CREW-07,VEH-005
OUT-00644,2021-06-08 18:02:00.000000000,2021-06-08 18:29:00.000000000,CREW-18,VEH-045
OUT-00645,2021-06-08 18:06:00.000000000,2021-06-08 18:38:00.000000000,CREW-05,VEH-045
OUT-00646,2021-06-09 13:05:00.000000000,2021-06-09 13:36:00.000000000,CREW-03,VEH-049
OUT-00647,2021-06-10 09:13:00.000000000,2021-06-10 09:38:00.000000000,CREW-20,VEH-026
OUT-00648,2021-06-11 15:15:00.000000000,2021-06-11 15:33:00.000000000,CREW-02,VEH-048
OUT-00649,2021-06-13 20:13:00.000000000,2021-06-13 20:45:00.000000000,CREW-08,VEH-035
OUT-00650,2021-06-15 15:10:00.000000000,2021-06-15 15:53:00.000000000,CREW-20,VEH-029
OUT-00651,2021-06-15 18:07:00.000000000,2021-06-15 19:03:00.000000000,CREW-10,VEH-013
OUT-00652,2021-06-16 09:02:00.000000000,2021-06-16 09:57:00.000000000,CREW-17,VEH-009
OUT-00653,2021-06-16 17:10:00.000000000,2021-06-16 17:25:00.000000000,CREW-02,VEH-048
OUT-00654,2021-06-16 17:14:00.000000000,2021-06-16 18:01:00.000000000,CREW-10,VEH-050
OUT-00655,2021-06-16 19:11:00.000000000,2021-06-16 20:05:00.000000000,CREW-11,VEH-034
OUT-00656,2021-06-17 09:09:00.000000000,2021-06-17 09:45:00.000000000,CREW-08,VEH-049
OUT-00657,2021-06-18 13:02:00.000000000,2021-06-18 13:39:00.000000000,CREW-13,VEH-019
OUT-00658,2021-06-18 15:06:00.000000000,2021-06-18 15:52:00.000000000,CREW-12,VEH-001
OUT-00659,2021-06-18 16:08:00.000000000,2021-06-18 16:59:00.000000000,CREW-08,VEH-013
OUT-00660,2021-06-18 18:09:00.000000000,2021-06-18 18:46:00.000000000,CREW-11,VEH-001
OUT-00661,2021-06-19 08:14:00.000000000,2021-06-19 08:52:00.000000000,CREW-03,VEH-024
OUT-00662,2021-06-19 17:02:00.000000000,2021-06-19 17:21:00.000000000,CREW-20,VEH-021
OUT-00663,2021-06-19 19:09:00.000000000,2021-06-19 19:54:00.000000000,CREW-14,VEH-036
OUT-00664,2021-06-24 18:12:00.000000000,2021-06-24 18:41:00.000000000,CREW-19,VEH-007
OUT-00665,2021-06-25 03:04:00.000000000,2021-06-25 03:46:00.000000000,CREW-19,VEH-043
OUT-00666,2021-06-26 15:11:00.000000000,2021-06-26 15:30:00.000000000,CREW-05,VEH-030
OUT-00667,2021-06-26 20:07:00.000000000,2021-06-26 20:53:00.000000000,CREW-08,VEH-010
OUT-00668,2021-06-26 20:07:00.000000000,2021-06-26 20:53:00.000000000,CREW-16,VEH-028
OUT-00669,2021-06-27 17:02:00.000000000,2021-06-27 17:47:00.000000000,CREW-08,VEH-040
OUT-00670,2021-06-27 17:10:00.000000000,2021-06-27 17:33:00.000000000,CREW-02,VEH-015
OUT-00671,2021-06-27 17:03:00.000000000,2021-06-27 17:20:00.000000000,CREW-17,VEH-036
OUT-00672,2021-06-28 17:15:00.000000000,2021-06-28 17:33:00.000000000,CREW-14,VEH-041
OUT-00673,2021-07-01 17:10:00.000000000,2021-07-01 17:49:00.000000000,CREW-18,VEH-010
OUT-00674,2021-07-02 09:06:00.000000000,2021-07-02 09:56:00.000000000,CREW-12,VEH-027
OUT-00675,2021-07-02 13:09:00.000000000,2021-07-02 13:25:00.000000000,CREW-13,VEH-032
OUT-00676,2021-07-02 15:13:00.000000000,2021-07-02 16:01:00.000000000,CREW-11,VEH-010
OUT-00677,2021-07-04 16:02:00.000000000,2021-07-04 16:56:00.000000000,CREW-18,VEH-009
OUT-00678,2021-07-06 14:10:00.000000000,2021-07-06 15:04:00.000000000,CREW-14,VEH-025
OUT-00679,2021-07-06 18:03:00.000000000,2021-07-06 18:39:00.000000000,CREW-20,VEH-030
OUT-00680,2021-07-07 10:05:00.000000000,2021-07-07 10:40:00.000000000,CREW-12,VEH-032
OUT-00681,2021-07-07 11:04:00.000000000,2021-07-07 12:04:00.000000000,CREW-17,VEH-021
OUT-00682,2021-07-08 14:04:00.000000000,2021-07-08 14:50:00.000000000,CREW-07,VEH-049
OUT-00683,2021-07-08 18:13:00.000000000,2021-07-08 19:08:00.000000000,CREW-15,VEH-018
OUT-00684,2021-07-08 18:06:00.000000000,2021-07-08 18:33:00.000000000,CREW-08,VEH-046
OUT-00685,2021-07-11 13:09:00.000000000,2021-07-11 14:09:00.000000000,CREW-07,VEH-023
OUT-00686,2021-07-13 20:13:00.000000000,2021-07-13 20:59:00.000000000,CREW-11,VEH-022
OUT-00687,2021-07-14 15:07:00.000000000,2021-07-14 16:04:00.000000000,CREW-13,VEH-018
OUT-00688,2021-07-14 18:03:00.000000000,2021-07-14 18:46:00.000000000,CREW-15,VEH-027
OUT-00689,2021-07-16 14:03:00.000000000,2021-07-16 14:48:00.000000000,CREW-15,VEH-023
OUT-00690,2021-07-16 17:09:00.000000000,2021-07-16 18:07:00.000000000,CREW-13,VEH-022
OUT-00691,2021-07-17 17:11:04.526911140,2021-07-17 17:20:10.231447421,CREW-01,VEH-003
OUT-00692,2021-07-18 02:05:39.030955791,2021-07-18 02:20:56.933132235,CREW-07,VEH-044
OUT-00693,2021-07-18 02:14:39.379219844,2021-07-18 02:21:41.044270845,CREW-15,VEH-008
OUT-00694,2021-07-18 17:11:00.000000000,2021-07-18 17:41:00.000000000,CREW-08,VEH-001
OUT-00695,2021-07-19 14:13:00.000000000,2021-07-19 14:32:00.000000000,CREW-03,VEH-001
OUT-00696,2021-07-19 14:05:00.000000000,2021-07-19 14:59:00.000000000,CREW-03,VEH-032
OUT-00697,2021-07-19 15:11:00.000000000,2021-07-19 15:59:00.000000000,CREW-11,VEH-025
OUT-00698,2021-07-19 16:11:00.000000000,2021-07-19 16:46:00.000000000,CREW-14,VEH-039
OUT-00699,2021-07-21 11:12:00.000000000,2021-07-21 11:53:00.000000000,CREW-02,VEH-041
OUT-00700,2021-07-22 16:14:00.000000000,2021-07-22 16:37:00.000000000,CREW-20,VEH-036
OUT-00701,2021-07-22 22:07:00.000000000,2021-07-22 23:03:00.000000000,CREW-12,VEH-017
OUT-00702,2021-07-23 18:15:00.000000000,2021-07-23 18:43:00.000000000,CREW-02,VEH-020
OUT-00703,2021-07-24 14:12:00.000000000,2021-07-24 14:42:00.000000000,CREW-19,VEH-031
OUT-00704,2021-07-25 13:08:00.000000000,2021-07-25 13:28:00.000000000,CREW-19,VEH-037
OUT-00705,2021-07-26 16:11:00.000000000,2021-07-26 16:29:00.000000000,CREW-15,VEH-004
OUT-00706,2021-07-28 20:05:00.000000000,2021-07-28 20:29:00.000000000,CREW-03,VEH-026
OUT-00707,2021-07-29 05:06:00.000000000,2021-07-29 05:58:00.000000000,CREW-08,VEH-039
OUT-00708,2021-07-29 15:06:00.000000000,2021-07-29 15:30:00.000000000,CREW-06,VEH-046
OUT-00709,2021-07-29 18:05:00.000000000,2021-07-29 19:04:00.000000000,CREW-20,VEH-017
OUT-00710,2021-08-01 02:08:00.000000000,2021-08-01 02:29:00.000000000,CREW-04,VEH-029
OUT-00711,2021-08-01 15:15:00.000000000,2021-08-01 15:32:00.000000000,CREW-05,VEH-016
OUT-00712,2021-08-01 18:11:00.000000000,2021-08-01 18:29:00.000000000,CREW-02,VEH-030
OUT-00713,2021-08-02 16:03:00.000000000,2021-08-02 16:36:00.000000000,CREW-19,VEH-049
OUT-00714,2021-08-04 16:15:00.000000000,2021-08-04 16:48:00.000000000,CREW-13,VEH-012
OUT-00715,2021-08-04 23:15:00.000000000,2021-08-05 00:07:00.000000000,CREW-04,VEH-019
OUT-00716,2021-08-05 07:14:00.000000000,2021-08-05 08:04:00.000000000,CREW-17,VEH-033
OUT-00717,2021-08-06 14:03:00.000000000,2021-08-06 14:45:00.000000000,CREW-15,VEH-011
OUT-00718,2021-08-06 16:10:00.000000000,2021-08-06 17:09:00.000000000,CREW-01,VEH-017
OUT-00719,2021-08-07 16:07:00.000000000,2021-08-07 16:25:00.000000000,CREW-20,VEH-048
OUT-00720,2021-08-07 19:12:00.000000000,2021-08-07 19:41:00.000000000,CREW-06,VEH-047
OUT-00721,2021-08-08 06:15:00.000000000,2021-08-08 06:40:00.000000000,CREW-07,VEH-009
OUT-00722,2021-08-08 10:11:00.000000000,2021-08-08 10:41:00.000000000,CREW-05,VEH-010
OUT-00723,2021-08-08 14:03:00.000000000,2021-08-08 14:20:00.000000000,CREW-13,VEH-043
OUT-00724,2021-08-09 13:08:02.768261504,2021-08-09 13:20:17.491783221,CREW-13,VEH-006
OUT-00725,2021-08-09 15:02:00.000000000,2021-08-09 16:01:00.000000000,CREW-19,VEH-019
OUT-00726,2021-08-09 16:11:00.000000000,2021-08-09 17:00:00.000000000,CREW-14,VEH-026
OUT-00727,2021-08-10 06:04:00.000000000,2021-08-10 06:23:00.000000000,CREW-05,VEH-020
OUT-00728,2021-08-10 21:02:00.000000000,2021-08-10 21:37:00.000000000,CREW-10,VEH-005
OUT-00729,2021-08-12 05:05:00.000000000,2021-08-12 05:25:00.000000000,CREW-04,VEH-039
OUT-00730,2021-08-16 14:08:00.000000000,2021-08-16 14:57:00.000000000,CREW-01,VEH-024
OUT-00731,2021-08-16 17:10:00.000000000,2021-08-16 18:00:00.000000000,CREW-06,VEH-041
OUT-00732,2021-08-16 19:07:00.000000000,2021-08-16 20:07:00.000000000,CREW-12,VEH-031
OUT-00733,2021-08-19 14:05:00.000000000,2021-08-19 14:43:00.000000000,CREW-04,VEH-021
OUT-00734,2021-08-19 16:15:00.000000000,2021-08-19 16:53:00.000000000,CREW-12,VEH-042
OUT-00735,2021-08-19 18:15:00.000000000,2021-08-19 18:51:00.000000000,CREW-07,VEH-035
OUT-00736,2021-08-20 18:08:00.000000000,2021-08-20 18:50:00.000000000,CREW-14,VEH-010
OUT-00737,2021-08-21 05:07:00.000000000,2021-08-21 05:52:00.000000000,CREW-10,VEH-025
OUT-00738,2021-08-23 01:14:00.000000000,2021-08-23 01:34:00.000000000,CREW-12,VEH-009
OUT-00739,2021-08-23 16:14:00.000000000,2021-08-23 17:04:00.000000000,CREW-11,VEH-020
OUT-00740,2021-08-25 16:03:00.000000000,2021-08-25 17:00:00.000000000,CREW-04,VEH-050
OUT-00741,2021-08-26 16:02:00.000000000,2021-08-26 16:43:00.000000000,CREW-07,VEH-006
OUT-00742,2021-08-26 16:03:00.000000000,2021-08-26 16:49:00.000000000,CREW-11,VEH-020
OUT-00743,2021-08-26 20:09:00.000000000,2021-08-26 20:38:00.000000000,CREW-16,VEH-007
OUT-00744,2021-08-27 13:06:00.000000000,2021-08-27 14:02:00.000000000,CREW-12,VEH-014
OUT-00745,2021-08-27 14:10:00.000000000,2021-08-27 15:01:00.000000000,CREW-18,VEH-005
OUT-00746,2021-08-27 15:04:00.000000000,2021-08-27 15:41:00.000000000,CREW-05,VEH-024
OUT-00747,2021-08-27 15:02:00.000000000,2021-08-27 15:35:00.000000000,CREW-19,VEH-025
OUT-00748,2021-08-27 17:06:00.000000000,2021-08-27 17:32:00.000000000,CREW-09,VEH-033
OUT-00749,2021-08-27 17:03:00.000000000,2021-08-27 17:21:00.000000000,CREW-10,VEH-007
OUT-00750,2021-08-31 14:07:00.000000000,2021-08-31 14:54:00.000000000,CREW-17,VEH-024
OUT-00751,2021-09-01 17:14:00.000000000,2021-09-01 18:02:00.000000000,CREW-11,VEH-041
OUT-00752,2021-09-02 18:08:00.000000000,2021-09-02 18:44:00.000000000,CREW-17,VEH-017
OUT-00753,2021-09-02 18:03:00.000000000,2021-09-02 18:23:00.000000000,CREW-14,VEH-006
OUT-00754,2021-09-03 17:03:00.000000000,2021-09-03 17:18:00.000000000,CREW-10,VEH-021
OUT-00755,2021-09-04 14:06:00.000000000,2021-09-04 14:22:00.000000000,CREW-16,VEH-002
OUT-00756,2021-09-05 17:11:00.000000000,2021-09-05 17:59:00.000000000,CREW-16,VEH-048
OUT-00757,2021-09-06 02:04:00.000000000,2021-09-06 02:57:00.000000000,CREW-12,VEH-024
OUT-00758,2021-09-07 17:09:00.000000000,2021-09-07 18:01:00.000000000,CREW-10,VEH-035
OUT-00759,2021-09-09 02:04:00.000000000,2021-09-09 02:50:00.000000000,CREW-07,VEH-021
OUT-00760,2021-09-09 13:05:00.000000000,2021-09-09 13:45:00.000000000,CREW-04,VEH-046
OUT-00761,2021-09-11 05:05:00.000000000,2021-09-11 05:41:00.000000000,CREW-15,VEH-040
OUT-00762,2021-09-11 13:06:00.000000000,2021-09-11 13:35:00.000000000,CREW-20,VEH-028
OUT-00763,2021-09-12 15:15:00.000000000,2021-09-12 15:56:00.000000000,CREW-09,VEH-040
OUT-00764,2021-09-12 16:11:00.000000000,2021-09-12 16:53:00.000000000,CREW-17,VEH-002
OUT-00765,2021-09-12 17:10:00.000000000,2021-09-12 17:27:00.000000000,CREW-08,VEH-044
OUT-00766,2021-09-12 18:02:00.000000000,2021-09-12 18:58:00.000000000,CREW-20,VEH-035
OUT-00767,2021-09-13 03:07:00.000000000,2021-09-13 04:00:00.000000000,CREW-20,VEH-023
OUT-00768,2021-09-13 19:10:00.000000000,2021-09-13 20:07:00.000000000,CREW-19,VEH-005
OUT-00769,2021-09-14 15:04:00.000000000,2021-09-14 15:29:00.000000000,CREW-12,VEH-010
OUT-00770,2021-09-16 15:09:00.000000000,2021-09-16 15:47:00.000000000,CREW-09,VEH-036
OUT-00771,2021-09-16 17:06:00.000000000,2021-09-16 17:41:00.000000000,CREW-08,VEH-009
OUT-00772,2021-09-18 14:15:00.000000000,2021-09-18 15:09:00.000000000,CREW-18,VEH-042
OUT-00773,2021-09-18 14:13:00.000000000,2021-09-18 14:47:00.000000000,CREW-06,VEH-012
OUT-00774,2021-09-19 16:03:00.000000000,2021-09-19 16:24:00.000000000,CREW-16,VEH-003
OUT-00775,2021-09-21 01:14:00.000000000,2021-09-21 01:31:00.000000000,CREW-18,VEH-043
OUT-00776,2021-09-21 15:09:00.000000000,2021-09-21 16:01:00.000000000,CREW-01,VEH-028
OUT-00777,2021-09-21 19:02:00.000000000,2021-09-21 19:24:00.000000000,CREW-05,VEH-032
OUT-00778,2021-09-22 16:13:00.000000000,2021-09-22 17:10:00.000000000,CREW-05,VEH-004
OUT-00779,2021-09-24 14:15:00.000000000,2021-09-24 14:35:00.000000000,CREW-14,VEH-019
OUT-00780,2021-09-25 00:10:00.000000000,2021-09-25 00:36:00.000000000,CREW-11,VEH-046
OUT-00781,2021-09-25 00:08:00.000000000,2021-09-25 00:38:00.000000000,CREW-01,VEH-045
OUT-00782,2021-09-25 00:08:00.000000000,2021-09-25 00:43:00.000000000,CREW-13,VEH-034
OUT-00783,2021-09-25 08:05:00.000000000,2021-09-25 08:47:00.000000000,CREW-06,VEH-031
OUT-00784,2021-09-26 13:12:00.000000000,2021-09-26 13:53:00.000000000,CREW-05,VEH-025
OUT-00785,2021-09-26 16:04:00.000000000,2021-09-26 16:51:00.000000000,CREW-04,VEH-025
OUT-00786,2021-09-26 17:05:00.000000000,2021-09-26 17:53:00.000000000,CREW-05,VEH-035
OUT-00787,2021-09-27 12:14:00.000000000,2021-09-27 12:56:00.000000000,CREW-09,VEH-038
OUT-00788,2021-09-27 13:03:00.000000000,2021-09-27 13:23:00.000000000,CREW-19,VEH-044
OUT-00789,2021-09-28 13:10:00.000000000,2021-09-28 13:35:00.000000000,CREW-02,VEH-047
OUT-00790,2021-09-28 18:13:00.000000000,2021-09-28 19:11:00.000000000,CREW-09,VEH-021
OUT-00791,2021-09-29 05:09:00.000000000,2021-09-29 05:57:00.000000000,CREW-03,VEH-012
OUT-00792,2021-10-02 18:13:00.000000000,2021-10-02 18:57:00.000000000,CREW-16,VEH-021
OUT-00793,2021-10-03 23:13:00.000000000,2021-10-03 23:53:00.000000000,CREW-01,VEH-021
OUT-00794,2021-10-04 20:04:00.000000000,2021-10-04 20:52:00.000000000,CREW-09,VEH-047
OUT-00795,2021-10-05 14:03:00.000000000,2021-10-05 14:28:00.000000000,CREW-16,VEH-022
OUT-00796,2021-10-05 17:02:00.000000000,2021-10-05 17:21:00.000000000,CREW-12,VEH-011
OUT-00797,2021-10-06 14:15:00.000000000,2021-10-06 14:44:00.000000000,CREW-03,VEH-033
OUT-00798,2021-10-07 18:05:00.000000000,2021-10-07 18:35:00.000000000,CREW-02,VEH-002
OUT-00799,2021-10-07 18:04:00.000000000,2021-10-07 18:58:00.000000000,CREW-15,VEH-039
OUT-00800,2021-10-08 18:07:00.000000000,2021-10-08 18:30:00.000000000,CREW-20,VEH-001
OUT-00801,2021-10-11 13:09:00.000000000,2021-10-11 13:46:00.000000000,CREW-03,VEH-004
OUT-00802,2021-10-11 13:11:00.000000000,2021-10-11 13:50:00.000000000,CREW-15,VEH-038
OUT-00803,2021-10-12 18:06:00.000000000,2021-10-12 18:55:00.000000000,CREW-14,VEH-014
OUT-00804,2021-10-13 07:05:00.000000000,2021-10-13 07:31:00.000000000,CREW-17,VEH-039
OUT-00805,2021-10-13 16:10:00.000000000,2021-10-13 16:59:00.000000000,CREW-13,VEH-015
OUT-00806,2021-10-14 17:03:00.000000000,2021-10-14 17:50:00.000000000,CREW-06,VEH-027
OUT-00807,2021-10-15 13:08:00.000000000,2021-10-15 13:49:00.000000000,CREW-02,VEH-046
OUT-00808,2021-10-15 18:07:00.000000000,2021-10-15 18:35:00.000000000,CREW-04,VEH-008
OUT-00809,2021-10-16 16:15:00.000000000,2021-10-16 17:04:00.000000000,CREW-19,VEH-030
OUT-00810,2021-10-18 06:15:00.000000000,2021-10-18 06:49:00.000000000,CREW-17,VEH-025
OUT-00811,2021-10-18 07:09:00.000000000,2021-10-18 07:47:00.000000000,CREW-14,VEH-026
OUT-00812,2021-10-18 16:07:00.000000000,2021-10-18 16:44:00.000000000,CREW-16,VEH-019
OUT-00813,2021-10-18 16:15:00.000000000,2021-10-18 16:32:00.000000000,CREW-10,VEH-019
OUT-00814,2021-10-19 08:11:50.539815907,2021-10-19 08:22:31.175906251,CREW-20,VEH-045
OUT-00815,2021-10-19 16:08:00.000000000,2021-10-19 16:36:00.000000000,CREW-09,VEH-019
OUT-00816,2021-10-19 19:05:00.000000000,2021-10-19 19:33:00.000000000,CREW-06,VEH-036
OUT-00817,2021-10-22 22:09:00.000000000,2021-10-22 22:40:00.000000000,CREW-09,VEH-033
OUT-00818,2021-10-26 16:09:00.000000000,2021-10-26 16:48:00.000000000,CREW-14,VEH-011
OUT-00819,2021-10-26 16:06:00.000000000,2021-10-26 16:55:00.000000000,CREW-09,VEH-014
OUT-00820,2021-10-26 17:15:00.000000000,2021-10-26 18:10:00.000000000,CREW-04,VEH-004
OUT-00821,2021-10-27 15:13:00.000000000,2021-10-27 15:35:00.000000000,CREW-02,VEH-041
OUT-00822,2021-10-28 04:14:00.000000000,2021-10-28 05:14:00.000000000,CREW-09,VEH-016
OUT-00823,2021-10-28 16:14:00.000000000,2021-10-28 16:58:00.000000000,CREW-12,VEH-035
OUT-00824,2021-10-28 16:12:00.000000000,2021-10-28 17:12:00.000000000,CREW-18,VEH-021
OUT-00825,2021-10-31 19:06:00.000000000,2021-10-31 19:25:00.000000000,CREW-16,VEH-020
OUT-00826,2021-11-01 14:06:00.000000000,2021-11-01 14:23:00.000000000,CREW-12,VEH-033
OUT-00827,2021-11-03 17:06:00.000000000,2021-11-03 17:29:00.000000000,CREW-09,VEH-004
OUT-00828,2021-11-04 17:04:00.000000000,2021-11-04 17:35:00.000000000,CREW-02,VEH-024
OUT-00829,2021-11-05 00:02:00.000000000,2021-11-05 00:24:00.000000000,CREW-13,VEH-023
OUT-00830,2021-11-05 10:09:00.000000000,2021-11-05 10:35:00.000000000,CREW-12,VEH-046
OUT-00831,2021-11-05 17:10:00.000000000,2021-11-05 17:43:00.000000000,CREW-20,VEH-029
OUT-00832,2021-11-08 15:07:00.000000000,2021-11-08 16:01:00.000000000,CREW-19,VEH-038
OUT-00833,2021-11-08 20:05:00.000000000,2021-11-08 20:48:00.000000000,CREW-19,VEH-004
OUT-00834,2021-11-08 21:08:00.000000000,2021-11-08 21:29:00.000000000,CREW-04,VEH-022
OUT-00835,2021-11-09 15:13:00.000000000,2021-11-09 16:12:00.000000000,CREW-03,VEH-022
OUT-00836,2021-11-10 17:13:00.000000000,2021-11-10 17:29:00.000000000,CREW-02,VEH-027
OUT-00837,2021-11-11 17:08:00.000000000,2021-11-11 18:03:00.000000000,CREW-01,VEH-008
