fault_detected,service_restored,cause_code,affected_customers,feeder_id,transformer_id
2020-11-12 16:00:00,2020-11-12 17:37:00,animal_contact,2,FDR-0057,switch
2020-11-13 09:00:00,2020-11-13 09:42:00,equipment_failure,58,FDR-0062,fuse
2020-11-14 18:00:00,2020-11-15 01:11:00,equipment_failure,590,FDR-0051,switch
2020-11-16 01:00:00,2020-11-16 05:49:00,equipment_failure,136,FDR-0044,cable
2020-11-16 18:00:00,2020-11-16 19:57:00,overload,1199,FDR-0060,recloser
2020-11-17 08:00:00,2020-11-17 10:54:00,equipment_failure,155,FDR-0040,transformer
2020-11-19 16:00:00,2020-11-20 09:39:00,animal_contact,172,FDR-0025,transformer
2020-11-20 09:00:00,2020-11-20 13:31:00,animal_contact,283,FDR-0012,recloser
2020-11-23 17:00:00,2020-11-23 18:58:00,equipment_failure,66,FDR-0042,transformer
2020-11-23 18:00:00,2020-11-23 21:30:00,equipment_failure,351,FDR-0001,transformer
2020-11-25 18:00:00,2020-11-25 23:31:00,weather,1386,FDR-0042,switch
2020-11-26 18:00:00,2020-11-26 20:55:00,animal_contact,1275,FDR-0053,transformer
2020-11-27 22:00:00,2020-11-27 22:53:00,equipment_failure,26,FDR-0024,overhead line
2020-11-30 08:00:00,2020-11-30 08:55:00,equipment_failure,111,FDR-0061,switch
2020-11-30 10:00:00,2020-11-30 12:50:00,equipment_failure,272,FDR-0036,fuse
2020-12-01 14:00:00,2020-12-02 07:08:00,weather,739,FDR-0058,fuse
2020-12-01 20:00:00,2020-12-02 10:57:00,weather,2479,FDR-0046,switch
2020-12-03 20:00:00,2020-12-04 00:09:00,equipment_failure,362,FDR-0021,switch
2020-12-04 17:00:00,2020-12-04 21:55:00,vegetation,1749,FDR-0027,cable
2020-12-05 15:00:00,2020-12-05 16:22:00,equipment_failure,424,FDR-0010,cable
2020-12-08 04:00:00,2020-12-08 09:49:00,animal_contact,356,FDR-0018,transformer
2020-12-10 08:00:00,2020-12-10 11:39:00,equipment_failure,468,FDR-0002,fuse
2020-12-14 14:00:00,2020-12-14 14:36:00,overload,519,FDR-0041,cable
2020-12-15 15:00:00,2020-12-15 18:12:00,weather,2161,FDR-0064,recloser
2020-12-16 20:00:00,2020-12-16 21:50:00,equipment_failure,481,FDR-0039,fuse
2020-12-17 16:00:00,2020-12-18 00:40:00,weather,1577,FDR-0021,cable
2020-12-17 19:00:00,2020-12-18 04:43:00,weather,1905,FDR-0037,transformer
2020-12-19 08:00:00,2020-12-19 08:40:00,animal_contact,256,FDR-0010,overhead line
2020-12-19 19:00:00,2020-12-19 20:28:00,equipment_failure,448,FDR-0031,overhead line
2020-12-19 23:00:00,2020-12-20 03:33:00,equipment_failure,337,FDR-0064,fuse
2020-12-22 07:00:00,2020-12-22 09:42:00,equipment_failure,292,FDR-0057,fuse
2020-12-22 17:00:00,2020-12-22 17:43:00,equipment_failure,365,FDR-0054,transformer
2020-12-25 18:00:00,2020-12-26 11:01:00,weather,1236,FDR-0006,fuse
2020-12-25 18:00:00,2020-12-26 11:01:00,weather,1060,FDR-0005,fuse
2020-12-26 14:00:00,2020-12-26 16:19:00,vegetation,1309,FDR-0062,cable
2020-12-26 20:00:00,2020-12-27 01:57:00,equipment_failure,25,FDR-0062,fuse
2020-12-27 08:00:00,2020-12-27 12:25:00,animal_contact,87,FDR-0045,switch
2020-12-28 02:00:00,2020-12-28 07:39:00,equipment_failure,57,FDR-0001,transformer
2020-12-29 05:00:00,2020-12-29 08:01:00,equipment_failure,51,FDR-0010,switch
2020-12-29 07:00:00,2020-12-29 12:21:00,animal_contact,314,FDR-0053,transformer
2020-12-30 11:00:00,2020-12-30 14:28:00,equipment_failure,304,FDR-0011,switch
2020-12-30 18:00:00,2020-12-30 21:54:00,equipment_failure,269,FDR-0060,recloser
2020-12-30 20:00:00,2020-12-31 08:42:00,weather,2801,FDR-0042,cable
2020-12-31 08:00:00,2020-12-31 09:55:00,equipment_failure,213,FDR-0021,fuse
2021-01-02 15:00:00,2021-01-02 21:09:00,equipment_failure,1239,FDR-0039,switch
2021-01-02 19:00:00,2021-01-03 03:45:00,weather,2085,FDR-0019,cable
2021-01-04 07:00:00,2021-01-04 11:27:00,animal_contact,216,FDR-0020,fuse
2021-01-04 13:00:00,2021-01-04 16:20:00,equipment_failure,41,FDR-0034,cable
2021-01-09 18:00:00,2021-01-09 20:15:00,equipment_failure,721,FDR-0034,recloser
2021-01-13 14:00:00,2021-01-14 03:22:00,vegetation,1389,FDR-0059,overhead line
2021-01-13 14:00:00,2021-01-14 06:30:00,vegetation,2085,FDR-0029,recloser
2021-01-13 16:00:00,2021-01-14 04:04:00,weather,473,FDR-0022,transformer
2021-01-13 16:00:00,2021-01-14 08:00:00,vegetation,674,FDR-0021,overhead line
2021-01-13 17:00:00,2021-01-13 22:01:00,overload,625,FDR-0051,recloser
2021-01-13 17:00:00,2021-01-14 00:20:00,vegetation,873,FDR-0039,cable
2021-01-13 20:00:00,2021-01-14 05:31:00,vegetation,2533,FDR-0065,transformer
2021-01-14 04:00:00,2021-01-14 05:18:00,equipment_failure,420,FDR-0025,cable
2021-01-15 07:00:00,2021-01-15 09:46:00,equipment_failure,38,FDR-0031,fuse
2021-01-16 00:00:00,2021-01-16 05:16:00,equipment_failure,499,FDR-0014,fuse
2021-01-17 18:00:00,2021-01-17 19:08:00,animal_contact,2967,FDR-0042,fuse
2021-01-17 18:00:00,2021-01-18 06:59:00,weather,1596,FDR-0064,transformer
2021-01-17 20:00:00,2021-01-18 03:48:00,weather,1035,FDR-0016,overhead line
2021-01-18 14:00:00,2021-01-18 17:10:00,animal_contact,1025,FDR-0057,switch
2021-01-18 15:00:00,2021-01-18 21:29:00,vegetation,1175,FDR-0052,recloser
2021-01-18 17:00:00,2021-01-19 03:56:00,weather,1153,FDR-0055,switch
2021-01-18 18:00:00,2021-01-19 04:56:00,vegetation,358,FDR-0024,recloser
2021-01-18 18:00:00,2021-01-18 22:20:00,animal_contact,523,FDR-0060,transformer
2021-01-18 18:00:00,2021-01-19 06:45:00,weather,195,FDR-0063,switch
2021-01-18 19:00:00,2021-01-19 07:11:00,weather,1682,FDR-0047,overhead line
2021-01-18 19:00:00,2021-01-19 06:52:00,vegetation,513,FDR-0048,cable
2021-01-18 19:00:00,2021-01-19 04:56:00,weather,2125,FDR-0008,cable
2021-01-18 20:00:00,2021-01-19 04:53:00,weather,434,FDR-0019,fuse
2021-01-19 18:00:00,2021-01-19 19:12:00,animal_contact,570,FDR-0062,cable
2021-01-19 19:00:00,2021-01-19 23:39:00,equipment_failure,415,FDR-0040,switch
2021-01-20 21:00:00,2021-01-21 01:11:00,equipment_failure,233,FDR-0018,overhead line
2021-01-21 00:00:00,2021-01-21 05:03:00,equipment_failure,353,FDR-0043,recloser
2021-01-21 18:00:00,2021-01-21 19:34:00,equipment_failure,192,FDR-0018,transformer
2021-01-25 13:00:00,2021-01-25 13:45:00,equipment_failure,119,FDR-0013,switch
2021-01-27 17:00:00,2021-01-27 21:29:00,equipment_failure,79,FDR-0019,recloser
2021-01-30 16:00:00,2021-01-30 18:58:00,equipment_failure,748,FDR-0056,transformer
2021-01-31 08:00:00,2021-01-31 09:55:00,equipment_failure,218,FDR-0021,fuse
2021-02-01 17:00:00,2021-02-01 22:03:00,equipment_failure,309,FDR-0019,switch
2021-02-03 03:00:00,2021-02-03 07:14:00,equipment_failure,15,FDR-0030,fuse
2021-02-03 19:00:00,2021-02-03 22:49:00,equipment_failure,319,FDR-0046,recloser
2021-02-04 14:00:00,2021-02-04 15:34:00,equipment_failure,739,FDR-0039,transformer
2021-02-04 14:00:00,2021-02-04 17:20:00,overload,534,FDR-0032,fuse
2021-02-05 20:00:00,2021-02-06 13:52:00,weather,226,FDR-0060,switch
2021-02-06 10:00:00,2021-02-06 12:21:00,equipment_failure,41,FDR-0047,transformer
2021-02-07 01:00:00,2021-02-07 05:16:00,equipment_failure,349,FDR-0038,fuse
2021-02-08 13:00:00,2021-02-08 17:33:00,equipment_failure,127,FDR-0021,transformer
2021-02-09 14:00:00,2021-02-10 01:28:00,vegetation,2105,FDR-0050,recloser
2021-02-09 14:00:00,2021-02-10 02:12:00,weather,369,FDR-0023,cable
2021-02-09 15:00:00,2021-02-09 20:15:00,weather,559,FDR-0045,cable
2021-02-09 16:00:00,2021-02-09 20:58:00,animal_contact,1218,FDR-0016,recloser
2021-02-09 16:00:00,2021-02-09 21:50:00,equipment_failure,124,FDR-0007,cable
2021-02-09 18:00:00,2021-02-10 10:55:00,weather,1647,FDR-0047,overhead line
2021-02-09 19:00:00,2021-02-10 00:50:00,animal_contact,1753,FDR-0015,overhead line
2021-02-09 20:00:00,2021-02-10 08:22:00,vegetation,301,FDR-0014,fuse
2021-02-10 16:00:00,2021-02-10 19:47:00,equipment_failure,1459,FDR-0038,cable
2021-02-11 18:00:00,2021-02-12 03:23:00,vegetation,508,FDR-0036,transformer
2021-02-11 18:00:00,2021-02-11 23:29:00,vegetation,607,FDR-0036,switch
2021-02-11 18:00:00,2021-02-12 03:23:00,vegetation,541,FDR-0036,transformer
2021-02-11 19:00:00,2021-02-12 07:47:00,weather,1217,FDR-0010,cable
2021-02-11 20:00:00,2021-02-12 00:11:00,weather,596,FDR-0060,cable
2021-02-13 16:00:00,2021-02-14 08:00:00,vegetation,727,FDR-0021,overhead line
2021-02-14 15:00:00,2021-02-14 18:22:00,vegetation,1347,FDR-0029,recloser
2021-02-16 13:00:00,2021-02-16 20:12:00,overload,963,FDR-0030,switch
2021-02-17 07:00:00,2021-02-17 08:40:00,animal_contact,260,FDR-0003,cable
2021-02-19 16:00:00,2021-02-19 21:40:00,animal_contact,91,FDR-0064,switch
2021-02-21 16:00:00,2021-02-21 19:47:00,animal_contact,275,FDR-0055,switch
2021-02-23 10:00:00,2021-02-23 15:00:00,equipment_failure,409,FDR-0023,fuse
2021-02-24 15:00:00,2021-02-24 15:43:00,equipment_failure,429,FDR-0040,cable
2021-02-25 14:00:00,2021-02-26 01:25:00,animal_contact,72,FDR-0012,cable
2021-02-25 16:00:00,2021-02-26 03:18:00,animal_contact,482,FDR-0052,fuse
2021-02-28 17:00:00,2021-02-28 21:31:00,vegetation,507,FDR-0060,overhead line
2021-02-28 20:00:00,2021-03-01 08:42:00,weather,2638,FDR-0043,cable
2021-02-28 21:00:00,2021-03-01 00:36:00,animal_contact,278,FDR-0016,switch
2021-03-01 18:00:00,2021-03-02 06:42:00,vegetation,2063,FDR-0061,fuse
2021-03-02 16:00:00,2021-03-02 22:39:00,equipment_failure,851,FDR-0047,switch
2021-03-03 18:00:00,2021-03-04 10:14:00,animal_contact,2048,FDR-0003,cable
2021-03-04 04:00:00,2021-03-04 04:15:00,equipment_failure,492,FDR-0052,switch
2021-03-04 18:00:00,2021-03-04 19:45:00,equipment_failure,445,FDR-0042,fuse
2021-03-05 05:00:00,2021-03-05 06:57:00,animal_contact,241,FDR-0051,cable
2021-03-05 18:00:00,2021-03-06 00:59:00,overload,1368,FDR-0042,fuse
2021-03-06 14:00:00,2021-03-06 14:48:00,equipment_failure,5,FDR-0011,cable
2021-03-06 14:00:00,2021-03-06 14:48:00,equipment_failure,6,FDR-0011,cable
2021-03-10 16:00:00,2021-03-10 22:29:00,equipment_failure,301,FDR-0034,switch
2021-03-10 19:00:00,2021-03-11 02:57:00,weather,101,FDR-0059,switch
2021-03-13 03:00:00,2021-03-13 07:32:00,equipment_failure,52,FDR-0006,cable
2021-03-14 03:00:00,2021-03-14 07:41:00,equipment_failure,83,FDR-0022,switch
2021-03-14 17:00:00,2021-03-14 21:18:00,equipment_failure,296,FDR-0031,overhead line
2021-03-15 13:00:00,2021-03-15 15:34:00,equipment_failure,821,FDR-0055,transformer
2021-03-16 05:00:00,2021-03-16 09:57:00,equipment_failure,11,FDR-0049,recloser
2021-03-16 17:00:00,2021-03-16 20:37:00,equipment_failure,144,FDR-0059,recloser
2021-03-17 12:00:00,2021-03-17 12:34:00,equipment_failure,478,FDR-0032,fuse
2021-03-18 16:00:00,2021-03-18 18:14:00,equipment_failure,546,FDR-0001,transformer
2021-03-18 19:00:00,2021-03-19 04:56:00,weather,1945,FDR-0008,cable
2021-03-18 23:00:00,2021-03-18 23:22:00,equipment_failure,214,FDR-0014,switch
2021-03-24 14:00:00,2021-03-24 14:30:00,equipment_failure,170,FDR-0006,recloser
2021-03-25 13:00:00,2021-03-25 16:40:00,overload,1125,FDR-0055,transformer
2021-03-26 03:00:00,2021-03-26 05:37:00,equipment_failure,261,FDR-0057,fuse
2021-03-27 01:00:00,2021-03-27 04:06:00,equipment_failure,267,FDR-0008,transformer
2021-03-27 05:00:00,2021-03-27 05:54:00,animal_contact,381,FDR-0019,transformer
2021-03-29 19:00:00,2021-03-30 00:38:00,weather,182,FDR-0022,recloser
2021-03-30 00:00:00,2021-03-30 02:28:00,equipment_failure,195,FDR-0005,switch
2021-03-30 04:00:00,2021-03-30 07:05:00,animal_contact,253,FDR-0056,cable
2021-03-31 00:00:00,2021-03-31 02:13:00,equipment_failure,219,FDR-0026,cable
2021-03-31 07:00:00,2021-03-31 10:46:00,equipment_failure,113,FDR-0027,transformer
2021-04-01 22:00:00,2021-04-02 03:54:00,equipment_failure,130,FDR-0027,overhead line
2021-04-03 15:00:00,2021-04-03 19:24:00,equipment_failure,275,FDR-0024,overhead line
2021-04-05 03:00:00,2021-04-05 04:01:00,equipment_failure,346,FDR-0025,fuse
2021-04-05 05:00:00,2021-04-05 06:57:00,animal_contact,225,FDR-0051,cable
2021-04-06 14:00:00,2021-04-06 21:57:00,equipment_failure,711,FDR-0030,recloser
2021-04-07 00:00:00,2021-04-07 04:08:00,animal_contact,68,FDR-0012,recloser
2021-04-08 02:00:00,2021-04-08 07:16:00,equipment_failure,197,FDR-0034,switch
2021-04-08 08:00:00,2021-04-08 10:52:00,equipment_failure,420,FDR-0065,recloser
2021-04-09 15:00:00,2021-04-09 20:52:00,equipment_failure,329,FDR-0001,fuse
2021-04-10 15:00:00,2021-04-10 17:56:00,overload,1415,FDR-0010,switch
2021-04-10 15:00:00,2021-04-10 20:22:00,equipment_failure,307,FDR-0029,recloser
2021-04-11 19:00:00,2021-04-11 22:59:00,equipment_failure,401,FDR-0032,recloser
2021-04-12 01:00:00,2021-04-12 01:53:00,equipment_failure,344,FDR-0059,overhead line
2021-04-12 02:00:00,2021-04-12 03:39:00,equipment_failure,173,FDR-0036,transformer
2021-04-13 18:00:00,2021-04-13 19:42:00,weather,936,FDR-0031,cable
2021-04-14 07:00:00,2021-04-14 12:55:00,equipment_failure,193,FDR-0060,switch
2021-04-14 13:00:00,2021-04-14 17:15:00,equipment_failure,1503,FDR-0049,overhead line
2021-04-15 12:00:00,2021-04-15 15:12:00,equipment_failure,391,FDR-0058,cable
2021-04-16 05:00:00,2021-04-16 06:38:00,animal_contact,65,FDR-0050,fuse
2021-04-16 06:00:00,2021-04-16 09:06:00,equipment_failure,22,FDR-0049,fuse
2021-04-21 07:00:00,2021-04-21 08:09:00,animal_contact,291,FDR-0027,transformer
2021-04-21 10:00:00,2021-04-21 15:59:00,equipment_failure,18,FDR-0055,recloser
2021-04-21 15:00:00,2021-04-21 17:16:00,overload,73,FDR-0001,recloser
2021-04-23 01:00:00,2021-04-23 06:24:00,equipment_failure,183,FDR-0045,cable
2021-04-23 09:00:00,2021-04-23 10:25:00,equipment_failure,430,FDR-0008,switch
2021-04-23 23:00:00,2021-04-24 01:48:00,equipment_failure,90,FDR-0005,overhead line
2021-04-24 06:00:00,2021-04-24 08:06:00,equipment_failure,342,FDR-0058,fuse
2021-04-25 18:00:00,2021-04-25 18:59:00,equipment_failure,257,FDR-0016,overhead line
2021-04-27 19:00:00,2021-04-27 22:31:00,equipment_failure,124,FDR-0057,recloser
2021-04-28 17:00:00,2021-04-28 21:31:00,vegetation,465,FDR-0014,overhead line
2021-04-29 13:00:00,2021-04-29 13:40:00,equipment_failure,265,FDR-0047,cable
2021-04-29 22:00:00,2021-04-29 23:40:00,equipment_failure,68,FDR-0054,overhead line
2021-04-30 15:00:00,2021-04-30 18:30:00,equipment_failure,10,FDR-0036,cable
2021-05-02 15:00:00,2021-05-02 16:27:00,animal_contact,420,FDR-0056,fuse
2021-05-02 16:00:00,2021-05-02 17:37:00,equipment_failure,444,FDR-0049,transformer
2021-05-04 20:00:00,2021-05-04 23:16:00,equipment_failure,235,FDR-0033,recloser
2021-05-06 14:00:00,2021-05-06 18:26:00,equipment_failure,430,FDR-0042,overhead line
2021-05-07 05:00:00,2021-05-07 10:42:00,equipment_failure,411,FDR-0042,recloser
2021-05-07 18:00:00,2021-05-07 20:18:00,equipment_failure,1022,FDR-0051,recloser
2021-05-08 20:00:00,2021-05-09 00:36:00,equipment_failure,459,FDR-0057,recloser
2021-05-09 11:00:00,2021-05-09 14:42:00,equipment_failure,474,FDR-0058,recloser
2021-05-11 16:00:00,2021-05-11 22:46:00,vegetation,1569,FDR-0028,recloser
2021-05-11 16:00:00,2021-05-12 04:38:00,weather,372,FDR-0031,fuse
2021-05-13 02:00:00,2021-05-13 07:57:00,equipment_failure,458,FDR-0030,recloser
2021-05-13 14:00:00,2021-05-14 05:30:00,vegetation,170,FDR-0009,fuse
2021-05-14 01:00:00,2021-05-14 06:24:00,equipment_failure,64,FDR-0030,cable
2021-05-15 15:00:00,2021-05-15 19:38:00,overload,556,FDR-0024,cable
2021-05-17 18:00:00,2021-05-18 06:59:00,weather,1406,FDR-0064,transformer
2021-05-18 14:00:00,2021-05-18 16:16:00,overload,537,FDR-0033,overhead line
2021-05-19 15:00:00,2021-05-19 15:41:00,equipment_failure,173,FDR-0029,fuse
2021-05-21 03:00:00,2021-05-21 03:40:00,animal_contact,220,FDR-0037,recloser
2021-05-21 22:00:00,2021-05-21 23:09:00,equipment_failure,211,FDR-0001,switch
2021-05-22 10:00:00,2021-05-22 13:08:00,equipment_failure,313,FDR-0023,switch
2021-05-24 14:00:00,2021-05-24 15:36:00,equipment_failure,81,FDR-0043,switch
2021-05-25 01:00:00,2021-05-25 05:03:00,animal_contact,444,FDR-0008,transformer
2021-05-28 12:00:00,2021-05-28 17:04:00,equipment_failure,387,FDR-0018,overhead line
2021-05-29 14:00:00,2021-05-29 17:15:00,equipment_failure,648,FDR-0065,transformer
2021-05-30 21:00:00,2021-05-31 00:45:00,animal_contact,164,FDR-0039,fuse
2021-05-31 18:00:00,2021-05-31 19:06:00,equipment_failure,212,FDR-0022,cable
2021-06-02 18:00:00,2021-06-02 20:09:00,overload,1246,FDR-0015,cable
2021-06-03 14:00:00,2021-06-03 20:39:00,equipment_failure,450,FDR-0027,fuse
2021-06-04 16:00:00,2021-06-04 16:49:00,overload,621,FDR-0041,switch
2021-06-05 07:00:00,2021-06-05 08:32:00,equipment_failure,317,FDR-0020,transformer
2021-06-05 14:00:00,2021-06-05 14:47:00,overload,366,FDR-0049,recloser
2021-06-06 14:00:00,2021-06-06 21:57:00,equipment_failure,878,FDR-0039,recloser
2021-06-07 15:00:00,2021-06-07 19:08:00,equipment_failure,158,FDR-0018,transformer
2021-06-08 15:00:00,2021-06-08 18:09:00,equipment_failure,1392,FDR-0041,overhead line
2021-06-08 18:00:00,2021-06-08 20:48:00,equipment_failure,843,FDR-0020,fuse
2021-06-09 16:00:00,2021-06-09 17:27:00,equipment_failure,301,FDR-0014,transformer
2021-06-10 13:00:00,2021-06-10 13:43:00,equipment_failure,259,FDR-0023,recloser
2021-06-10 13:00:00,2021-06-10 19:43:00,equipment_failure,233,FDR-0022,transformer
2021-06-10 17:00:00,2021-06-10 20:35:00,equipment_failure,389,FDR-0052,switch
2021-06-11 14:00:00,2021-06-11 18:35:00,equipment_failure,62,FDR-0029,transformer
2021-06-11 14:00:00,2021-06-11 18:28:00,overload,251,FDR-0046,transformer
2021-06-11 15:00:00,2021-06-11 21:42:00,equipment_failure,941,FDR-0010,cable
2021-06-11 16:00:00,2021-06-11 17:02:00,vegetation,869,FDR-0008,recloser
2021-06-12 15:00:00,2021-06-12 22:43:00,equipment_failure,768,FDR-0030,switch
2021-06-13 13:00:00,2021-06-13 14:45:00,overload,1181,FDR-0065,recloser
2021-06-13 17:00:00,2021-06-13 22:54:00,overload,1473,FDR-0018,overhead line
2021-06-13 18:00:00,2021-06-13 23:18:00,equipment_failure,1244,FDR-0016,overhead line
2021-06-14 13:00:00,2021-06-14 17:32:00,equipment_failure,1097,FDR-0043,overhead line
2021-06-14 14:00:00,2021-06-14 16:11:00,overload,1297,FDR-0039,recloser
2021-06-14 15:00:00,2021-06-15 06:40:00,animal_contact,84,FDR-0018,overhead line
2021-06-14 16:00:00,2021-06-14 19:12:00,overload,365,FDR-0053,switch
2021-06-16 16:00:00,2021-06-16 17:00:00,equipment_failure,718,FDR-0055,switch
2021-06-16 17:00:00,2021-06-16 23:25:00,equipment_failure,625,FDR-0054,cable
2021-06-16 17:00:00,2021-06-16 20:37:00,equipment_failure,175,FDR-0059,recloser
2021-06-17 13:00:00,2021-06-17 14:54:00,equipment_failure,373,FDR-0064,transformer
2021-06-18 16:00:00,2021-06-18 23:34:00,equipment_failure,142,FDR-0050,overhead line
2021-06-18 17:00:00,2021-06-18 21:55:00,overload,728,FDR-0031,overhead line
2021-06-19 13:00:00,2021-06-19 20:33:00,equipment_failure,699,FDR-0064,cable
2021-06-19 14:00:00,2021-06-19 20:43:00,overload,295,FDR-0011,recloser
2021-06-19 14:00:00,2021-06-19 15:36:00,equipment_failure,1018,FDR-0061,switch
2021-06-19 15:00:00,2021-06-19 18:45:00,equipment_failure,997,FDR-0058,overhead line
2021-06-21 03:00:00,2021-06-21 07:38:00,equipment_failure,193,FDR-0033,transformer
2021-06-21 14:00:00,2021-06-21 20:17:00,equipment_failure,431,FDR-0065,overhead line
2021-06-21 17:00:00,2021-06-21 20:30:00,equipment_failure,579,FDR-0064,transformer
2021-06-22 15:00:00,2021-06-22 16:02:00,equipment_failure,734,FDR-0049,transformer
2021-06-24 14:00:00,2021-06-24 20:39:00,equipment_failure,745,FDR-0039,fuse
2021-06-27 17:00:00,2021-06-27 22:00:00,equipment_failure,1202,FDR-0037,fuse
2021-06-28 13:00:00,2021-06-28 20:12:00,equipment_failure,851,FDR-0008,fuse
2021-06-28 13:00:00,2021-06-28 19:20:00,equipment_failure,413,FDR-0002,switch
2021-06-29 13:00:00,2021-06-29 19:05:00,equipment_failure,1444,FDR-0054,recloser
2021-06-29 17:00:00,2021-06-29 19:37:00,overload,1275,FDR-0043,overhead line
2021-06-29 18:00:00,2021-06-29 20:27:00,equipment_failure,500,FDR-0010,switch
2021-06-29 18:00:00,2021-06-29 20:27:00,equipment_failure,625,FDR-0010,switch
2021-06-30 14:00:00,2021-06-30 21:40:00,equipment_failure,654,FDR-0033,overhead line
2021-06-30 18:00:00,2021-06-30 22:28:00,overload,416,FDR-0011,overhead line
2021-07-01 13:00:00,2021-07-01 20:01:00,equipment_failure,1359,FDR-0004,transformer
2021-07-01 17:00:00,2021-07-01 23:23:00,equipment_failure,1242,FDR-0003,recloser
2021-07-01 17:00:00,2021-07-01 21:59:00,overload,634,FDR-0042,recloser
2021-07-01 18:00:00,2021-07-01 20:03:00,equipment_failure,1007,FDR-0058,switch
2021-07-03 10:00:00,2021-07-03 12:33:00,animal_contact,230,FDR-0053,cable
2021-07-03 14:00:00,2021-07-04 07:44:00,vegetation,1035,FDR-0006,fuse
2021-07-03 15:00:00,2021-07-03 21:13:00,weather,824,FDR-0034,fuse
2021-07-03 16:00:00,2021-07-04 08:27:00,weather,71,FDR-0051,fuse
2021-07-03 16:00:00,2021-07-03 20:43:00,equipment_failure,229,FDR-0057,fuse
2021-07-03 16:00:00,2021-07-03 17:16:00,weather,664,FDR-0025,overhead line
2021-07-03 18:00:00,2021-07-04 06:53:00,animal_contact,369,FDR-0036,transformer
2021-07-03 18:00:00,2021-07-04 10:14:00,animal_contact,2123,FDR-0003,cable
2021-07-04 16:00:00,2021-07-04 17:57:00,overload,645,FDR-0043,cable
2021-07-04 17:00:00,2021-07-04 17:31:00,overload,170,FDR-0057,recloser
2021-07-05 18:00:00,2021-07-06 00:01:00,equipment_failure,262,FDR-0060,overhead line
2021-07-06 13:00:00,2021-07-06 14:18:00,overload,32,FDR-0017,overhead line
2021-07-06 14:00:00,2021-07-06 15:39:00,equipment_failure,1021,FDR-0055,switch
2021-07-06 16:00:00,2021-07-06 19:21:00,equipment_failure,398,FDR-0004,overhead line
2021-07-06 18:00:00,2021-07-07 01:15:00,overload,501,FDR-0002,recloser
2021-07-08 13:00:00,2021-07-08 14:05:00,equipment_failure,861,FDR-0035,recloser
2021-07-08 14:00:00,2021-07-08 17:30:00,weather,197,FDR-0041,transformer
2021-07-08 14:00:00,2021-07-08 23:21:00,weather,395,FDR-0043,recloser
2021-07-08 14:00:00,2021-07-08 21:17:00,equipment_failure,1420,FDR-0035,transformer
2021-07-08 14:00:00,2021-07-08 16:35:00,equipment_failure,529,FDR-0063,cable
2021-07-08 15:00:00,2021-07-09 07:45:00,vegetation,1501,FDR-0042,cable
2021-07-08 15:00:00,2021-07-08 19:42:00,animal_contact,2465,FDR-0059,cable
2021-07-08 15:00:00,2021-07-08 18:10:00,animal_contact,460,FDR-0026,switch
2021-07-08 16:00:00,2021-07-09 09:07:00,animal_contact,1017,FDR-0018,overhead line
2021-07-08 16:00:00,2021-07-08 23:16:00,vegetation,194,FDR-0016,fuse
2021-07-10 15:00:00,2021-07-10 16:36:00,equipment_failure,1404,FDR-0010,cable
2021-07-10 16:00:00,2021-07-10 19:47:00,equipment_failure,1273,FDR-0029,cable
2021-07-11 14:00:00,2021-07-11 19:30:00,animal_contact,2029,FDR-0042,cable
2021-07-11 15:00:00,2021-07-12 01:44:00,weather,217,FDR-0034,transformer
2021-07-11 15:00:00,2021-07-11 19:18:00,animal_contact,908,FDR-0033,recloser
2021-07-11 15:00:00,2021-07-12 02:52:00,weather,547,FDR-0046,cable
2021-07-11 15:00:00,2021-07-11 16:22:00,equipment_failure,1195,FDR-0016,fuse
2021-07-11 15:00:00,2021-07-11 18:23:00,equipment_failure,159,FDR-0052,cable
2021-07-11 16:00:00,2021-07-11 17:02:00,vegetation,793,FDR-0010,recloser
2021-07-11 16:00:00,2021-07-12 04:26:00,weather,867,FDR-0050,fuse
2021-07-11 16:00:00,2021-07-12 06:02:00,weather,382,FDR-0057,recloser
2021-07-11 17:00:00,2021-07-11 21:04:00,weather,86,FDR-0008,cable
2021-07-11 18:00:00,2021-07-12 00:13:00,animal_contact,1486,FDR-0008,switch
2021-07-12 15:00:00,2021-07-12 16:22:00,equipment_failure,451,FDR-0045,recloser
2021-07-13 17:00:00,2021-07-13 23:32:00,equipment_failure,631,FDR-0030,transformer
2021-07-14 23:00:00,2021-07-15 01:28:00,equipment_failure,331,FDR-0043,cable
2021-07-16 13:00:00,2021-07-16 20:12:00,overload,1047,FDR-0030,switch
2021-07-17 14:00:00,2021-07-17 20:48:00,animal_contact,257,FDR-0013,fuse
2021-07-17 15:00:00,2021-07-17 18:53:00,animal_contact,851,FDR-0023,cable
2021-07-17 15:00:00,2021-07-18 02:33:00,vegetation,102,FDR-0001,switch
2021-07-17 18:00:00,2021-07-18 11:09:00,animal_contact,658,FDR-0039,fuse
2021-07-17 19:00:00,2021-07-18 04:43:00,vegetation,2866,FDR-0065,switch
2021-07-17 19:00:00,2021-07-18 10:25:00,weather,756,FDR-0025,transformer
2021-07-17 19:00:00,2021-07-18 00:21:00,vegetation,582,FDR-0054,cable
2021-07-18 14:00:00,2021-07-18 20:54:00,equipment_failure,909,FDR-0009,overhead line
2021-07-18 15:00:00,2021-07-18 19:03:00,equipment_failure,1088,FDR-0016,recloser
2021-07-19 14:00:00,2021-07-19 18:37:00,equipment_failure,794,FDR-0057,fuse
