transformer_id,feeder_id,substation_id,latitude,longitude,rated_kva,phase,primary_voltage_kv,secondary_voltage_v,age_years,manufacturer,status
XFMR-004423,FDR-0012,SUB-004,33.491917,-112.126333,25,AB,24.9,208,30,Howard Industries,active
XFMR-004424,FDR-0012,SUB-004,33.491977,-112.126375,37.5,AC,24.9,208,24,Howard Industries,active
XFMR-004425,FDR-0012,SUB-004,33.491999,-112.126455,25,AB,24.9,240,45,GE,active
XFMR-004426,FDR-0012,SUB-004,33.491833,-112.12656,37.5,AC,24.9,480,41,Eaton,active
XFMR-004427,FDR-0012,SUB-004,33.491768,-112.126728,25,AC,24.9,208,13,GE,active
XFMR-004428,FDR-0012,SUB-004,33.491828,-112.12677,250,A,24.9,208,3,Eaton,active
XFMR-004429,FDR-0012,SUB-004,33.491775,-112.126926,250,AB,24.9,240,1,GE,active
XFMR-004430,FDR-0012,SUB-004,33.491949,-112.127017,100,AC,24.9,120,35,Eaton,active
XFMR-004431,FDR-0012,SUB-004,33.491999,-112.12707,75,AC,24.9,480,6,Prolec,active
XFMR-004432,FDR-0012,SUB-004,33.491908,-112.127264,75,B,24.9,120,44,Eaton,active
XFMR-004433,FDR-0012,SUB-004,33.491941,-112.127333,333,B,24.9,120,24,Prolec,active
XFMR-004434,FDR-0012,SUB-004,33.491751,-112.127462,167,ABC,24.9,208,6,GE,active
XFMR-004435,FDR-0012,SUB-004,33.491764,-112.127551,500,ABC,24.9,120,1,Siemens,active
XFMR-004436,FDR-0012,SUB-004,33.491994,-112.127587,25,BC,24.9,480,20,GE,active
XFMR-004437,FDR-0012,SUB-004,33.491769,-112.127751,37.5,A,24.9,480,7,ABB,active
XFMR-004438,FDR-0012,SUB-004,33.491774,-112.127848,37.5,C,24.9,480,11,Howard Industries,active
XFMR-004439,FDR-0012,SUB-004,33.4918,-112.127925,15,A,24.9,120,14,Prolec,active
XFMR-004440,FDR-0012,SUB-004,33.491931,-112.12806,75,AC,24.9,208,36,Prolec,active
XFMR-004441,FDR-0012,SUB-004,33.491745,-112.128185,167,BC,24.9,480,4,Prolec,active
XFMR-004442,FDR-0012,SUB-004,33.491819,-112.128213,15,C,24.9,240,32,Howard Industries,active
XFMR-004443,FDR-0012,SUB-004,33.491784,-112.128351,250,B,24.9,480,19,Howard Industries,active
XFMR-004444,FDR-0012,SUB-004,33.491833,-112.128404,37.5,A,24.9,240,11,Eaton,active
XFMR-004445,FDR-0012,SUB-004,33.491962,-112.128541,250,A,24.9,480,1,GE,active
XFMR-004446,FDR-0012,SUB-004,33.491971,-112.128635,250,B,24.9,480,36,Siemens,active
XFMR-004447,FDR-0012,SUB-004,33.491949,-112.128759,50,A,24.9,480,2,Eaton,active
XFMR-004448,FDR-0012,SUB-004,33.491943,-112.128867,100,A,24.9,120,44,Siemens,active
XFMR-004449,FDR-0012,SUB-004,33.49181,-112.128939,250,ABC,24.9,240,8,Eaton,active
XFMR-004450,FDR-0012,SUB-004,33.491803,-112.129049,15,BC,24.9,240,33,Siemens,active
XFMR-004451,FDR-0012,SUB-004,33.491956,-112.129162,250,ABC,24.9,208,29,Eaton,active
XFMR-004452,FDR-0012,SUB-004,33.491809,-112.129247,333,B,24.9,240,1,GE,active
XFMR-004453,FDR-0012,SUB-004,33.491938,-112.129385,333,B,24.9,120,26,Siemens,active
XFMR-004454,FDR-0012,SUB-004,33.491942,-112.129483,250,C,24.9,240,7,Eaton,active
XFMR-004455,FDR-0012,SUB-004,33.491967,-112.12956,37.5,C,24.9,208,38,Howard Industries,active
XFMR-004456,FDR-0012,SUB-004,33.491999,-112.129631,100,C,24.9,120,10,GE,active
XFMR-004457,FDR-0012,SUB-004,33.491905,-112.129827,37.5,AB,24.9,120,31,Prolec,failed
XFMR-004458,FDR-0012,SUB-004,33.491794,-112.129877,100,C,24.9,120,6,Prolec,active
XFMR-004459,FDR-0012,SUB-004,33.491936,-112.130001,75,AC,24.9,208,37,GE,active
XFMR-004460,FDR-0012,SUB-004,33.491964,-112.130075,333,ABC,24.9,240,7,Eaton,active
XFMR-004461,FDR-0012,SUB-004,33.491943,-112.130199,75,BC,24.9,480,12,Siemens,active
XFMR-004462,FDR-0012,SUB-004,33.491945,-112.1303,167,AB,24.9,208,37,Eaton,active
XFMR-004463,FDR-0012,SUB-004,33.491794,-112.130389,37.5,ABC,24.9,208,6,Siemens,active
XFMR-004464,FDR-0012,SUB-004,33.491962,-112.130488,37.5,ABC,24.9,120,36,Prolec,active
XFMR-004465,FDR-0012,SUB-004,33.491932,-112.13062,167,ABC,24.9,240,13,Eaton,active
XFMR-004466,FDR-0012,SUB-004,33.491903,-112.130751,100,A,24.9,208,2,ABB,active
XFMR-004467,FDR-0012,SUB-004,33.491746,-112.130846,75,C,24.9,120,20,GE,active
XFMR-004468,FDR-0012,SUB-004,33.491922,-112.130937,167,BC,24.9,240,5,GE,active
XFMR-004469,FDR-0012,SUB-004,33.491798,-112.130999,10,ABC,24.9,480,7,Siemens,active
XFMR-004470,FDR-0012,SUB-004,33.491993,-112.131071,167,AC,24.9,120,20,Prolec,active
XFMR-004471,FDR-0012,SUB-004,33.491804,-112.131198,75,AB,24.9,240,34,Prolec,active
XFMR-004472,FDR-0012,SUB-004,33.49194,-112.131329,167,AC,24.9,240,25,Siemens,active
XFMR-004473,FDR-0012,SUB-004,33.491906,-112.131466,15,A,24.9,240,13,Siemens,active
XFMR-004474,FDR-0012,SUB-004,33.491769,-112.131541,10,C,24.9,480,37,Howard Industries,active
XFMR-004475,FDR-0012,SUB-004,33.491918,-112.131658,75,BC,24.9,480,7,Prolec,active
XFMR-004476,FDR-0012,SUB-004,33.491967,-112.131712,500,AB,24.9,240,11,Siemens,active
XFMR-004477,FDR-0012,SUB-004,33.491914,-112.131867,50,AC,24.9,120,30,Prolec,active
XFMR-004478,FDR-0012,SUB-004,33.491801,-112.131919,100,A,24.9,480,33,GE,active
XFMR-004479,FDR-0012,SUB-004,33.491957,-112.132029,15,A,24.9,208,44,Howard Industries,active
XFMR-004480,FDR-0012,SUB-004,33.491996,-112.132092,167,ABC,24.9,208,14,Prolec,active
XFMR-004481,FDR-0012,SUB-004,33.492001,-112.132189,50,C,24.9,480,4,Eaton,active
XFMR-004482,FDR-0012,SUB-004,33.491917,-112.132376,167,AC,24.9,480,23,Howard Industries,active
XFMR-004483,FDR-0012,SUB-004,33.491989,-112.132406,75,BC,24.9,480,42,Prolec,active
XFMR-004484,FDR-0012,SUB-004,33.491964,-112.132534,167,AC,24.9,120,23,GE,active
XFMR-004485,FDR-0012,SUB-004,33.491819,-112.132617,50,ABC,24.9,480,17,GE,active
XFMR-004486,FDR-0012,SUB-004,33.49181,-112.132729,50,A,24.9,208,16,Siemens,active
XFMR-004487,FDR-0012,SUB-004,33.491798,-112.132843,250,AC,24.9,208,44,Prolec,active
XFMR-004488,FDR-0012,SUB-004,33.491778,-112.132966,500,BC,24.9,208,22,ABB,active
XFMR-004489,FDR-0013,SUB-004,33.491731,-112.091491,167,BC,24.9,120,24,Eaton,active
XFMR-004490,FDR-0013,SUB-004,33.491606,-112.091301,100,BC,24.9,240,12,Prolec,active
XFMR-004491,FDR-0013,SUB-004,33.491494,-112.091296,50,AC,24.9,120,45,GE,active
XFMR-004492,FDR-0013,SUB-004,33.491355,-112.091516,167,B,24.9,120,18,ABB,active
XFMR-004493,FDR-0013,SUB-004,33.491307,-112.091249,37.5,B,24.9,208,2,GE,active
XFMR-004494,FDR-0013,SUB-004,33.491198,-112.091439,100,C,24.9,240,35,Siemens,active
XFMR-004495,FDR-0013,SUB-004,33.491044,-112.091476,50,AB,24.9,480,18,Prolec,active
XFMR-004496,FDR-0013,SUB-004,33.490953,-112.091252,100,AC,24.9,120,16,Eaton,active
XFMR-004497,FDR-0013,SUB-004,33.490862,-112.091226,37.5,ABC,24.9,480,17,ABB,active
XFMR-004498,FDR-0013,SUB-004,33.490665,-112.091504,333,C,24.9,120,4,ABB,active
XFMR-004499,FDR-0013,SUB-004,33.490596,-112.091258,10,AB,24.9,120,44,Howard Industries,active
XFMR-004500,FDR-0013,SUB-004,33.490455,-112.091282,333,AB,24.9,480,37,Prolec,active
XFMR-004501,FDR-0013,SUB-004,33.490351,-112.091467,10,AB,24.9,120,17,GE,active
XFMR-004502,FDR-0013,SUB-004,33.490214,-112.091289,50,AC,24.9,480,34,Howard Industries,active
XFMR-004503,FDR-0013,SUB-004,33.490099,-112.091287,500,ABC,24.9,240,27,ABB,active
XFMR-004504,FDR-0013,SUB-004,33.489995,-112.091274,250,AB,24.9,208,28,Siemens,active
XFMR-004505,FDR-0013,SUB-004,33.48984,-112.09151,25,BC,24.9,240,16,Prolec,active
XFMR-004506,FDR-0013,SUB-004,33.489724,-112.09151,333,A,24.9,240,13,Siemens,active
XFMR-004507,FDR-0013,SUB-004,33.489634,-112.091285,500,A,24.9,240,16,Siemens,active
XFMR-004508,FDR-0013,SUB-004,33.489531,-112.091469,75,AC,24.9,120,32,Howard Industries,active
XFMR-004509,FDR-0013,SUB-004,33.489368,-112.091317,500,C,24.9,120,2,Siemens,active
XFMR-004510,FDR-0013,SUB-004,33.489296,-112.091271,250,B,24.9,208,29,Howard Industries,active
XFMR-004511,FDR-0013,SUB-004,33.489181,-112.091468,10,B,24.9,208,34,GE,active
XFMR-004512,FDR-0013,SUB-004,33.489056,-112.091278,500,C,24.9,120,19,GE,active
XFMR-004513,FDR-0013,SUB-004,33.488944,-112.091471,333,A,24.9,240,8,Siemens,active
XFMR-004514,FDR-0013,SUB-004,33.488861,-112.091437,500,ABC,24.9,480,17,Eaton,active
XFMR-004515,FDR-0013,SUB-004,33.48867,-112.091313,250,C,24.9,208,17,GE,active
XFMR-004516,FDR-0013,SUB-004,33.4886,-112.091266,333,B,24.9,120,13,Eaton,active
XFMR-004517,FDR-0013,SUB-004,33.488431,-112.091318,100,A,24.9,208,10,Siemens,active
XFMR-004518,FDR-0013,SUB-004,33.488389,-112.091441,75,B,24.9,240,42,ABB,active
XFMR-004519,FDR-0013,SUB-004,33.488254,-112.09126,100,B,24.9,240,2,Howard Industries,active
XFMR-004520,FDR-0013,SUB-004,33.488093,-112.091502,75,ABC,24.9,480,23,GE,active
XFMR-004521,FDR-0013,SUB-004,33.488058,-112.091421,167,BC,24.9,120,23,GE,active
XFMR-004522,FDR-0013,SUB-004,33.487927,-112.091435,500,AB,24.9,240,11,ABB,active
XFMR-004523,FDR-0013,SUB-004,33.487812,-112.091234,37.5,A,24.9,208,1,ABB,active
XFMR-004524,FDR-0013,SUB-004,33.487629,-112.091499,10,ABC,24.9,480,34,Eaton,active
XFMR-004525,FDR-0013,SUB-004,33.487497,-112.091513,10,BC,24.9,240,4,GE,active
XFMR-004526,FDR-0013,SUB-004,33.487404,-112.091292,37.5,BC,24.9,208,29,Siemens,active
XFMR-004527,FDR-0013,SUB-004,33.487346,-112.091431,50,ABC,24.9,208,41,Prolec,active
XFMR-004528,FDR-0013,SUB-004,33.487194,-112.091466,75,ABC,24.9,120,35,Eaton,active
XFMR-004529,FDR-0013,SUB-004,33.48711,-112.091433,250,ABC,24.9,240,28,GE,active
XFMR-004530,FDR-0013,SUB-004,33.486966,-112.09146,250,C,24.9,240,24,GE,active
XFMR-004531,FDR-0013,SUB-004,33.486859,-112.09145,75,C,24.9,120,16,ABB,active
XFMR-004532,FDR-0013,SUB-004,33.486685,-112.091309,333,C,24.9,208,17,Prolec,active
XFMR-004533,FDR-0013,SUB-004,33.486595,-112.091282,10,ABC,24.9,208,33,Howard Industries,active
XFMR-004534,FDR-0013,SUB-004,33.486513,-112.091247,10,BC,24.9,240,42,GE,active
XFMR-004535,FDR-0013,SUB-004,33.486393,-112.091448,37.5,C,24.9,120,29,Siemens,active
XFMR-004536,FDR-0013,SUB-004,33.486241,-112.091285,333,AC,24.9,240,24,GE,active
XFMR-004537,FDR-0013,SUB-004,33.486096,-112.091511,250,ABC,24.9,240,43,Eaton,active
XFMR-004538,FDR-0013,SUB-004,33.486049,-112.091243,167,ABC,24.9,480,41,Siemens,active
XFMR-004539,FDR-0013,SUB-004,33.485881,-112.091492,75,C,24.9,120,9,Eaton,active
XFMR-004540,FDR-0013,SUB-004,33.485752,-112.091306,333,ABC,24.9,240,31,Howard Industries,active
XFMR-004541,FDR-0013,SUB-004,33.485624,-112.091317,10,AC,24.9,208,22,GE,active
XFMR-004542,FDR-0013,SUB-004,33.485532,-112.091293,333,AC,24.9,480,30,GE,active
XFMR-004543,FDR-0013,SUB-004,33.485471,-112.091434,100,AB,24.9,240,13,Prolec,active
XFMR-004544,FDR-0013,SUB-004,33.485348,-112.091242,15,B,24.9,208,24,Howard Industries,active
XFMR-004545,FDR-0013,SUB-004,33.485242,-112.091429,167,AB,24.9,480,17,Howard Industries,active
XFMR-004546,FDR-0013,SUB-004,33.485037,-112.091319,15,ABC,24.9,240,10,Siemens,active
XFMR-004547,FDR-0013,SUB-004,33.484967,-112.091273,37.5,ABC,24.9,120,19,GE,active
XFMR-004548,FDR-0013,SUB-004,33.484871,-112.09145,50,A,24.9,480,41,ABB,active
XFMR-004549,FDR-0013,SUB-004,33.484713,-112.091293,75,BC,24.9,240,19,GE,active
XFMR-004550,FDR-0013,SUB-004,33.484664,-112.091225,100,ABC,24.9,240,8,Siemens,active
XFMR-004551,FDR-0013,SUB-004,33.484546,-112.091423,37.5,C,24.9,480,45,Siemens,active
XFMR-004552,FDR-0013,SUB-004,33.484339,-112.091316,10,C,24.9,120,2,Howard Industries,active
XFMR-004553,FDR-0013,SUB-004,33.484288,-112.091249,37.5,A,24.9,480,6,GE,active
XFMR-004554,FDR-0013,SUB-004,33.484168,-112.091253,25,A,24.9,480,38,Eaton,active
XFMR-004555,FDR-0013,SUB-004,33.484038,-112.091463,333,AC,24.9,240,5,Prolec,active
XFMR-004556,FDR-0013,SUB-004,33.483869,-112.091317,500,AC,24.9,120,6,ABB,active
XFMR-004557,FDR-0013,SUB-004,33.483828,-112.09144,333,A,24.9,120,7,GE,active
XFMR-004558,FDR-0013,SUB-004,33.483649,-112.091502,100,C,24.9,120,3,Howard Industries,active
XFMR-004559,FDR-0013,SUB-004,33.483583,-112.09145,37.5,BC,24.9,480,16,Siemens,active
XFMR-004560,FDR-0013,SUB-004,33.483416,-112.091501,500,AC,24.9,240,35,Howard Industries,active
XFMR-004561,FDR-0013,SUB-004,33.483333,-112.091467,250,BC,24.9,240,34,GE,active
XFMR-004562,FDR-0013,SUB-004,33.483258,-112.091425,100,ABC,24.9,480,28,Siemens,active
XFMR-004563,FDR-0013,SUB-004,33.483135,-112.091431,10,BC,24.9,240,20,Howard Industries,active
XFMR-004564,FDR-0013,SUB-004,33.482948,-112.0915,100,AB,24.9,208,31,GE,active
XFMR-004565,FDR-0013,SUB-004,33.482894,-112.091239,50,ABC,24.9,120,17,Siemens,active
XFMR-004566,FDR-0013,SUB-004,33.482715,-112.0915,167,BC,24.9,480,27,Eaton,active
XFMR-004567,FDR-0013,SUB-004,33.482657,-112.091243,250,A,24.9,480,29,GE,active
XFMR-004568,FDR-0013,SUB-004,33.482519,-112.091264,100,BC,24.9,480,43,ABB,active
XFMR-004569,FDR-0013,SUB-004,33.48244,-112.091226,333,B,24.9,208,16,ABB,active
XFMR-004570,FDR-0013,SUB-004,33.482261,-112.091288,100,C,24.9,240,13,Howard Industries,active
XFMR-004571,FDR-0013,SUB-004,33.482205,-112.091227,333,ABC,24.9,120,36,Howard Industries,active
XFMR-004572,FDR-0013,SUB-004,33.482021,-112.091294,100,AB,24.9,120,8,Prolec,active
XFMR-004573,FDR-0013,SUB-004,33.481895,-112.091501,333,ABC,24.9,240,16,Prolec,active
XFMR-004574,FDR-0013,SUB-004,33.481823,-112.091456,50,AB,24.9,480,9,Eaton,active
XFMR-004575,FDR-0013,SUB-004,33.481666,-112.091496,37.5,AB,24.9,208,4,Siemens,active
XFMR-004576,FDR-0013,SUB-004,33.481532,-112.091315,167,C,24.9,208,32,Howard Industries,active
XFMR-004577,FDR-0013,SUB-004,33.481502,-112.091228,75,BC,24.9,480,44,GE,active
XFMR-004578,FDR-0013,SUB-004,33.481337,-112.091276,500,ABC,24.9,208,30,Howard Industries,active
XFMR-004579,FDR-0013,SUB-004,33.481243,-112.091451,75,C,24.9,120,9,Siemens,active
XFMR-004580,FDR-0013,SUB-004,33.481106,-112.091273,50,AC,24.9,208,39,GE,active
XFMR-004581,FDR-0013,SUB-004,33.480983,-112.091478,25,AB,24.9,120,24,Siemens,active
XFMR-004582,FDR-0013,SUB-004,33.48092,-112.091225,37.5,C,24.9,208,12,ABB,active
XFMR-004583,FDR-0013,SUB-004,33.480722,-112.091306,167,C,24.9,480,7,GE,active
XFMR-004584,FDR-0013,SUB-004,33.480615,-112.091494,500,BC,24.9,120,37,Howard Industries,active
XFMR-004585,FDR-0013,SUB-004,33.480568,-112.091425,75,AB,24.9,208,41,ABB,active
XFMR-004586,FDR-0013,SUB-004,33.480388,-112.091289,10,BC,24.9,120,41,GE,active
XFMR-004587,FDR-0013,SUB-004,33.480331,-112.091428,333,BC,24.9,480,28,Siemens,active
XFMR-004588,FDR-0013,SUB-004,33.480143,-112.091301,500,BC,24.9,120,18,Eaton,active
XFMR-004589,FDR-0013,SUB-004,33.48006,-112.091464,100,A,24.9,120,32,ABB,active
XFMR-004590,FDR-0013,SUB-004,33.479904,-112.091504,250,C,24.9,208,30,Prolec,active
XFMR-004591,FDR-0013,SUB-004,33.479863,-112.091229,75,BC,24.9,120,22,Eaton,active
XFMR-004592,FDR-0013,SUB-004,33.479725,-112.091251,333,BC,24.9,480,7,ABB,active
XFMR-004593,FDR-0013,SUB-004,33.479559,-112.091497,10,C,24.9,120,41,Siemens,active
XFMR-004594,FDR-0013,SUB-004,33.47951,-112.091231,15,B,24.9,120,28,ABB,failed
XFMR-004595,FDR-0013,SUB-004,33.479379,-112.091444,15,AB,24.9,480,19,GE,active
XFMR-004596,FDR-0013,SUB-004,33.479207,-112.091301,15,C,24.9,480,16,Eaton,active
XFMR-004597,FDR-0013,SUB-004,33.479094,-112.091494,167,C,24.9,240,6,Eaton,active
XFMR-004598,FDR-0013,SUB-004,33.478994,-112.09128,10,B,24.9,240,13,Siemens,active
XFMR-004599,FDR-0013,SUB-004,33.478877,-112.09128,75,BC,24.9,120,27,Eaton,active
XFMR-004600,FDR-0013,SUB-004,33.478751,-112.091288,25,AB,24.9,480,9,ABB,active
XFMR-004601,FDR-0013,SUB-004,33.478642,-112.09128,10,B,24.9,480,21,ABB,failed
XFMR-004602,FDR-0013,SUB-004,33.478574,-112.091232,500,AB,24.9,480,3,Siemens,active
XFMR-004603,FDR-0013,SUB-004,33.4784,-112.091487,15,B,24.9,120,45,Howard Industries,active
XFMR-004604,FDR-0013,SUB-004,33.478289,-112.091481,25,B,24.9,208,13,Howard Industries,active
XFMR-004605,FDR-0013,SUB-004,33.47821,-112.091443,10,AC,24.9,208,18,Howard Industries,active
XFMR-004606,FDR-0013,SUB-004,33.478075,-112.091263,15,ABC,24.9,480,22,Siemens,active
XFMR-004607,FDR-0013,SUB-004,33.477989,-112.091231,37.5,B,24.9,120,34,Eaton,active
XFMR-004608,FDR-0013,SUB-004,33.47781,-112.091294,500,C,24.9,480,34,GE,active
XFMR-004609,FDR-0013,SUB-004,33.477734,-112.091451,333,A,24.9,240,3,GE,active
XFMR-004610,FDR-0013,SUB-004,33.477626,-112.091442,75,AC,24.9,208,35,Howard Industries,active
XFMR-004611,FDR-0013,SUB-004,33.477463,-112.091487,333,B,24.9,240,19,Siemens,active
XFMR-004612,FDR-0013,SUB-004,33.477387,-112.091447,100,B,24.9,240,1,GE,active
XFMR-004613,FDR-0013,SUB-004,33.477275,-112.091244,37.5,AB,24.9,120,1,Howard Industries,active
XFMR-004614,FDR-0013,SUB-004,33.477171,-112.091429,100,ABC,24.9,208,15,Siemens,active
XFMR-004615,FDR-0013,SUB-004,33.476967,-112.091516,15,ABC,24.9,480,1,Prolec,active
XFMR-004616,FDR-0013,SUB-004,33.476853,-112.091513,75,AC,24.9,240,36,Prolec,active
XFMR-004617,FDR-0013,SUB-004,33.476752,-112.091497,500,ABC,24.9,480,6,Siemens,active
XFMR-004618,FDR-0013,SUB-004,33.476698,-112.091236,100,BC,24.9,120,30,Siemens,active
XFMR-004619,FDR-0013,SUB-004,33.476534,-112.091284,333,A,24.9,480,16,Prolec,active
XFMR-004620,FDR-0013,SUB-004,33.476403,-112.091495,10,AC,24.9,208,24,Howard Industries,active
XFMR-004621,FDR-0013,SUB-004,33.4763,-112.091481,37.5,AC,24.9,120,32,Howard Industries,active
XFMR-004622,FDR-0013,SUB-004,33.476234,-112.091232,500,AB,24.9,120,34,Howard Industries,active
XFMR-004623,FDR-0013,SUB-004,33.476054,-112.091295,10,AB,24.9,208,41,GE,active
XFMR-004624,FDR-0013,SUB-004,33.475998,-112.091432,75,BC,24.9,240,24,Siemens,active
XFMR-004625,FDR-0013,SUB-004,33.475844,-112.091271,75,A,24.9,208,26,Eaton,active
XFMR-004626,FDR-0013,SUB-004,33.475724,-112.091274,100,B,24.9,240,29,ABB,active
XFMR-004627,FDR-0013,SUB-004,33.475642,-112.091239,10,ABC,24.9,240,41,Prolec,active
XFMR-004628,FDR-0013,SUB-004,33.475517,-112.091445,15,BC,24.9,480,33,ABB,active
XFMR-004629,FDR-0013,SUB-004,33.475329,-112.091516,100,ABC,24.9,120,38,Prolec,active
XFMR-004630,FDR-0013,SUB-004,33.475237,-112.091491,250,A,24.9,480,4,ABB,active
XFMR-004631,FDR-0013,SUB-004,33.475192,-112.091222,100,AC,24.9,240,34,ABB,active
XFMR-004632,FDR-0013,SUB-004,33.47506,-112.091237,167,ABC,24.9,480,32,ABB,active
XFMR-004633,FDR-0013,SUB-004,33.474926,-112.091254,25,AC,24.9,480,33,Eaton,active
XFMR-004634,FDR-0013,SUB-004,33.474751,-112.091311,100,AC,24.9,480,20,Siemens,active
XFMR-004635,FDR-0013,SUB-004,33.474674,-112.09147,500,C,24.9,208,25,Prolec,active
XFMR-004636,FDR-0013,SUB-004,33.474576,-112.09145,25,A,24.9,208,8,Eaton,active
XFMR-004637,FDR-0013,SUB-004,33.474415,-112.091297,50,AC,24.9,240,23,ABB,active
XFMR-004638,FDR-0013,SUB-004,33.474309,-112.091285,167,AC,24.9,208,34,Siemens,active
XFMR-004639,FDR-0013,SUB-004,33.474175,-112.0915,250,B,24.9,120,32,Prolec,active
XFMR-004640,FDR-0013,SUB-004,33.474091,-112.09127,167,AB,24.9,240,24,Howard Industries,active
XFMR-004641,FDR-0013,SUB-004,33.473989,-112.091254,500,BC,24.9,208,14,Howard Industries,active
XFMR-004642,FDR-0013,SUB-004,33.473844,-112.091282,15,B,24.9,208,10,ABB,active
XFMR-004643,FDR-0013,SUB-004,33.47375,-112.091458,100,C,24.9,480,41,Howard Industries,active
XFMR-004644,FDR-0013,SUB-004,33.47361,-112.091283,15,BC,24.9,120,37,Siemens,active
XFMR-004645,FDR-0013,SUB-004,33.473512,-112.091461,75,B,24.9,120,14,Prolec,active
XFMR-004646,FDR-0013,SUB-004,33.473414,-112.091245,250,B,24.9,120,21,Prolec,active
XFMR-004647,FDR-0013,SUB-004,33.473234,-112.091308,75,B,24.9,240,22,GE,active
XFMR-004648,FDR-0013,SUB-004,33.473173,-112.09145,25,BC,24.9,208,36,Siemens,active
XFMR-004649,FDR-0013,SUB-004,33.473037,-112.091469,25,BC,24.9,240,26,Howard Industries,active
XFMR-004650,FDR-0013,SUB-004,33.472929,-112.091262,75,A,24.9,480,15,Howard Industries,active
XFMR-004651,FDR-0013,SUB-004,33.472833,-112.091439,333,B,24.9,120,29,Prolec,active
XFMR-004652,FDR-0013,SUB-004,33.472679,-112.091476,37.5,BC,24.9,208,44,Prolec,active
XFMR-004653,FDR-0013,SUB-004,33.472563,-112.091475,75,C,24.9,480,45,Prolec,active
XFMR-004654,FDR-0013,SUB-004,33.47245,-112.091471,167,C,24.9,240,5,Eaton,active
XFMR-004655,FDR-0013,SUB-004,33.472306,-112.0913,37.5,C,24.9,240,33,Prolec,active
XFMR-004656,FDR-0013,SUB-004,33.472237,-112.091252,75,A,24.9,240,30,Eaton,active
XFMR-004657,FDR-0013,SUB-004,33.472078,-112.091492,37.5,AB,24.9,208,29,Prolec,active
XFMR-004658,FDR-0013,SUB-004,33.471976,-112.091279,37.5,B,24.9,120,27,Howard Industries,active
XFMR-004659,FDR-0013,SUB-004,33.4719,-112.091238,10,ABC,24.9,208,21,ABB,active
XFMR-004660,FDR-0013,SUB-004,33.471776,-112.091443,333,AC,24.9,208,18,ABB,active
XFMR-004661,FDR-0013,SUB-004,33.471655,-112.091447,50,B,24.9,480,38,Siemens,active
XFMR-004662,FDR-0013,SUB-004,33.471485,-112.091302,333,B,24.9,120,1,ABB,active
XFMR-004663,FDR-0013,SUB-004,33.471429,-112.091241,333,BC,24.9,120,14,Eaton,active
XFMR-004664,FDR-0013,SUB-004,33.471318,-112.091433,75,AB,24.9,208,14,Howard Industries,active
XFMR-004665,FDR-0013,SUB-004,33.471165,-112.091469,15,A,24.9,208,32,ABB,active
XFMR-004666,FDR-0013,SUB-004,33.471028,-112.091291,100,A,24.9,120,27,GE,active
XFMR-004667,FDR-0013,SUB-004,33.470969,-112.091431,100,B,24.9,208,22,GE,active
XFMR-004668,FDR-0013,SUB-004,33.470863,-112.09142,25,A,24.9,240,22,Prolec,active
XFMR-004669,FDR-0013,SUB-004,33.470686,-112.09148,25,AC,24.9,240,37,GE,failed
XFMR-004670,FDR-0013,SUB-004,33.470614,-112.091435,167,B,24.9,208,15,GE,active
XFMR-004671,FDR-0013,SUB-004,33.470505,-112.09123,50,AB,24.9,120,43,ABB,active
XFMR-004672,FDR-0013,SUB-004,33.470376,-112.091439,333,BC,24.9,120,4,Siemens,active
XFMR-004673,FDR-0013,SUB-004,33.470257,-112.091442,100,B,24.9,208,9,ABB,active
XFMR-004674,FDR-0013,SUB-004,33.470139,-112.091443,25,A,24.9,240,11,GE,active
XFMR-004675,FDR-0013,SUB-004,33.469994,-112.091272,15,AB,24.9,120,39,GE,active
XFMR-004676,FDR-0013,SUB-004,33.469895,-112.091453,250,AC,24.9,208,18,ABB,active
XFMR-004677,FDR-0013,SUB-004,33.469779,-112.091254,100,C,24.9,120,9,Howard Industries,active
XFMR-004678,FDR-0013,SUB-004,33.469688,-112.091425,75,AB,24.9,208,36,ABB,active
XFMR-004679,FDR-0013,SUB-004,33.469539,-112.09126,167,BC,24.9,240,37,ABB,active
XFMR-004680,FDR-0013,SUB-004,33.469378,-112.091303,333,B,24.9,240,6,Howard Industries,active
XFMR-004681,FDR-0013,SUB-004,33.469308,-112.091455,500,C,24.9,240,37,Howard Industries,active
XFMR-004682,FDR-0013,SUB-004,33.469154,-112.091492,50,A,24.9,208,1,ABB,active
XFMR-004683,FDR-0013,SUB-004,33.469061,-112.09127,100,BC,24.9,240,38,ABB,active
XFMR-004684,FDR-0013,SUB-004,33.468909,-112.091304,25,A,24.9,120,11,Prolec,active
XFMR-004685,FDR-0013,SUB-004,33.468821,-112.091474,25,A,24.9,208,45,GE,active
XFMR-004686,FDR-0013,SUB-004,33.468757,-112.091223,100,C,24.9,208,35,ABB,active
XFMR-004687,FDR-0013,SUB-004,33.468556,-112.091504,333,A,24.9,240,43,Siemens,active
XFMR-004688,FDR-0013,SUB-004,33.468491,-112.091452,100,C,24.9,208,45,Prolec,active
XFMR-004689,FDR-0013,SUB-004,33.468407,-112.091221,37.5,ABC,24.9,240,8,Howard Industries,active
XFMR-004690,FDR-0013,SUB-004,33.46828,-112.09143,37.5,A,24.9,208,9,Eaton,active
XFMR-004691,FDR-0013,SUB-004,33.468114,-112.091479,37.5,C,24.9,240,35,GE,active
