battery_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kwh,power_kw,chemistry,install_date,manufacturer,status
BATT-001030,CUST-0033206,XFMR-005070,FDR-0019,SUB-005,33.473379,-112.00462,313.8,128.8,LFP,2020-11-01,SunPower,active
BATT-001031,CUST-0033321,XFMR-005089,FDR-0019,SUB-005,33.469061,-112.004236,9.2,4.4,lithium-ion,2021-11-01,SunPower,active
BATT-001032,CUST-0033337,XFMR-005093,FDR-0019,SUB-005,33.468658,-112.004722,17.2,8.2,NMC,2022-04-01,BYD,active
BATT-001033,CUST-0033365,XFMR-005097,FDR-0019,SUB-005,33.46713,-112.004598,14.6,5.2,LFP,2023-09-01,Tesla,active
BATT-001034,CUST-0033377,XFMR-005100,FDR-0019,SUB-005,33.466469,-112.00461,13.3,6.3,lithium-ion,2021-08-01,BYD,active
BATT-001035,CUST-0033378,XFMR-005100,FDR-0019,SUB-005,33.467105,-112.00416,10.1,3.6,NMC,2020-10-01,Generac,active
BATT-001036,CUST-0033392,XFMR-005103,FDR-0019,SUB-005,33.466123,-112.00427,10.4,4.9,NMC,2020-07-01,Tesla,active
BATT-001037,CUST-0033463,XFMR-005115,FDR-0019,SUB-005,33.463764,-112.004095,13.5,6.7,NMC,2022-02-01,SolarEdge,active
BATT-001038,CUST-0033496,XFMR-005123,FDR-0019,SUB-005,33.461503,-112.004378,16.5,6.5,NMC,2021-06-01,SolarEdge,active
BATT-001039,CUST-0033511,XFMR-005125,FDR-0019,SUB-005,33.461476,-112.004825,20.0,9.9,LFP,2020-02-01,Enphase,active
BATT-001040,CUST-0033621,XFMR-005139,FDR-0019,SUB-005,33.458243,-112.004384,9.0,3.0,NMC,2023-03-01,SunPower,active
BATT-001041,CUST-0033623,XFMR-005139,FDR-0019,SUB-005,33.458399,-112.004201,17.3,6.8,LFP,2024-12-01,Tesla,active
BATT-001042,CUST-0033653,XFMR-005143,FDR-0019,SUB-005,33.457659,-112.004959,137.7,66.6,LFP,2020-10-01,Tesla,active
BATT-001043,CUST-0033670,XFMR-005144,FDR-0019,SUB-005,33.456991,-112.004544,13.9,5.2,NMC,2024-11-01,SolarEdge,active
BATT-001044,CUST-0033757,XFMR-005155,FDR-0019,SUB-005,33.454894,-112.004626,12.3,5.0,NMC,2020-04-01,SolarEdge,active
BATT-001045,CUST-0033777,XFMR-005157,FDR-0019,SUB-005,33.454481,-112.004438,14.6,4.7,lithium-ion,2024-09-01,BYD,active
BATT-001046,CUST-0033787,XFMR-005162,FDR-0019,SUB-005,33.453008,-112.004641,10.0,4.9,LFP,2021-09-01,Tesla,active
BATT-001047,CUST-0033800,XFMR-005164,FDR-0019,SUB-005,33.452798,-112.004203,15.0,5.2,lithium-ion,2020-01-01,SolarEdge,active
BATT-001048,CUST-0033807,XFMR-005165,FDR-0019,SUB-005,33.452863,-112.004383,14.8,6.2,NMC,2020-08-01,Generac,active
BATT-001049,CUST-0033815,XFMR-005166,FDR-0019,SUB-005,33.45264,-112.00474,13.7,4.9,NMC,2022-12-01,SolarEdge,active
BATT-001050,CUST-0033823,XFMR-005167,FDR-0019,SUB-005,33.452211,-112.00441,15.5,7.4,NMC,2020-01-01,BYD,active
BATT-001051,CUST-0033963,XFMR-005187,FDR-0019,SUB-005,33.447639,-112.004674,10.9,3.8,lithium-ion,2021-11-01,Enphase,active
BATT-001052,CUST-0033964,XFMR-005187,FDR-0019,SUB-005,33.448167,-112.004567,13.5,4.7,lithium-ion,2023-03-01,BYD,active
BATT-001053,CUST-0033971,XFMR-005188,FDR-0019,SUB-005,33.447858,-112.004926,10.1,5.0,lithium-ion,2024-06-01,SunPower,active
BATT-001054,CUST-0033982,XFMR-005189,FDR-0019,SUB-005,33.447623,-112.004744,200.0,90.4,NMC,2022-02-01,SunPower,active
BATT-001055,CUST-0034041,XFMR-005198,FDR-0019,SUB-005,33.445546,-112.004133,10.5,4.9,lithium-ion,2020-06-01,SolarEdge,active
BATT-001056,CUST-0034050,XFMR-005199,FDR-0019,SUB-005,33.444753,-112.004729,317.7,110.3,lithium-ion,2022-11-01,SunPower,active
BATT-001057,CUST-0034084,XFMR-005203,FDR-0019,SUB-005,33.444226,-112.00479,19.6,6.9,lithium-ion,2021-12-01,Enphase,active
BATT-001058,CUST-0034130,XFMR-005210,FDR-0019,SUB-005,33.442574,-112.004764,20.4,8.3,NMC,2020-08-01,Tesla,active
BATT-001059,CUST-0034240,XFMR-005229,FDR-0019,SUB-005,33.438294,-112.004235,20.0,10.0,LFP,2024-01-01,BYD,active
BATT-001060,CUST-0034259,XFMR-005233,FDR-0019,SUB-005,33.437572,-112.004508,21.3,9.1,lithium-ion,2024-07-01,BYD,active
BATT-001061,CUST-0034281,XFMR-005236,FDR-0019,SUB-005,33.437079,-112.004827,12.7,3.9,lithium-ion,2024-08-01,Generac,active
BATT-001062,CUST-0034294,XFMR-005237,FDR-0019,SUB-005,33.437209,-112.004819,14.3,6.3,NMC,2020-12-01,SolarEdge,active
BATT-001063,CUST-0034336,XFMR-005246,FDR-0019,SUB-005,33.435217,-112.004904,21.8,7.7,LFP,2022-02-01,SunPower,active
BATT-001064,CUST-0034353,XFMR-005248,FDR-0019,SUB-005,33.434473,-112.004881,15.1,7.1,LFP,2021-11-01,SunPower,active
BATT-001065,CUST-0034374,XFMR-005252,FDR-0019,SUB-005,33.433975,-112.004638,14.2,4.8,NMC,2020-06-01,SolarEdge,inactive
BATT-001066,CUST-0034399,XFMR-005255,FDR-0019,SUB-005,33.432941,-112.004025,14.0,5.1,LFP,2023-02-01,SunPower,active
BATT-001067,CUST-0034402,XFMR-005256,FDR-0019,SUB-005,33.432505,-112.004752,127.0,53.2,LFP,2020-02-01,BYD,active
BATT-001068,CUST-0034418,XFMR-005258,FDR-0019,SUB-005,33.432129,-112.004719,14.9,7.1,lithium-ion,2020-06-01,Generac,active
BATT-001069,CUST-0034482,XFMR-005268,FDR-0019,SUB-005,33.430509,-112.004959,392.1,142.8,lithium-ion,2020-11-01,SolarEdge,inactive
BATT-001070,CUST-0034520,XFMR-005278,FDR-0019,SUB-005,33.427638,-112.004798,14.8,4.6,LFP,2021-04-01,SunPower,active
BATT-001071,CUST-0034655,XFMR-005299,FDR-0019,SUB-005,33.423821,-112.004052,348.8,112.0,NMC,2022-04-01,SunPower,active
BATT-001072,CUST-0034670,XFMR-005301,FDR-0019,SUB-005,33.422727,-112.004105,15.1,5.8,NMC,2024-07-01,Generac,active
BATT-001073,CUST-0034756,XFMR-005313,FDR-0019,SUB-005,33.42043,-112.004814,15.4,5.9,LFP,2020-12-01,SolarEdge,active
BATT-001074,CUST-0034797,XFMR-005319,FDR-0019,SUB-005,33.419512,-112.004344,367.2,170.6,lithium-ion,2024-09-01,SunPower,active
BATT-001075,CUST-0034848,XFMR-005327,FDR-0019,SUB-005,33.417684,-112.004271,14.1,5.3,lithium-ion,2024-12-01,Generac,active
BATT-001076,CUST-0034855,XFMR-005328,FDR-0019,SUB-005,33.416865,-112.004951,14.5,4.7,lithium-ion,2020-11-01,BYD,active
BATT-001077,CUST-0034937,XFMR-005341,FDR-0019,SUB-005,33.41466,-112.004358,65.6,28.3,lithium-ion,2021-10-01,Enphase,active
BATT-001078,CUST-0034944,XFMR-005342,FDR-0019,SUB-005,33.41369,-112.004995,20.6,9.2,NMC,2022-07-01,BYD,active
BATT-001079,CUST-0034958,XFMR-005345,FDR-0019,SUB-005,33.4136,-112.004868,21.5,9.7,LFP,2024-01-01,BYD,active
BATT-001080,CUST-0034960,XFMR-005345,FDR-0019,SUB-005,33.413375,-112.004259,97.1,35.4,lithium-ion,2020-10-01,SunPower,active
BATT-001081,CUST-0035002,XFMR-005352,FDR-0019,SUB-005,33.412182,-112.004821,10.5,5.0,lithium-ion,2021-11-01,Generac,active
BATT-001082,CUST-0035020,XFMR-005355,FDR-0019,SUB-005,33.411546,-112.004362,13.8,6.8,lithium-ion,2021-10-01,Generac,active
BATT-001083,CUST-0035037,XFMR-005359,FDR-0019,SUB-005,33.40999,-112.004974,268.2,99.5,NMC,2023-12-01,BYD,active
BATT-001084,CUST-0035078,XFMR-005363,FDR-0019,SUB-005,33.409341,-112.004839,20.4,9.5,NMC,2024-08-01,BYD,active
BATT-001085,CUST-0035183,XFMR-005380,FDR-0019,SUB-005,33.406255,-112.004221,14.5,5.2,NMC,2022-08-01,Generac,active
BATT-001086,CUST-0035204,XFMR-005383,FDR-0019,SUB-005,33.405084,-112.004264,136.5,54.5,LFP,2022-02-01,SolarEdge,active
BATT-001087,CUST-0035289,XFMR-005393,FDR-0019,SUB-005,33.402756,-112.00422,14.0,4.3,NMC,2020-01-01,SolarEdge,active
BATT-001088,CUST-0035424,XFMR-005414,FDR-0019,SUB-005,33.398797,-112.00478,14.1,5.6,lithium-ion,2021-09-01,Tesla,active
BATT-001089,CUST-0035432,XFMR-005415,FDR-0019,SUB-005,33.398214,-112.004312,12.6,4.6,LFP,2022-09-01,SunPower,active
BATT-001090,CUST-0035433,XFMR-005415,FDR-0019,SUB-005,33.398042,-112.00495,18.2,8.4,lithium-ion,2021-07-01,Enphase,active
BATT-001091,CUST-0035434,XFMR-005415,FDR-0019,SUB-005,33.397778,-112.004309,153.2,40.5,lithium-ion,2020-12-01,Tesla,active
BATT-001092,CUST-0035461,XFMR-005418,FDR-0019,SUB-005,33.397669,-112.004926,212.9,83.9,lithium-ion,2020-06-01,Enphase,active
BATT-001093,CUST-0035632,XFMR-005447,FDR-0019,SUB-005,33.39167,-112.004448,18.2,7.1,NMC,2021-03-01,SunPower,active
BATT-001094,CUST-0035636,XFMR-005448,FDR-0019,SUB-005,33.391109,-112.004116,9.3,4.6,NMC,2024-10-01,SolarEdge,active
BATT-001095,CUST-0035651,XFMR-005450,FDR-0019,SUB-005,33.390714,-112.004872,20.7,8.2,NMC,2020-06-01,Generac,active
BATT-001096,CUST-0035678,XFMR-005456,FDR-0019,SUB-005,33.389323,-112.00484,15.2,6.9,NMC,2023-07-01,SolarEdge,active
BATT-001097,CUST-0035753,XFMR-005467,FDR-0019,SUB-005,33.387135,-112.004809,9.1,3.5,lithium-ion,2022-06-01,SunPower,active
BATT-001098,CUST-0035777,XFMR-005472,FDR-0019,SUB-005,33.3857,-112.004854,10.8,5.1,NMC,2021-02-01,SunPower,active
BATT-001099,CUST-0035823,XFMR-005479,FDR-0019,SUB-005,33.38443,-112.004106,9.7,3.1,NMC,2020-06-01,Generac,active
BATT-001100,CUST-0035900,XFMR-005491,FDR-0019,SUB-005,33.381421,-112.004375,9.3,3.9,LFP,2024-06-01,Tesla,active
BATT-001101,CUST-0035921,XFMR-005495,FDR-0019,SUB-005,33.380475,-112.004868,50.4,21.8,NMC,2022-08-01,BYD,active
BATT-001102,CUST-0035934,XFMR-005497,FDR-0019,SUB-005,33.38045,-112.004372,12.4,4.1,LFP,2023-02-01,Generac,active
BATT-001103,CUST-0036046,XFMR-005517,FDR-0020,SUB-006,33.557283,-112.152423,449.1,131.3,lithium-ion,2023-12-01,Generac,active
BATT-001104,CUST-0036061,XFMR-005519,FDR-0020,SUB-006,33.55721,-112.150426,14.8,5.2,lithium-ion,2021-10-01,Enphase,active
BATT-001105,CUST-0036165,XFMR-005534,FDR-0020,SUB-006,33.557421,-112.141939,29.3,10.4,LFP,2022-12-01,BYD,active
BATT-001106,CUST-0036173,XFMR-005535,FDR-0020,SUB-006,33.55737,-112.141243,20.2,6.7,LFP,2020-10-01,BYD,active
BATT-001107,CUST-0036176,XFMR-005535,FDR-0020,SUB-006,33.556799,-112.141151,15.2,5.5,LFP,2021-02-01,Tesla,active
BATT-001108,CUST-0036187,XFMR-005536,FDR-0020,SUB-006,33.557274,-112.139908,17.3,7.6,LFP,2023-04-01,Enphase,active
BATT-001109,CUST-0036202,XFMR-005538,FDR-0020,SUB-006,33.556758,-112.139463,131.1,34.5,NMC,2020-08-01,BYD,active
BATT-001110,CUST-0036220,XFMR-005540,FDR-0020,SUB-006,33.557183,-112.137581,17.0,6.0,NMC,2020-01-01,BYD,active
BATT-001111,CUST-0036270,XFMR-005546,FDR-0020,SUB-006,33.556771,-112.134106,10.0,3.5,LFP,2024-08-01,Enphase,active
BATT-001112,CUST-0036294,XFMR-005550,FDR-0020,SUB-006,33.556796,-112.131988,10.0,4.3,NMC,2024-08-01,Tesla,active
BATT-001113,CUST-0036298,XFMR-005551,FDR-0020,SUB-006,33.556728,-112.131207,15.8,5.0,NMC,2023-09-01,Generac,active
BATT-001114,CUST-0036360,XFMR-005562,FDR-0020,SUB-006,33.557041,-112.124194,9.9,4.4,LFP,2020-12-01,SolarEdge,active
BATT-001115,CUST-0036368,XFMR-005562,FDR-0020,SUB-006,33.557328,-112.123698,16.7,7.3,NMC,2021-02-01,Tesla,active
BATT-001116,CUST-0036440,XFMR-005574,FDR-0020,SUB-006,33.556878,-112.116762,17.2,5.8,lithium-ion,2022-11-01,Enphase,active
BATT-001117,CUST-0036450,XFMR-005577,FDR-0020,SUB-006,33.557286,-112.11447,9.2,3.9,LFP,2021-09-01,SunPower,active
BATT-001118,CUST-0036498,XFMR-005585,FDR-0020,SUB-006,33.55669,-112.10981,15.5,5.7,LFP,2024-07-01,Generac,active
BATT-001119,CUST-0036533,XFMR-005592,FDR-0020,SUB-006,33.557218,-112.105338,311.4,109.0,LFP,2021-03-01,BYD,active
BATT-001120,CUST-0036537,XFMR-005592,FDR-0020,SUB-006,33.557129,-112.10593,467.0,167.1,NMC,2021-06-01,SunPower,active
BATT-001121,CUST-0036543,XFMR-005593,FDR-0020,SUB-006,33.556856,-112.105062,21.8,9.8,lithium-ion,2022-07-01,SunPower,active
BATT-001122,CUST-0036732,XFMR-005623,FDR-0020,SUB-006,33.556706,-112.086215,20.7,6.5,NMC,2020-04-01,Generac,active
BATT-001123,CUST-0036736,XFMR-005623,FDR-0020,SUB-006,33.557092,-112.085857,13.4,6.4,lithium-ion,2021-03-01,SolarEdge,active
BATT-001124,CUST-0036745,XFMR-005625,FDR-0020,SUB-006,33.557339,-112.084779,10.0,4.8,LFP,2022-11-01,Enphase,active
BATT-001125,CUST-0036746,XFMR-005625,FDR-0020,SUB-006,33.557293,-112.084659,14.8,5.5,NMC,2021-03-01,Tesla,active
BATT-001126,CUST-0036776,XFMR-005629,FDR-0020,SUB-006,33.557296,-112.082829,272.8,95.2,lithium-ion,2021-11-01,Generac,active
BATT-001127,CUST-0036788,XFMR-005631,FDR-0020,SUB-006,33.557294,-112.080815,12.8,6.0,LFP,2020-02-01,Tesla,active
BATT-001128,CUST-0036831,XFMR-005638,FDR-0021,SUB-006,33.556947,-112.161048,17.3,8.5,NMC,2021-12-01,SolarEdge,active
BATT-001129,CUST-0036902,XFMR-005648,FDR-0021,SUB-006,33.555428,-112.160398,15.7,6.7,LFP,2021-08-01,Tesla,active
BATT-001130,CUST-0036914,XFMR-005649,FDR-0021,SUB-006,33.555936,-112.161163,14.7,7.1,LFP,2022-11-01,Tesla,active
BATT-001131,CUST-0036962,XFMR-005657,FDR-0021,SUB-006,33.554782,-112.160749,14.6,6.4,LFP,2023-06-01,Tesla,active
BATT-001132,CUST-0036964,XFMR-005658,FDR-0021,SUB-006,33.554257,-112.160871,9.1,3.2,lithium-ion,2021-01-01,SunPower,active
BATT-001133,CUST-0036985,XFMR-005660,FDR-0021,SUB-006,33.554221,-112.160681,69.1,32.9,NMC,2022-08-01,Generac,active
BATT-001134,CUST-0037009,XFMR-005664,FDR-0021,SUB-006,33.553666,-112.160584,13.9,6.9,LFP,2022-07-01,BYD,active
BATT-001135,CUST-0037035,XFMR-005667,FDR-0021,SUB-006,33.553671,-112.160571,15.2,6.4,lithium-ion,2020-09-01,BYD,active
BATT-001136,CUST-0037094,XFMR-005675,FDR-0021,SUB-006,33.552868,-112.160565,57.5,22.1,NMC,2021-10-01,SunPower,active
BATT-001137,CUST-0037143,XFMR-005682,FDR-0021,SUB-006,33.552057,-112.161332,20.4,7.6,lithium-ion,2021-04-01,Tesla,active
BATT-001138,CUST-0037195,XFMR-005690,FDR-0021,SUB-006,33.551091,-112.160652,223.4,104.1,lithium-ion,2022-01-01,Generac,inactive
BATT-001139,CUST-0037225,XFMR-005694,FDR-0021,SUB-006,33.550128,-112.160588,146.5,57.8,lithium-ion,2024-03-01,Enphase,active
BATT-001140,CUST-0037239,XFMR-005696,FDR-0021,SUB-006,33.550572,-112.160411,150.0,60.6,lithium-ion,2024-05-01,Generac,active
BATT-001141,CUST-0037268,XFMR-005698,FDR-0021,SUB-006,33.549838,-112.161134,237.9,96.1,NMC,2023-03-01,BYD,active
BATT-001142,CUST-0037309,XFMR-005705,FDR-0021,SUB-006,33.5496,-112.160813,17.2,5.7,lithium-ion,2022-03-01,Generac,active
BATT-001143,CUST-0037327,XFMR-005709,FDR-0021,SUB-006,33.548983,-112.160646,13.0,3.9,LFP,2024-07-01,Enphase,active
BATT-001144,CUST-0037346,XFMR-005711,FDR-0021,SUB-006,33.54864,-112.160501,9.6,4.1,lithium-ion,2020-10-01,Enphase,active
BATT-001145,CUST-0037390,XFMR-005718,FDR-0021,SUB-006,33.548163,-112.160622,16.4,7.0,NMC,2020-02-01,Enphase,active
BATT-001146,CUST-0037414,XFMR-005721,FDR-0021,SUB-006,33.547055,-112.160932,13.3,4.0,lithium-ion,2022-04-01,SunPower,active
BATT-001147,CUST-0037423,XFMR-005723,FDR-0021,SUB-006,33.547037,-112.16134,15.9,7.3,lithium-ion,2021-11-01,Generac,active
BATT-001148,CUST-0037445,XFMR-005725,FDR-0021,SUB-006,33.546842,-112.160925,9.1,3.8,lithium-ion,2021-10-01,Enphase,active
BATT-001149,CUST-0037451,XFMR-005726,FDR-0021,SUB-006,33.54644,-112.160948,18.9,6.1,NMC,2021-04-01,Tesla,active
BATT-001150,CUST-0037467,XFMR-005729,FDR-0021,SUB-006,33.546354,-112.16054,9.4,4.4,lithium-ion,2024-12-01,Enphase,active
BATT-001151,CUST-0037486,XFMR-005732,FDR-0021,SUB-006,33.546017,-112.161109,10.8,3.8,lithium-ion,2022-02-01,BYD,active
BATT-001152,CUST-0037516,XFMR-005734,FDR-0021,SUB-006,33.546283,-112.160575,19.6,5.9,NMC,2021-03-01,Tesla,active
BATT-001153,CUST-0037598,XFMR-005747,FDR-0021,SUB-006,33.544725,-112.161109,9.9,4.2,NMC,2020-08-01,BYD,active
BATT-001154,CUST-0037651,XFMR-005756,FDR-0021,SUB-006,33.543383,-112.160608,20.9,7.5,LFP,2021-02-01,Generac,active
BATT-001155,CUST-0037732,XFMR-005768,FDR-0021,SUB-006,33.542214,-112.160507,19.2,7.9,LFP,2024-03-01,Tesla,active
BATT-001156,CUST-0037766,XFMR-005772,FDR-0021,SUB-006,33.542,-112.160769,488.3,217.7,LFP,2023-09-01,SunPower,active
BATT-001157,CUST-0037768,XFMR-005772,FDR-0021,SUB-006,33.541781,-112.160779,13.0,6.2,lithium-ion,2022-03-01,Enphase,active
BATT-001158,CUST-0037826,XFMR-005780,FDR-0021,SUB-006,33.54026,-112.160597,12.5,4.3,lithium-ion,2020-01-01,Enphase,active
BATT-001159,CUST-0037887,XFMR-005788,FDR-0021,SUB-006,33.53984,-112.1612,15.2,6.0,LFP,2024-11-01,Generac,active
BATT-001160,CUST-0037896,XFMR-005789,FDR-0021,SUB-006,33.539607,-112.161048,15.8,7.2,lithium-ion,2020-05-01,SunPower,active
BATT-001161,CUST-0037935,XFMR-005796,FDR-0021,SUB-006,33.538797,-112.16078,16.8,6.1,NMC,2024-12-01,Tesla,active
BATT-001162,CUST-0037937,XFMR-005796,FDR-0021,SUB-006,33.538835,-112.161208,12.7,3.9,NMC,2024-12-01,Enphase,active
BATT-001163,CUST-0037938,XFMR-005797,FDR-0021,SUB-006,33.539033,-112.160936,205.6,72.9,NMC,2023-06-01,Enphase,active
BATT-001164,CUST-0037979,XFMR-005803,FDR-0021,SUB-006,33.538275,-112.160538,175.0,54.4,lithium-ion,2020-09-01,Generac,active
BATT-001165,CUST-0037987,XFMR-005808,FDR-0021,SUB-006,33.537644,-112.161097,12.4,4.7,NMC,2022-10-01,Tesla,active
BATT-001166,CUST-0037988,XFMR-005808,FDR-0021,SUB-006,33.537582,-112.161314,10.2,4.7,lithium-ion,2020-07-01,SolarEdge,active
BATT-001167,CUST-0038014,XFMR-005811,FDR-0021,SUB-006,33.537336,-112.160828,10.3,4.8,NMC,2022-09-01,Tesla,active
BATT-001168,CUST-0038027,XFMR-005813,FDR-0021,SUB-006,33.537287,-112.160643,9.9,4.2,NMC,2023-07-01,Generac,active
BATT-001169,CUST-0038053,XFMR-005817,FDR-0021,SUB-006,33.536084,-112.160985,188.6,77.8,LFP,2021-12-01,BYD,active
BATT-001170,CUST-0038086,XFMR-005822,FDR-0021,SUB-006,33.536269,-112.160787,10.6,3.9,lithium-ion,2024-10-01,SunPower,active
BATT-001171,CUST-0038110,XFMR-005828,FDR-0021,SUB-006,33.53503,-112.160758,21.6,10.7,LFP,2024-08-01,SolarEdge,active
BATT-001172,CUST-0038114,XFMR-005829,FDR-0021,SUB-006,33.535408,-112.161043,21.0,7.2,NMC,2024-04-01,BYD,active
BATT-001173,CUST-0038144,XFMR-005833,FDR-0021,SUB-006,33.534529,-112.160629,418.5,166.0,lithium-ion,2023-10-01,Generac,active
BATT-001174,CUST-0038159,XFMR-005835,FDR-0021,SUB-006,33.534165,-112.160894,15.9,7.3,LFP,2021-12-01,SolarEdge,active
BATT-001175,CUST-0038237,XFMR-005846,FDR-0021,SUB-006,33.533114,-112.16081,12.3,4.5,LFP,2020-05-01,BYD,active
BATT-001176,CUST-0038289,XFMR-005855,FDR-0021,SUB-006,33.532297,-112.161129,16.1,6.5,LFP,2022-11-01,Generac,active
BATT-001177,CUST-0038306,XFMR-005858,FDR-0021,SUB-006,33.531478,-112.160658,78.3,27.7,LFP,2021-06-01,Tesla,active
BATT-001178,CUST-0038321,XFMR-005860,FDR-0021,SUB-006,33.531328,-112.161074,17.4,8.6,NMC,2021-05-01,Generac,active
BATT-001179,CUST-0038322,XFMR-005860,FDR-0021,SUB-006,33.531406,-112.161012,13.2,4.9,lithium-ion,2021-02-01,Tesla,active
BATT-001180,CUST-0038376,XFMR-005867,FDR-0021,SUB-006,33.530501,-112.160586,14.0,5.0,lithium-ion,2020-09-01,SolarEdge,active
BATT-001181,CUST-0038380,XFMR-005870,FDR-0021,SUB-006,33.530609,-112.161208,16.7,6.9,NMC,2024-05-01,Generac,active
BATT-001182,CUST-0038393,XFMR-005871,FDR-0021,SUB-006,33.530732,-112.160563,13.0,4.0,NMC,2024-02-01,Tesla,active
BATT-001183,CUST-0038395,XFMR-005872,FDR-0021,SUB-006,33.529892,-112.161041,9.9,4.8,NMC,2024-11-01,Generac,active
BATT-001184,CUST-0038428,XFMR-005876,FDR-0021,SUB-006,33.529937,-112.16108,19.9,9.6,NMC,2023-09-01,BYD,active
BATT-001185,CUST-0038447,XFMR-005880,FDR-0021,SUB-006,33.529502,-112.161052,12.3,4.7,lithium-ion,2022-09-01,BYD,active
BATT-001186,CUST-0038519,XFMR-005890,FDR-0021,SUB-006,33.528259,-112.161119,21.2,9.9,LFP,2024-08-01,Enphase,active
BATT-001187,CUST-0038520,XFMR-005890,FDR-0021,SUB-006,33.527959,-112.161012,10.3,4.3,lithium-ion,2021-07-01,BYD,active
BATT-001188,CUST-0038607,XFMR-005903,FDR-0021,SUB-006,33.526603,-112.160531,17.0,5.6,lithium-ion,2024-11-01,SunPower,active
BATT-001189,CUST-0038618,XFMR-005904,FDR-0021,SUB-006,33.526487,-112.161345,20.9,9.2,LFP,2022-05-01,SunPower,active
BATT-001190,CUST-0038658,XFMR-005908,FDR-0021,SUB-006,33.525948,-112.161273,14.2,6.5,LFP,2020-02-01,Tesla,active
BATT-001191,CUST-0038722,XFMR-005916,FDR-0021,SUB-006,33.525616,-112.161061,10.6,3.4,LFP,2022-10-01,SolarEdge,active
BATT-001192,CUST-0038738,XFMR-005918,FDR-0021,SUB-006,33.524821,-112.161053,9.0,3.9,NMC,2021-01-01,SolarEdge,active
BATT-001193,CUST-0038743,XFMR-005919,FDR-0021,SUB-006,33.524815,-112.161014,13.2,4.5,NMC,2024-02-01,Tesla,active
BATT-001194,CUST-0038818,XFMR-005929,FDR-0022,SUB-006,33.557477,-112.161025,16.2,5.7,lithium-ion,2024-01-01,Enphase,active
BATT-001195,CUST-0038877,XFMR-005937,FDR-0022,SUB-006,33.560536,-112.160601,21.4,6.7,LFP,2024-10-01,SunPower,active
BATT-001196,CUST-0038891,XFMR-005939,FDR-0022,SUB-006,33.560511,-112.160392,12.2,3.8,lithium-ion,2024-01-01,Enphase,active
BATT-001197,CUST-0038979,XFMR-005953,FDR-0022,SUB-006,33.565701,-112.161091,287.2,82.1,lithium-ion,2024-12-01,BYD,active
BATT-001198,CUST-0038989,XFMR-005954,FDR-0022,SUB-006,33.565873,-112.16033,76.7,33.9,LFP,2024-10-01,Tesla,active
BATT-001199,CUST-0039035,XFMR-005961,FDR-0022,SUB-006,33.568245,-112.161154,14.6,4.8,LFP,2023-02-01,SunPower,active
BATT-001200,CUST-0039052,XFMR-005963,FDR-0022,SUB-006,33.569269,-112.160686,9.8,3.8,NMC,2023-03-01,Enphase,active
BATT-001201,CUST-0039070,XFMR-005966,FDR-0022,SUB-006,33.569907,-112.161177,20.4,9.9,NMC,2024-07-01,Generac,active
BATT-001202,CUST-0039126,XFMR-005972,FDR-0022,SUB-006,33.572144,-112.160992,15.5,5.6,LFP,2022-10-01,SolarEdge,active
BATT-001203,CUST-0039142,XFMR-005975,FDR-0022,SUB-006,33.573149,-112.160942,15.5,7.7,LFP,2020-12-01,SunPower,active
BATT-001204,CUST-0039154,XFMR-005976,FDR-0022,SUB-006,33.573576,-112.161059,17.0,7.7,LFP,2024-05-01,SolarEdge,active
BATT-001205,CUST-0039169,XFMR-005978,FDR-0022,SUB-006,33.573995,-112.160635,9.1,2.8,LFP,2021-12-01,Enphase,active
BATT-001206,CUST-0039226,XFMR-005990,FDR-0022,SUB-006,33.578459,-112.160567,436.6,198.8,lithium-ion,2022-04-01,BYD,active
BATT-001207,CUST-0039228,XFMR-005990,FDR-0022,SUB-006,33.578654,-112.161148,9.3,3.4,lithium-ion,2020-12-01,SolarEdge,active
BATT-001208,CUST-0039235,XFMR-005991,FDR-0022,SUB-006,33.578716,-112.160563,9.1,4.3,lithium-ion,2024-06-01,Enphase,active
BATT-001209,CUST-0039265,XFMR-005995,FDR-0022,SUB-006,33.580214,-112.160978,17.5,5.4,NMC,2020-05-01,SunPower,active
BATT-001210,CUST-0039305,XFMR-006000,FDR-0022,SUB-006,33.581682,-112.160987,21.6,7.0,lithium-ion,2023-05-01,SolarEdge,active
BATT-001211,CUST-0039350,XFMR-006009,FDR-0022,SUB-006,33.585019,-112.161149,10.6,4.0,NMC,2024-05-01,Generac,active
BATT-001212,CUST-0039355,XFMR-006010,FDR-0022,SUB-006,33.585049,-112.160491,15.4,6.8,lithium-ion,2020-09-01,Enphase,active
BATT-001213,CUST-0039373,XFMR-006012,FDR-0022,SUB-006,33.585788,-112.161111,16.1,6.5,LFP,2020-06-01,BYD,active
BATT-001214,CUST-0039378,XFMR-006012,FDR-0022,SUB-006,33.585797,-112.160749,14.7,6.2,LFP,2022-09-01,Tesla,active
BATT-001215,CUST-0039381,XFMR-006013,FDR-0022,SUB-006,33.58626,-112.160987,16.0,5.6,NMC,2020-04-01,Enphase,active
BATT-001216,CUST-0039383,XFMR-006013,FDR-0022,SUB-006,33.586179,-112.160912,9.0,3.4,NMC,2023-01-01,Enphase,active
BATT-001217,CUST-0039385,XFMR-006013,FDR-0022,SUB-006,33.586124,-112.160557,20.5,7.8,NMC,2023-09-01,BYD,active
