solar_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,capacity_kw,panel_type,azimuth_deg,tilt_deg,install_date,inverter_type,status
SOL-002842,CUST-0023354,XFMR-003587,FDR-0012,SUB-003,33.574173,-112.021981,215.5,thin-film,167,24,2023-12-01,micro,active
SOL-002843,CUST-0023372,XFMR-003588,FDR-0012,SUB-003,33.574315,-112.022346,356.7,polycrystalline,204,28,2017-07-01,micro,active
SOL-002844,CUST-0023375,XFMR-003589,FDR-0012,SUB-003,33.574155,-112.021949,89.7,thin-film,204,28,2019-03-01,micro,active
SOL-002845,CUST-0023391,XFMR-003593,FDR-0012,SUB-003,33.575577,-112.022289,3.4,monocrystalline,182,35,2023-07-01,string,active
SOL-002846,CUST-0023394,XFMR-003593,FDR-0012,SUB-003,33.574888,-112.02168,5.9,polycrystalline,185,33,2023-05-01,string,active
SOL-002847,CUST-0023433,XFMR-003601,FDR-0012,SUB-003,33.576436,-112.021459,6.5,polycrystalline,206,17,2021-10-01,string,active
SOL-002848,CUST-0023445,XFMR-003604,FDR-0012,SUB-003,33.576774,-112.022272,386.7,polycrystalline,156,32,2021-09-01,hybrid,active
SOL-002849,CUST-0023451,XFMR-003605,FDR-0012,SUB-003,33.577319,-112.021781,369.0,monocrystalline,210,20,2023-10-01,micro,active
SOL-002850,CUST-0023455,XFMR-003605,FDR-0012,SUB-003,33.577032,-112.022263,10.6,polycrystalline,167,17,2023-01-01,string,active
SOL-002851,CUST-0023458,XFMR-003605,FDR-0012,SUB-003,33.577345,-112.021774,7.9,polycrystalline,160,34,2023-04-01,string,active
SOL-002852,CUST-0023461,XFMR-003606,FDR-0012,SUB-003,33.577153,-112.021516,4.2,thin-film,169,27,2016-02-01,micro,active
SOL-002853,CUST-0023465,XFMR-003606,FDR-0012,SUB-003,33.577283,-112.021455,7.0,polycrystalline,209,26,2019-07-01,string,active
SOL-002854,CUST-0023468,XFMR-003606,FDR-0012,SUB-003,33.577126,-112.021401,6.7,monocrystalline,166,22,2018-04-01,micro,active
SOL-002855,CUST-0023469,XFMR-003606,FDR-0012,SUB-003,33.577297,-112.022124,11.1,monocrystalline,191,15,2016-04-01,string,active
SOL-002856,CUST-0023471,XFMR-003607,FDR-0012,SUB-003,33.577159,-112.021668,6.9,polycrystalline,178,25,2024-01-01,hybrid,active
SOL-002857,CUST-0023473,XFMR-003607,FDR-0012,SUB-003,33.577143,-112.022015,10.4,monocrystalline,209,27,2023-10-01,string,active
SOL-002858,CUST-0023476,XFMR-003608,FDR-0012,SUB-003,33.577555,-112.022181,9.9,monocrystalline,208,24,2023-08-01,string,active
SOL-002859,CUST-0023478,XFMR-003608,FDR-0012,SUB-003,33.577535,-112.021843,3.7,thin-film,150,29,2020-11-01,string,active
SOL-002860,CUST-0023486,XFMR-003609,FDR-0012,SUB-003,33.577481,-112.021405,10.1,monocrystalline,159,24,2021-06-01,string,active
SOL-002861,CUST-0023495,XFMR-003611,FDR-0012,SUB-003,33.578229,-112.021994,11.9,polycrystalline,208,22,2020-12-01,hybrid,active
SOL-002862,CUST-0023504,XFMR-003613,FDR-0012,SUB-003,33.578591,-112.021981,6.6,thin-film,204,32,2023-05-01,hybrid,active
SOL-002863,CUST-0023517,XFMR-003614,FDR-0012,SUB-003,33.578816,-112.021843,8.8,monocrystalline,173,19,2023-04-01,hybrid,active
SOL-002864,CUST-0023527,XFMR-003615,FDR-0012,SUB-003,33.578344,-112.02146,123.3,thin-film,189,33,2016-05-01,micro,active
SOL-002865,CUST-0023542,XFMR-003618,FDR-0012,SUB-003,33.578974,-112.022303,11.9,polycrystalline,166,19,2016-02-01,string,active
SOL-002866,CUST-0023557,XFMR-003620,FDR-0012,SUB-003,33.579074,-112.022272,11.6,thin-film,151,17,2023-12-01,string,active
SOL-002867,CUST-0023560,XFMR-003620,FDR-0012,SUB-003,33.579256,-112.021712,6.4,thin-film,201,18,2021-04-01,micro,active
SOL-002868,CUST-0023585,XFMR-003623,FDR-0012,SUB-003,33.579803,-112.021529,5.9,thin-film,177,28,2017-10-01,string,active
SOL-002869,CUST-0023586,XFMR-003623,FDR-0012,SUB-003,33.580084,-112.021401,8.8,monocrystalline,166,17,2022-10-01,string,active
SOL-002870,CUST-0023592,XFMR-003624,FDR-0012,SUB-003,33.580453,-112.02215,4.1,monocrystalline,161,16,2024-01-01,string,active
SOL-002871,CUST-0023597,XFMR-003624,FDR-0012,SUB-003,33.579637,-112.021424,4.0,thin-film,157,31,2022-10-01,string,active
SOL-002872,CUST-0023608,XFMR-003626,FDR-0012,SUB-003,33.580512,-112.021561,9.7,thin-film,209,27,2016-03-01,micro,active
SOL-002873,CUST-0023609,XFMR-003626,FDR-0012,SUB-003,33.580208,-112.02179,6.6,monocrystalline,156,23,2017-03-01,hybrid,active
SOL-002874,CUST-0023613,XFMR-003627,FDR-0012,SUB-003,33.580171,-112.021725,10.1,monocrystalline,184,31,2023-10-01,micro,active
SOL-002875,CUST-0023615,XFMR-003627,FDR-0012,SUB-003,33.580327,-112.021628,3.6,monocrystalline,154,22,2024-05-01,micro,active
SOL-002876,CUST-0023621,XFMR-003630,FDR-0012,SUB-003,33.581299,-112.022205,5.4,thin-film,166,28,2018-04-01,hybrid,active
SOL-002877,CUST-0023629,XFMR-003631,FDR-0012,SUB-003,33.581292,-112.022115,39.4,polycrystalline,195,33,2023-04-01,micro,active
SOL-002878,CUST-0023631,XFMR-003631,FDR-0012,SUB-003,33.580934,-112.022074,3.6,thin-film,182,33,2020-02-01,string,active
SOL-002879,CUST-0023650,XFMR-003634,FDR-0012,SUB-003,33.581319,-112.022052,3.6,thin-film,194,16,2016-08-01,string,active
SOL-002880,CUST-0023653,XFMR-003634,FDR-0012,SUB-003,33.581983,-112.021588,419.6,thin-film,180,23,2019-01-01,micro,active
SOL-002881,CUST-0023684,XFMR-003639,FDR-0012,SUB-003,33.582571,-112.022049,5.5,thin-film,201,20,2019-10-01,string,active
SOL-002882,CUST-0023703,XFMR-003642,FDR-0012,SUB-003,33.582693,-112.021643,9.0,polycrystalline,180,20,2021-09-01,string,active
SOL-002883,CUST-0023704,XFMR-003642,FDR-0012,SUB-003,33.582676,-112.022146,9.5,polycrystalline,153,28,2016-09-01,micro,inactive
SOL-002884,CUST-0023715,XFMR-003643,FDR-0012,SUB-003,33.582977,-112.021487,3.2,thin-film,161,20,2017-10-01,string,active
SOL-002885,CUST-0023717,XFMR-003643,FDR-0012,SUB-003,33.582845,-112.021544,4.1,polycrystalline,203,19,2017-05-01,hybrid,active
SOL-002886,CUST-0023720,XFMR-003644,FDR-0012,SUB-003,33.58352,-112.022151,73.4,polycrystalline,195,28,2021-01-01,micro,active
SOL-002887,CUST-0023724,XFMR-003645,FDR-0012,SUB-003,33.583245,-112.022082,11.9,thin-film,157,18,2017-10-01,micro,active
SOL-002888,CUST-0023725,XFMR-003645,FDR-0012,SUB-003,33.583224,-112.022037,3.7,thin-film,193,26,2018-12-01,hybrid,active
SOL-002889,CUST-0023726,XFMR-003645,FDR-0012,SUB-003,33.583588,-112.021483,7.5,polycrystalline,192,16,2021-01-01,hybrid,active
SOL-002890,CUST-0023738,XFMR-003649,FDR-0012,SUB-003,33.584195,-112.021683,9.8,thin-film,172,21,2016-04-01,string,active
SOL-002891,CUST-0023743,XFMR-003649,FDR-0012,SUB-003,33.58397,-112.022247,5.3,monocrystalline,158,19,2020-01-01,string,active
SOL-002892,CUST-0023745,XFMR-003649,FDR-0012,SUB-003,33.583642,-112.021666,11.0,polycrystalline,207,32,2021-03-01,string,active
SOL-002893,CUST-0023749,XFMR-003650,FDR-0012,SUB-003,33.583771,-112.021644,173.0,monocrystalline,199,16,2016-07-01,hybrid,active
SOL-002894,CUST-0023757,XFMR-003650,FDR-0012,SUB-003,33.583654,-112.02167,6.6,thin-film,207,31,2017-01-01,micro,active
SOL-002895,CUST-0023768,XFMR-003651,FDR-0012,SUB-003,33.583925,-112.022223,4.8,thin-film,210,20,2018-10-01,string,active
SOL-002896,CUST-0023774,XFMR-003654,FDR-0012,SUB-003,33.58494,-112.021663,3.4,monocrystalline,176,35,2017-06-01,hybrid,active
SOL-002897,CUST-0023779,XFMR-003655,FDR-0012,SUB-003,33.584509,-112.022252,4.7,monocrystalline,153,15,2024-02-01,micro,active
SOL-002898,CUST-0023792,XFMR-003657,FDR-0012,SUB-003,33.584906,-112.021934,50.2,monocrystalline,178,22,2019-09-01,micro,active
SOL-002899,CUST-0023798,XFMR-003657,FDR-0012,SUB-003,33.585379,-112.022108,269.7,thin-film,177,16,2018-05-01,micro,active
SOL-002900,CUST-0023801,XFMR-003658,FDR-0012,SUB-003,33.585709,-112.022112,275.2,polycrystalline,193,15,2018-10-01,hybrid,active
SOL-002901,CUST-0023803,XFMR-003659,FDR-0012,SUB-003,33.585166,-112.022324,8.9,polycrystalline,172,15,2020-06-01,micro,active
SOL-002902,CUST-0023810,XFMR-003659,FDR-0012,SUB-003,33.585225,-112.021738,5.5,polycrystalline,166,22,2022-01-01,string,active
SOL-002903,CUST-0023817,XFMR-003660,FDR-0012,SUB-003,33.585522,-112.021539,6.5,monocrystalline,151,21,2022-06-01,hybrid,active
SOL-002904,CUST-0023837,XFMR-003664,FDR-0012,SUB-003,33.586281,-112.022082,4.6,monocrystalline,210,18,2017-05-01,micro,active
SOL-002905,CUST-0023847,XFMR-003665,FDR-0012,SUB-003,33.586628,-112.021543,11.3,monocrystalline,179,32,2019-01-01,string,active
SOL-002906,CUST-0023849,XFMR-003666,FDR-0012,SUB-003,33.586397,-112.021753,6.2,polycrystalline,178,18,2018-11-01,micro,active
SOL-002907,CUST-0023859,XFMR-003667,FDR-0012,SUB-003,33.587061,-112.021607,9.5,thin-film,157,31,2023-11-01,micro,active
SOL-002908,CUST-0023880,XFMR-003669,FDR-0012,SUB-003,33.587016,-112.022338,6.8,monocrystalline,158,22,2019-08-01,hybrid,active
SOL-002909,CUST-0023882,XFMR-003670,FDR-0012,SUB-003,33.587402,-112.022252,9.8,polycrystalline,162,26,2023-03-01,micro,active
SOL-002910,CUST-0023884,XFMR-003670,FDR-0012,SUB-003,33.587019,-112.022082,8.2,thin-film,160,35,2019-01-01,string,active
SOL-002911,CUST-0023886,XFMR-003670,FDR-0012,SUB-003,33.587146,-112.021804,4.0,monocrystalline,185,21,2018-07-01,string,active
SOL-002912,CUST-0023900,XFMR-003671,FDR-0012,SUB-003,33.587685,-112.022161,270.0,monocrystalline,202,17,2022-03-01,micro,active
SOL-002913,CUST-0023912,XFMR-003674,FDR-0012,SUB-003,33.587756,-112.021399,10.1,monocrystalline,160,27,2018-03-01,micro,active
SOL-002914,CUST-0023932,XFMR-003676,FDR-0012,SUB-003,33.588106,-112.022115,3.6,thin-film,205,17,2021-10-01,string,active
SOL-002915,CUST-0023956,XFMR-003678,FDR-0012,SUB-003,33.588401,-112.021682,7.5,monocrystalline,191,31,2017-06-01,hybrid,active
SOL-002916,CUST-0023965,XFMR-003679,FDR-0012,SUB-003,33.588247,-112.022332,17.1,thin-film,170,24,2020-12-01,hybrid,active
SOL-002917,CUST-0023979,XFMR-003680,FDR-0012,SUB-003,33.58855,-112.021842,10.0,thin-film,196,21,2020-07-01,hybrid,active
SOL-002918,CUST-0023988,XFMR-003682,FDR-0012,SUB-003,33.588944,-112.022156,11.8,monocrystalline,156,24,2023-11-01,micro,active
SOL-002919,CUST-0024017,XFMR-003685,FDR-0012,SUB-003,33.58957,-112.021511,10.3,thin-film,196,25,2016-09-01,micro,active
SOL-002920,CUST-0024025,XFMR-003687,FDR-0012,SUB-003,33.589639,-112.022183,4.7,polycrystalline,188,18,2024-05-01,string,active
SOL-002921,CUST-0024035,XFMR-003688,FDR-0012,SUB-003,33.589889,-112.021522,11.1,monocrystalline,157,21,2023-05-01,hybrid,active
SOL-002922,CUST-0024036,XFMR-003688,FDR-0012,SUB-003,33.58962,-112.021996,5.6,polycrystalline,194,32,2018-04-01,hybrid,active
SOL-002923,CUST-0024046,XFMR-003689,FDR-0012,SUB-003,33.58998,-112.021963,7.1,polycrystalline,192,23,2017-06-01,hybrid,active
SOL-002924,CUST-0024049,XFMR-003690,FDR-0012,SUB-003,33.590451,-112.021528,405.4,monocrystalline,160,30,2019-06-01,string,active
SOL-002925,CUST-0024051,XFMR-003690,FDR-0012,SUB-003,33.590687,-112.02193,9.0,polycrystalline,199,27,2022-06-01,string,active
SOL-002926,CUST-0024055,XFMR-003690,FDR-0012,SUB-003,33.590429,-112.02157,295.7,thin-film,201,29,2017-09-01,micro,active
SOL-002927,CUST-0024059,XFMR-003691,FDR-0012,SUB-003,33.590371,-112.021551,11.3,monocrystalline,180,17,2023-04-01,micro,active
SOL-002928,CUST-0024060,XFMR-003691,FDR-0012,SUB-003,33.590687,-112.021623,5.4,thin-film,151,23,2022-09-01,string,active
SOL-002929,CUST-0024075,XFMR-003692,FDR-0012,SUB-003,33.590981,-112.021686,9.3,polycrystalline,184,17,2024-09-01,micro,active
SOL-002930,CUST-0024098,XFMR-003694,FDR-0012,SUB-003,33.590741,-112.021497,294.0,polycrystalline,201,23,2018-04-01,string,active
SOL-002931,CUST-0024114,XFMR-003696,FDR-0012,SUB-003,33.591651,-112.021697,5.8,polycrystalline,200,30,2024-10-01,micro,active
SOL-002932,CUST-0024122,XFMR-003696,FDR-0012,SUB-003,33.591075,-112.022213,3.8,polycrystalline,166,30,2024-04-01,string,active
SOL-002933,CUST-0024130,XFMR-003698,FDR-0012,SUB-003,33.591248,-112.021899,484.1,thin-film,183,18,2021-12-01,micro,active
SOL-002934,CUST-0024132,XFMR-003699,FDR-0012,SUB-003,33.591539,-112.021716,7.4,monocrystalline,160,19,2024-10-01,string,active
SOL-002935,CUST-0024144,XFMR-003700,FDR-0013,SUB-004,33.491562,-112.092925,6.9,polycrystalline,170,27,2019-06-01,hybrid,active
SOL-002936,CUST-0024148,XFMR-003701,FDR-0013,SUB-004,33.492052,-112.094265,5.2,monocrystalline,172,21,2016-02-01,string,active
SOL-002937,CUST-0024150,XFMR-003701,FDR-0013,SUB-004,33.491433,-112.094325,5.7,polycrystalline,183,27,2019-10-01,micro,active
SOL-002938,CUST-0024153,XFMR-003701,FDR-0013,SUB-004,33.491491,-112.094555,4.6,polycrystalline,209,32,2018-12-01,string,active
SOL-002939,CUST-0024165,XFMR-003703,FDR-0013,SUB-004,33.491557,-112.097324,3.4,thin-film,169,19,2017-12-01,string,active
SOL-002940,CUST-0024204,XFMR-003709,FDR-0013,SUB-004,33.492161,-112.106905,179.1,polycrystalline,167,34,2022-08-01,micro,active
SOL-002941,CUST-0024214,XFMR-003711,FDR-0013,SUB-004,33.492277,-112.109297,6.6,polycrystalline,202,26,2019-07-01,hybrid,active
SOL-002942,CUST-0024221,XFMR-003712,FDR-0013,SUB-004,33.492057,-112.110966,5.1,monocrystalline,182,15,2021-11-01,string,active
SOL-002943,CUST-0024228,XFMR-003713,FDR-0013,SUB-004,33.49197,-112.11225,478.7,thin-film,162,35,2019-08-01,micro,active
SOL-002944,CUST-0024242,XFMR-003714,FDR-0013,SUB-004,33.491603,-112.113656,9.5,thin-film,195,34,2016-08-01,string,active
SOL-002945,CUST-0024253,XFMR-003715,FDR-0013,SUB-004,33.492299,-112.115349,11.2,polycrystalline,152,35,2018-04-01,string,active
SOL-002946,CUST-0024257,XFMR-003715,FDR-0013,SUB-004,33.492153,-112.115358,234.3,thin-film,182,26,2022-12-01,hybrid,active
SOL-002947,CUST-0024263,XFMR-003716,FDR-0013,SUB-004,33.491587,-112.117117,6.7,polycrystalline,175,20,2024-03-01,hybrid,active
SOL-002948,CUST-0024287,XFMR-003718,FDR-0013,SUB-004,33.492162,-112.120127,7.5,polycrystalline,190,27,2018-05-01,string,active
SOL-002949,CUST-0024288,XFMR-003718,FDR-0013,SUB-004,33.491774,-112.120016,6.2,polycrystalline,198,32,2022-03-01,micro,active
SOL-002950,CUST-0024291,XFMR-003718,FDR-0013,SUB-004,33.492158,-112.12048,7.0,polycrystalline,199,35,2022-03-01,micro,active
SOL-002951,CUST-0024294,XFMR-003719,FDR-0013,SUB-004,33.491955,-112.121285,3.9,polycrystalline,169,25,2019-03-01,micro,active
SOL-002952,CUST-0024298,XFMR-003719,FDR-0013,SUB-004,33.491902,-112.121407,7.8,polycrystalline,205,19,2021-03-01,hybrid,active
SOL-002953,CUST-0024304,XFMR-003720,FDR-0013,SUB-004,33.4923,-112.123445,442.8,thin-film,178,29,2016-12-01,hybrid,active
SOL-002954,CUST-0024305,XFMR-003720,FDR-0013,SUB-004,33.491731,-112.122588,7.3,monocrystalline,210,18,2020-10-01,micro,active
SOL-002955,CUST-0024309,XFMR-003721,FDR-0013,SUB-004,33.491473,-112.124496,236.5,monocrystalline,157,16,2019-01-01,string,active
SOL-002956,CUST-0024321,XFMR-003722,FDR-0013,SUB-004,33.491584,-112.12575,8.8,monocrystalline,153,21,2016-09-01,string,active
SOL-002957,CUST-0024323,XFMR-003723,FDR-0013,SUB-004,33.492119,-112.128117,3.1,monocrystalline,210,33,2020-05-01,string,active
SOL-002958,CUST-0024325,XFMR-003724,FDR-0013,SUB-004,33.492245,-112.129298,9.1,monocrystalline,195,26,2022-06-01,string,active
SOL-002959,CUST-0024334,XFMR-003725,FDR-0013,SUB-004,33.491978,-112.130756,8.1,monocrystalline,197,16,2021-05-01,string,active
SOL-002960,CUST-0024336,XFMR-003725,FDR-0013,SUB-004,33.492065,-112.130742,9.8,polycrystalline,167,28,2022-12-01,string,active
SOL-002961,CUST-0024349,XFMR-003731,FDR-0013,SUB-004,33.49175,-112.140104,8.2,polycrystalline,156,34,2018-12-01,hybrid,active
SOL-002962,CUST-0024350,XFMR-003731,FDR-0013,SUB-004,33.492184,-112.139306,7.8,polycrystalline,196,25,2020-03-01,string,active
SOL-002963,CUST-0024358,XFMR-003731,FDR-0013,SUB-004,33.491681,-112.139696,11.2,monocrystalline,181,25,2018-10-01,micro,active
SOL-002964,CUST-0024361,XFMR-003732,FDR-0013,SUB-004,33.491541,-112.140979,5.3,thin-film,184,20,2022-11-01,micro,active
SOL-002965,CUST-0024364,XFMR-003732,FDR-0013,SUB-004,33.491949,-112.141111,7.4,monocrystalline,178,17,2024-05-01,micro,active
SOL-002966,CUST-0024367,XFMR-003733,FDR-0013,SUB-004,33.492115,-112.142578,9.5,monocrystalline,201,22,2016-09-01,micro,active
SOL-002967,CUST-0024380,XFMR-003734,FDR-0013,SUB-004,33.491702,-112.144525,11.3,thin-film,199,34,2022-04-01,hybrid,active
SOL-002968,CUST-0024383,XFMR-003734,FDR-0013,SUB-004,33.49168,-112.144512,5.7,monocrystalline,207,35,2018-02-01,string,active
SOL-002969,CUST-0024384,XFMR-003734,FDR-0013,SUB-004,33.49196,-112.143779,8.4,thin-film,167,23,2020-02-01,hybrid,active
SOL-002970,CUST-0024389,XFMR-003735,FDR-0013,SUB-004,33.49208,-112.146148,6.4,thin-film,198,19,2019-07-01,hybrid,active
SOL-002971,CUST-0024394,XFMR-003735,FDR-0013,SUB-004,33.492051,-112.145889,3.6,monocrystalline,205,29,2019-01-01,string,active
SOL-002972,CUST-0024396,XFMR-003736,FDR-0013,SUB-004,33.4917,-112.147318,3.6,thin-film,163,27,2022-12-01,hybrid,active
SOL-002973,CUST-0024397,XFMR-003737,FDR-0013,SUB-004,33.49144,-112.149085,5.8,thin-film,174,27,2017-09-01,string,active
SOL-002974,CUST-0024398,XFMR-003738,FDR-0013,SUB-004,33.492127,-112.150248,8.0,polycrystalline,195,17,2024-06-01,string,active
SOL-002975,CUST-0024427,XFMR-003741,FDR-0013,SUB-004,33.491691,-112.15484,4.9,monocrystalline,199,27,2019-03-01,hybrid,active
SOL-002976,CUST-0024431,XFMR-003741,FDR-0013,SUB-004,33.492002,-112.154878,3.7,polycrystalline,173,32,2020-12-01,micro,active
SOL-002977,CUST-0024463,XFMR-003748,FDR-0014,SUB-004,33.492328,-112.089362,11.8,thin-film,198,21,2022-10-01,string,active
SOL-002978,CUST-0024469,XFMR-003750,FDR-0014,SUB-004,33.492077,-112.088581,6.0,monocrystalline,176,26,2022-12-01,string,active
SOL-002979,CUST-0024492,XFMR-003755,FDR-0014,SUB-004,33.491865,-112.085424,5.7,polycrystalline,183,31,2024-03-01,micro,active
SOL-002980,CUST-0024493,XFMR-003755,FDR-0014,SUB-004,33.491778,-112.086233,316.2,monocrystalline,188,31,2017-02-01,micro,active
SOL-002981,CUST-0024497,XFMR-003756,FDR-0014,SUB-004,33.49212,-112.085256,125.7,polycrystalline,184,22,2021-10-01,string,active
SOL-002982,CUST-0024507,XFMR-003756,FDR-0014,SUB-004,33.491977,-112.08512,6.4,polycrystalline,150,30,2022-12-01,string,active
SOL-002983,CUST-0024510,XFMR-003757,FDR-0014,SUB-004,33.491881,-112.084449,4.2,thin-film,201,21,2019-08-01,micro,active
SOL-002984,CUST-0024522,XFMR-003759,FDR-0014,SUB-004,33.492216,-112.083481,8.9,polycrystalline,193,23,2017-06-01,micro,active
SOL-002985,CUST-0024528,XFMR-003760,FDR-0014,SUB-004,33.492067,-112.083576,11.5,monocrystalline,208,27,2019-03-01,string,active
SOL-002986,CUST-0024542,XFMR-003762,FDR-0014,SUB-004,33.492187,-112.082471,4.8,thin-film,179,23,2017-10-01,hybrid,active
SOL-002987,CUST-0024557,XFMR-003763,FDR-0014,SUB-004,33.491672,-112.08194,4.1,thin-film,157,23,2022-09-01,micro,active
SOL-002988,CUST-0024559,XFMR-003764,FDR-0014,SUB-004,33.492202,-112.081115,7.9,polycrystalline,162,31,2020-09-01,hybrid,active
SOL-002989,CUST-0024578,XFMR-003766,FDR-0014,SUB-004,33.492137,-112.080649,6.8,polycrystalline,164,19,2022-04-01,string,active
SOL-002990,CUST-0024607,XFMR-003769,FDR-0014,SUB-004,33.492302,-112.078932,9.9,polycrystalline,206,17,2021-09-01,micro,active
SOL-002991,CUST-0024617,XFMR-003770,FDR-0014,SUB-004,33.491656,-112.078517,5.0,polycrystalline,169,20,2017-02-01,hybrid,active
SOL-002992,CUST-0024619,XFMR-003770,FDR-0014,SUB-004,33.491712,-112.078506,8.0,monocrystalline,163,28,2024-04-01,micro,active
SOL-002993,CUST-0024627,XFMR-003771,FDR-0014,SUB-004,33.491705,-112.077758,10.3,thin-film,175,20,2016-03-01,hybrid,active
SOL-002994,CUST-0024638,XFMR-003772,FDR-0014,SUB-004,33.49164,-112.076828,4.7,monocrystalline,154,30,2017-04-01,hybrid,active
SOL-002995,CUST-0024645,XFMR-003773,FDR-0014,SUB-004,33.491612,-112.076831,4.1,monocrystalline,205,21,2019-08-01,string,active
SOL-002996,CUST-0024655,XFMR-003774,FDR-0014,SUB-004,33.491687,-112.076498,6.0,polycrystalline,169,35,2022-12-01,string,active
SOL-002997,CUST-0024669,XFMR-003778,FDR-0014,SUB-004,33.491605,-112.074455,291.7,polycrystalline,166,29,2021-12-01,micro,active
SOL-002998,CUST-0024678,XFMR-003779,FDR-0014,SUB-004,33.492226,-112.073331,463.3,polycrystalline,175,23,2021-05-01,string,active
SOL-002999,CUST-0024682,XFMR-003779,FDR-0014,SUB-004,33.492171,-112.073363,7.9,thin-film,179,31,2023-09-01,micro,active
SOL-003000,CUST-0024691,XFMR-003780,FDR-0014,SUB-004,33.491517,-112.073705,5.3,monocrystalline,191,19,2017-12-01,micro,active
SOL-003001,CUST-0024701,XFMR-003782,FDR-0014,SUB-004,33.4919,-112.072783,282.0,thin-film,194,20,2022-10-01,string,active
SOL-003002,CUST-0024705,XFMR-003783,FDR-0014,SUB-004,33.492125,-112.072029,56.1,monocrystalline,167,26,2016-08-01,micro,active
SOL-003003,CUST-0024710,XFMR-003783,FDR-0014,SUB-004,33.491967,-112.071337,176.9,polycrystalline,208,23,2021-09-01,hybrid,active
SOL-003004,CUST-0024711,XFMR-003783,FDR-0014,SUB-004,33.491518,-112.071394,9.0,monocrystalline,168,30,2023-02-01,hybrid,active
SOL-003005,CUST-0024714,XFMR-003784,FDR-0014,SUB-004,33.491992,-112.071418,7.5,thin-film,158,15,2022-04-01,hybrid,active
SOL-003006,CUST-0024719,XFMR-003785,FDR-0014,SUB-004,33.491817,-112.07081,10.9,polycrystalline,205,25,2022-09-01,hybrid,active
SOL-003007,CUST-0024733,XFMR-003788,FDR-0014,SUB-004,33.491679,-112.069276,6.9,thin-film,203,30,2021-10-01,hybrid,active
SOL-003008,CUST-0024735,XFMR-003788,FDR-0014,SUB-004,33.491654,-112.069539,4.0,monocrystalline,151,15,2020-03-01,string,active
SOL-003009,CUST-0024740,XFMR-003788,FDR-0014,SUB-004,33.491792,-112.069058,11.5,polycrystalline,185,24,2020-11-01,string,active
SOL-003010,CUST-0024751,XFMR-003790,FDR-0014,SUB-004,33.492121,-112.068339,347.6,monocrystalline,173,29,2020-06-01,string,active
SOL-003011,CUST-0024758,XFMR-003790,FDR-0014,SUB-004,33.491554,-112.068595,11.1,polycrystalline,207,23,2023-04-01,string,active
SOL-003012,CUST-0024759,XFMR-003791,FDR-0014,SUB-004,33.491755,-112.068128,4.6,thin-film,186,32,2018-01-01,micro,active
SOL-003013,CUST-0024764,XFMR-003792,FDR-0014,SUB-004,33.492194,-112.066984,7.4,polycrystalline,195,16,2022-11-01,hybrid,active
SOL-003014,CUST-0024766,XFMR-003794,FDR-0014,SUB-004,33.49163,-112.066077,8.0,monocrystalline,209,25,2022-10-01,string,active
SOL-003015,CUST-0024768,XFMR-003794,FDR-0014,SUB-004,33.491806,-112.06675,4.6,monocrystalline,201,25,2016-09-01,string,active
SOL-003016,CUST-0024773,XFMR-003795,FDR-0014,SUB-004,33.491802,-112.066143,11.9,polycrystalline,150,31,2018-03-01,string,active
SOL-003017,CUST-0024783,XFMR-003796,FDR-0014,SUB-004,33.491797,-112.065483,9.6,monocrystalline,206,18,2024-06-01,micro,active
SOL-003018,CUST-0024799,XFMR-003799,FDR-0014,SUB-004,33.49196,-112.063653,460.7,thin-film,168,18,2016-11-01,hybrid,active
SOL-003019,CUST-0024801,XFMR-003799,FDR-0014,SUB-004,33.491973,-112.06368,12.0,thin-film,160,17,2019-11-01,string,active
SOL-003020,CUST-0024806,XFMR-003801,FDR-0014,SUB-004,33.491988,-112.062475,7.5,polycrystalline,187,34,2023-02-01,hybrid,active
SOL-003021,CUST-0024810,XFMR-003802,FDR-0014,SUB-004,33.49208,-112.062459,11.8,polycrystalline,165,30,2017-12-01,string,active
SOL-003022,CUST-0024826,XFMR-003805,FDR-0014,SUB-004,33.49164,-112.061136,11.2,monocrystalline,162,26,2019-06-01,micro,active
SOL-003023,CUST-0024836,XFMR-003806,FDR-0014,SUB-004,33.492224,-112.060445,3.5,thin-film,191,32,2024-09-01,micro,active
SOL-003024,CUST-0024857,XFMR-003809,FDR-0014,SUB-004,33.492224,-112.058959,3.6,polycrystalline,197,21,2021-06-01,string,active
SOL-003025,CUST-0024880,XFMR-003813,FDR-0014,SUB-004,33.491608,-112.05717,9.4,polycrystalline,153,28,2021-04-01,string,active
SOL-003026,CUST-0024881,XFMR-003813,FDR-0014,SUB-004,33.491524,-112.056567,11.9,polycrystalline,169,20,2023-03-01,hybrid,active
SOL-003027,CUST-0024884,XFMR-003814,FDR-0014,SUB-004,33.491543,-112.056107,6.1,thin-film,183,19,2018-08-01,string,active
SOL-003028,CUST-0024903,XFMR-003816,FDR-0014,SUB-004,33.491664,-112.055023,3.1,monocrystalline,207,23,2022-03-01,micro,active
SOL-003029,CUST-0024919,XFMR-003817,FDR-0014,SUB-004,33.491689,-112.05436,361.1,thin-film,172,33,2022-03-01,micro,active
SOL-003030,CUST-0024931,XFMR-003818,FDR-0014,SUB-004,33.49176,-112.054563,301.6,thin-film,155,27,2018-10-01,hybrid,active
