node_id,node_type,substation_id,feeder_id,latitude,longitude,nominal_voltage_kv,equipment_class,rated_capacity,rated_capacity_units,phase,installation_year,status
XFMR-002246,transformer,SUB-002,FDR-0007,33.213408,-112.056023,12.47,distribution_transformer,500,kVA,A,,active
XFMR-002247,transformer,SUB-002,FDR-0007,33.212954,-112.05581,12.47,distribution_transformer,75,kVA,AC,,active
XFMR-002248,transformer,SUB-002,FDR-0007,33.212311,-112.055786,12.47,distribution_transformer,75,kVA,B,,active
XFMR-002249,transformer,SUB-002,FDR-0007,33.211796,-112.055634,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-002250,transformer,SUB-002,FDR-0007,33.211213,-112.05555,12.47,distribution_transformer,75,kVA,A,,active
XFMR-002251,transformer,SUB-002,FDR-0007,33.210547,-112.055548,12.47,distribution_transformer,250,kVA,ABC,,active
XFMR-002252,transformer,SUB-002,FDR-0007,33.210249,-112.055179,12.47,distribution_transformer,500,kVA,AB,,active
XFMR-002253,transformer,SUB-002,FDR-0007,33.20958,-112.05518,12.47,distribution_transformer,15,kVA,AB,,active
XFMR-002254,transformer,SUB-002,FDR-0007,33.208963,-112.05513,12.47,distribution_transformer,500,kVA,A,,active
XFMR-002255,transformer,SUB-002,FDR-0007,33.208294,-112.055131,12.47,distribution_transformer,167,kVA,A,,active
XFMR-002256,transformer,SUB-002,FDR-0007,33.207849,-112.054909,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-002257,transformer,SUB-002,FDR-0007,33.207096,-112.054995,12.47,distribution_transformer,500,kVA,ABC,,active
XFMR-002258,transformer,SUB-002,FDR-0007,33.206253,-112.055171,12.47,distribution_transformer,50,kVA,AC,,active
XFMR-002259,transformer,SUB-002,FDR-0007,33.2057,-112.055056,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002260,transformer,SUB-002,FDR-0007,33.20505,-112.055039,12.47,distribution_transformer,50,kVA,BC,,active
XFMR-002261,transformer,SUB-002,FDR-0007,33.204937,-112.054485,12.47,distribution_transformer,15,kVA,B,,failed
XFMR-002262,transformer,SUB-002,FDR-0007,33.204225,-112.054529,12.47,distribution_transformer,500,kVA,B,,active
XFMR-002263,transformer,SUB-002,FDR-0007,33.203368,-112.054719,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002264,transformer,SUB-002,FDR-0007,33.202988,-112.054432,12.47,distribution_transformer,15,kVA,A,,active
XFMR-002265,transformer,SUB-002,FDR-0007,33.20254,-112.054213,12.47,distribution_transformer,333,kVA,A,,active
XFMR-002266,transformer,SUB-002,FDR-0007,33.201633,-112.054452,12.47,distribution_transformer,250,kVA,AC,,active
XFMR-002267,transformer,SUB-002,FDR-0007,33.201064,-112.054354,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-002268,transformer,SUB-002,FDR-0007,33.20071,-112.05404,12.47,distribution_transformer,500,kVA,C,,active
XFMR-002269,transformer,SUB-002,FDR-0007,33.200131,-112.053952,12.47,distribution_transformer,25,kVA,A,,active
XFMR-002270,transformer,SUB-002,FDR-0007,33.19939,-112.054026,12.47,distribution_transformer,167,kVA,AC,,active
XFMR-002271,transformer,SUB-002,FDR-0007,33.198978,-112.053771,12.47,distribution_transformer,500,kVA,B,,active
XFMR-002272,transformer,SUB-002,FDR-0007,33.197921,-112.054161,12.47,distribution_transformer,50,kVA,B,,active
XFMR-002273,transformer,SUB-002,FDR-0007,33.197676,-112.053738,12.47,distribution_transformer,15,kVA,BC,,failed
XFMR-002274,transformer,SUB-002,FDR-0007,33.197135,-112.053611,12.47,distribution_transformer,25,kVA,C,,active
XFMR-002275,transformer,SUB-002,FDR-0007,33.196296,-112.053783,12.47,distribution_transformer,167,kVA,B,,active
XFMR-002276,transformer,SUB-002,FDR-0007,33.195791,-112.053621,12.47,distribution_transformer,15,kVA,B,,active
XFMR-002277,transformer,SUB-002,FDR-0007,33.19486,-112.053885,12.47,distribution_transformer,250,kVA,A,,active
XFMR-002278,transformer,SUB-002,FDR-0007,33.194727,-112.053351,12.47,distribution_transformer,75,kVA,B,,active
XFMR-002279,transformer,SUB-002,FDR-0007,33.193652,-112.053758,12.47,distribution_transformer,75,kVA,ABC,,active
XFMR-002280,transformer,SUB-002,FDR-0007,33.193589,-112.053154,12.47,distribution_transformer,100,kVA,AB,,active
XFMR-002281,transformer,SUB-002,FDR-0007,33.192909,-112.053167,12.47,distribution_transformer,100,kVA,AC,,active
XFMR-002282,transformer,SUB-002,FDR-0007,33.192137,-112.053271,12.47,distribution_transformer,15,kVA,AB,,active
XFMR-002283,transformer,SUB-002,FDR-0007,33.191665,-112.053076,12.47,distribution_transformer,25,kVA,ABC,,active
XFMR-002284,transformer,SUB-002,FDR-0007,33.190925,-112.053148,12.47,distribution_transformer,75,kVA,C,,active
XFMR-002285,transformer,SUB-002,FDR-0007,33.190282,-112.053124,12.47,distribution_transformer,333,kVA,AC,,active
XFMR-002286,transformer,SUB-002,FDR-0007,33.189748,-112.052991,12.47,distribution_transformer,75,kVA,BC,,active
XFMR-002287,transformer,SUB-002,FDR-0007,33.189021,-112.053051,12.47,distribution_transformer,50,kVA,BC,,active
XFMR-002288,transformer,SUB-002,FDR-0007,33.188602,-112.052802,12.47,distribution_transformer,75,kVA,C,,active
XFMR-002289,transformer,SUB-002,FDR-0007,33.187833,-112.052904,12.47,distribution_transformer,333,kVA,AB,,active
XFMR-002290,transformer,SUB-002,FDR-0007,33.187483,-112.052587,12.47,distribution_transformer,37.5,kVA,AC,,active
XFMR-002291,transformer,SUB-002,FDR-0007,33.186953,-112.052449,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-002292,transformer,SUB-002,FDR-0007,33.186053,-112.052682,12.47,distribution_transformer,37.5,kVA,B,,active
XFMR-002293,transformer,SUB-002,FDR-0007,33.185507,-112.052561,12.47,distribution_transformer,100,kVA,AB,,active
XFMR-002294,transformer,SUB-002,FDR-0007,33.184773,-112.052627,12.47,distribution_transformer,333,kVA,A,,active
XFMR-002295,transformer,SUB-002,FDR-0007,33.18468,-112.052053,12.47,distribution_transformer,10,kVA,A,,active
XFMR-002296,transformer,SUB-002,FDR-0007,33.184088,-112.051978,12.47,distribution_transformer,333,kVA,ABC,,active
XFMR-002297,transformer,SUB-002,FDR-0007,33.183057,-112.052341,12.47,distribution_transformer,100,kVA,AC,,active
XFMR-002298,transformer,SUB-002,FDR-0007,33.182533,-112.052197,12.47,distribution_transformer,15,kVA,B,,active
XFMR-002299,transformer,SUB-002,FDR-0007,33.182302,-112.051762,12.47,distribution_transformer,10,kVA,ABC,,active
XFMR-002300,transformer,SUB-002,FDR-0007,33.18127,-112.052126,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002301,transformer,SUB-002,FDR-0007,33.180853,-112.051876,12.47,distribution_transformer,10,kVA,A,,active
XFMR-002302,transformer,SUB-002,FDR-0007,33.180175,-112.051887,12.47,distribution_transformer,37.5,kVA,B,,active
XFMR-002303,transformer,SUB-002,FDR-0007,33.179412,-112.051982,12.47,distribution_transformer,250,kVA,BC,,active
XFMR-002304,transformer,SUB-002,FDR-0007,33.17922,-112.051507,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-002305,transformer,SUB-002,FDR-0007,33.178497,-112.051562,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-002306,transformer,SUB-002,FDR-0007,33.177777,-112.051616,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-002307,transformer,SUB-002,FDR-0007,33.176939,-112.051786,12.47,distribution_transformer,500,kVA,C,,active
XFMR-002308,transformer,SUB-002,FDR-0007,33.176608,-112.051449,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-002309,transformer,SUB-002,FDR-0007,33.175835,-112.051556,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-002310,transformer,SUB-002,FDR-0007,33.175272,-112.051451,12.47,distribution_transformer,500,kVA,AB,,active
XFMR-002311,transformer,SUB-002,FDR-0007,33.174852,-112.051204,12.47,distribution_transformer,333,kVA,AB,,active
XFMR-002312,transformer,SUB-002,FDR-0007,33.174378,-112.05101,12.47,distribution_transformer,333,kVA,ABC,,active
XFMR-002313,transformer,SUB-002,FDR-0007,33.173549,-112.051172,12.47,distribution_transformer,100,kVA,C,,active
XFMR-002314,transformer,SUB-002,FDR-0007,33.173291,-112.050763,12.47,distribution_transformer,10,kVA,AC,,active
XFMR-002315,transformer,SUB-002,FDR-0007,33.172596,-112.05079,12.47,distribution_transformer,10,kVA,AB,,active
XFMR-002316,transformer,SUB-002,FDR-0007,33.171834,-112.050885,12.47,distribution_transformer,167,kVA,AB,,active
XFMR-002317,transformer,SUB-002,FDR-0007,33.171137,-112.050914,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-002318,transformer,SUB-002,FDR-0007,33.170767,-112.050617,12.47,distribution_transformer,333,kVA,BC,,active
XFMR-002319,transformer,SUB-002,FDR-0007,33.17024,-112.050477,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002320,transformer,SUB-002,FDR-0007,33.169218,-112.050832,12.47,distribution_transformer,15,kVA,BC,,active
XFMR-002321,transformer,SUB-002,FDR-0007,33.169107,-112.050276,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-002322,transformer,SUB-002,FDR-0007,33.168308,-112.050407,12.47,distribution_transformer,37.5,kVA,ABC,,active
XFMR-002323,transformer,SUB-002,FDR-0007,33.167869,-112.050178,12.47,distribution_transformer,25,kVA,C,,active
XFMR-002324,transformer,SUB-002,FDR-0007,33.167288,-112.050092,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-002325,transformer,SUB-002,FDR-0007,33.166677,-112.050036,12.47,distribution_transformer,250,kVA,A,,active
XFMR-002326,transformer,SUB-002,FDR-0007,33.165703,-112.050343,12.47,distribution_transformer,25,kVA,B,,active
XFMR-002327,transformer,SUB-002,FDR-0007,33.165323,-112.050055,12.47,distribution_transformer,10,kVA,BC,,active
XFMR-002328,transformer,SUB-002,FDR-0007,33.164701,-112.05001,12.47,distribution_transformer,25,kVA,B,,active
XFMR-002329,transformer,SUB-002,FDR-0007,33.164096,-112.049948,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002330,transformer,SUB-002,FDR-0007,33.163252,-112.050124,12.47,distribution_transformer,100,kVA,B,,active
XFMR-002331,transformer,SUB-002,FDR-0007,33.162925,-112.049784,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-002332,transformer,SUB-002,FDR-0007,33.162601,-112.049441,12.47,distribution_transformer,75,kVA,ABC,,active
XFMR-002333,transformer,SUB-002,FDR-0007,33.161539,-112.049836,12.47,distribution_transformer,167,kVA,B,,active
XFMR-002334,transformer,SUB-002,FDR-0007,33.161063,-112.049644,12.47,distribution_transformer,50,kVA,A,,active
XFMR-002335,transformer,SUB-002,FDR-0007,33.160261,-112.049779,12.47,distribution_transformer,167,kVA,B,,active
XFMR-002336,transformer,SUB-002,FDR-0007,33.160101,-112.049272,12.47,distribution_transformer,167,kVA,ABC,,active
XFMR-002337,transformer,SUB-002,FDR-0007,33.15914,-112.049565,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-002338,transformer,SUB-002,FDR-0007,33.158738,-112.0493,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-002339,transformer,SUB-002,FDR-0007,33.15795,-112.049421,12.47,distribution_transformer,500,kVA,A,,active
XFMR-002340,transformer,SUB-002,FDR-0007,33.157812,-112.048891,12.47,distribution_transformer,500,kVA,ABC,,active
XFMR-002341,transformer,SUB-002,FDR-0007,33.157163,-112.048873,12.47,distribution_transformer,250,kVA,AB,,active
XFMR-002342,transformer,SUB-002,FDR-0007,33.15619,-112.049178,12.47,distribution_transformer,250,kVA,B,,active
XFMR-002343,transformer,SUB-002,FDR-0007,33.155815,-112.048886,12.47,distribution_transformer,10,kVA,A,,active
XFMR-002344,transformer,SUB-002,FDR-0007,33.155151,-112.048883,12.47,distribution_transformer,75,kVA,ABC,,active
XFMR-002345,transformer,SUB-002,FDR-0007,33.154507,-112.04886,12.47,distribution_transformer,250,kVA,BC,,active
XFMR-002346,transformer,SUB-002,FDR-0007,33.153998,-112.048701,12.47,distribution_transformer,500,kVA,ABC,,active
XFMR-002347,transformer,SUB-002,FDR-0007,33.153522,-112.04851,12.47,distribution_transformer,500,kVA,C,,active
XFMR-002348,transformer,SUB-002,FDR-0007,33.152728,-112.048637,12.47,distribution_transformer,100,kVA,B,,failed
XFMR-002349,transformer,SUB-002,FDR-0007,33.151982,-112.048716,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-002350,transformer,SUB-002,FDR-0007,33.151647,-112.048383,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-002351,transformer,SUB-002,FDR-0007,33.150999,-112.048364,12.47,distribution_transformer,15,kVA,B,,active
XFMR-002352,transformer,SUB-002,FDR-0007,33.150162,-112.048534,12.47,distribution_transformer,167,kVA,ABC,,active
XFMR-002353,transformer,SUB-002,FDR-0007,33.150028,-112.048,12.47,distribution_transformer,50,kVA,BC,,active
XFMR-002354,transformer,SUB-002,FDR-0007,33.149015,-112.048346,12.47,distribution_transformer,500,kVA,ABC,,active
XFMR-002355,transformer,SUB-002,FDR-0007,33.148339,-112.048355,12.47,distribution_transformer,167,kVA,C,,active
XFMR-002356,transformer,SUB-002,FDR-0007,33.148164,-112.047862,12.47,distribution_transformer,100,kVA,A,,active
XFMR-002357,transformer,SUB-002,FDR-0007,33.147466,-112.047893,12.47,distribution_transformer,37.5,kVA,B,,active
XFMR-002358,transformer,SUB-002,FDR-0007,33.146841,-112.047851,12.47,distribution_transformer,100,kVA,AC,,active
XFMR-002359,transformer,SUB-002,FDR-0007,33.14599,-112.048034,12.47,distribution_transformer,25,kVA,BC,,active
XFMR-002360,transformer,SUB-002,FDR-0007,33.145901,-112.047456,12.47,distribution_transformer,10,kVA,AB,,active
XFMR-002361,transformer,SUB-002,FDR-0007,33.145336,-112.047354,12.47,distribution_transformer,75,kVA,C,,active
XFMR-002362,transformer,SUB-002,FDR-0007,33.144752,-112.047271,12.47,distribution_transformer,100,kVA,BC,,active
XFMR-002363,transformer,SUB-002,FDR-0007,33.143729,-112.047626,12.47,distribution_transformer,333,kVA,ABC,,active
XFMR-002364,transformer,SUB-002,FDR-0007,33.143317,-112.047371,12.47,distribution_transformer,15,kVA,A,,failed
XFMR-002365,transformer,SUB-002,FDR-0007,33.142689,-112.047331,12.47,distribution_transformer,167,kVA,A,,active
XFMR-002366,transformer,SUB-002,FDR-0007,33.141788,-112.047565,12.47,distribution_transformer,50,kVA,ABC,,active
XFMR-002367,transformer,SUB-002,FDR-0007,33.141593,-112.047093,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002368,transformer,SUB-002,FDR-0007,33.140775,-112.047244,12.47,distribution_transformer,10,kVA,BC,,failed
XFMR-002369,transformer,SUB-002,FDR-0007,33.140534,-112.046817,12.47,distribution_transformer,25,kVA,AB,,active
XFMR-002370,transformer,SUB-002,FDR-0007,33.139754,-112.04693,12.47,distribution_transformer,250,kVA,A,,active
XFMR-002371,transformer,SUB-002,FDR-0007,33.1393,-112.046717,12.47,distribution_transformer,25,kVA,AC,,active
XFMR-002372,transformer,SUB-002,FDR-0007,33.138362,-112.046987,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-002373,transformer,SUB-002,FDR-0007,33.138082,-112.046599,12.47,distribution_transformer,75,kVA,BC,,active
XFMR-002374,transformer,SUB-002,FDR-0007,33.137241,-112.046774,12.47,distribution_transformer,37.5,kVA,ABC,,active
XFMR-002375,transformer,SUB-002,FDR-0007,33.136681,-112.046666,12.47,distribution_transformer,25,kVA,A,,active
XFMR-002376,transformer,SUB-002,FDR-0007,33.135897,-112.046783,12.47,distribution_transformer,167,kVA,B,,active
XFMR-002377,transformer,SUB-002,FDR-0007,33.135624,-112.046388,12.47,distribution_transformer,333,kVA,B,,active
XFMR-002378,transformer,SUB-002,FDR-0007,33.135002,-112.046343,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002379,transformer,SUB-002,FDR-0007,33.134238,-112.04644,12.47,distribution_transformer,100,kVA,B,,active
XFMR-002380,transformer,SUB-002,FDR-0007,33.133935,-112.046075,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-002381,transformer,SUB-002,FDR-0007,33.133066,-112.046277,12.47,distribution_transformer,75,kVA,AB,,active
XFMR-002382,transformer,SUB-002,FDR-0007,33.132485,-112.046191,12.47,distribution_transformer,75,kVA,ABC,,active
XFMR-002383,transformer,SUB-002,FDR-0007,33.131885,-112.046124,12.47,distribution_transformer,167,kVA,C,,active
XFMR-002384,transformer,SUB-002,FDR-0007,33.131402,-112.045939,12.47,distribution_transformer,50,kVA,B,,active
XFMR-002385,transformer,SUB-002,FDR-0007,33.130822,-112.045852,12.47,distribution_transformer,75,kVA,ABC,,active
XFMR-002386,transformer,SUB-002,FDR-0007,33.13031,-112.045696,12.47,distribution_transformer,250,kVA,B,,active
XFMR-002387,transformer,SUB-002,FDR-0007,33.129766,-112.045573,12.47,distribution_transformer,250,kVA,C,,active
XFMR-002388,transformer,SUB-002,FDR-0007,33.129022,-112.045649,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-002389,transformer,SUB-002,FDR-0007,33.128233,-112.045771,12.47,distribution_transformer,167,kVA,A,,active
XFMR-002390,transformer,SUB-002,FDR-0007,33.127839,-112.045498,12.47,distribution_transformer,15,kVA,AB,,active
XFMR-002391,transformer,SUB-002,FDR-0007,33.127421,-112.045249,12.47,distribution_transformer,333,kVA,B,,active
XFMR-002392,transformer,SUB-002,FDR-0007,33.126782,-112.04522,12.47,distribution_transformer,37.5,kVA,AC,,failed
XFMR-002393,transformer,SUB-002,FDR-0007,33.125812,-112.045523,12.47,distribution_transformer,37.5,kVA,ABC,,failed
XFMR-002394,transformer,SUB-002,FDR-0007,33.125107,-112.045561,12.47,distribution_transformer,15,kVA,ABC,,active
XFMR-002395,transformer,SUB-002,FDR-0007,33.124492,-112.045508,12.47,distribution_transformer,500,kVA,ABC,,active
XFMR-002396,transformer,SUB-002,FDR-0007,33.12448,-112.044853,12.47,distribution_transformer,37.5,kVA,BC,,active
XFMR-002397,transformer,SUB-002,FDR-0007,33.123524,-112.045142,12.47,distribution_transformer,75,kVA,B,,active
XFMR-002398,transformer,SUB-002,FDR-0007,33.122892,-112.045107,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-002399,transformer,SUB-002,FDR-0007,33.122537,-112.044794,12.47,distribution_transformer,25,kVA,AC,,active
XFMR-002400,transformer,SUB-002,FDR-0007,33.122046,-112.044618,12.47,distribution_transformer,37.5,kVA,AC,,active
XFMR-002401,transformer,SUB-002,FDR-0007,33.121079,-112.044917,12.47,distribution_transformer,250,kVA,AC,,active
XFMR-002402,transformer,SUB-002,FDR-0007,33.120822,-112.044507,12.47,distribution_transformer,10,kVA,B,,active
XFMR-002403,transformer,SUB-002,FDR-0007,33.119985,-112.044677,12.47,distribution_transformer,15,kVA,BC,,active
XFMR-002404,transformer,SUB-002,FDR-0007,33.119487,-112.044508,12.47,distribution_transformer,15,kVA,C,,active
XFMR-002405,transformer,SUB-002,FDR-0007,33.118636,-112.044692,12.47,distribution_transformer,50,kVA,AC,,active
XFMR-002406,transformer,SUB-002,FDR-0007,33.118023,-112.044637,12.47,distribution_transformer,75,kVA,B,,active
XFMR-002407,transformer,SUB-002,FDR-0007,33.117534,-112.044459,12.47,distribution_transformer,100,kVA,ABC,,active
XFMR-002408,transformer,SUB-002,FDR-0007,33.116975,-112.04435,12.47,distribution_transformer,25,kVA,B,,active
XFMR-002409,transformer,SUB-002,FDR-0007,33.116723,-112.043935,12.47,distribution_transformer,37.5,kVA,ABC,,active
XFMR-002410,transformer,SUB-002,FDR-0007,33.115927,-112.044064,12.47,distribution_transformer,37.5,kVA,A,,failed
XFMR-002411,transformer,SUB-002,FDR-0007,33.115159,-112.044165,12.47,distribution_transformer,500,kVA,C,,active
XFMR-002412,transformer,SUB-002,FDR-0007,33.114931,-112.043725,12.47,distribution_transformer,167,kVA,A,,active
XFMR-002413,transformer,SUB-002,FDR-0007,33.114213,-112.043776,12.47,distribution_transformer,333,kVA,B,,active
XFMR-002414,transformer,SUB-002,FDR-0007,33.113593,-112.043729,12.47,distribution_transformer,75,kVA,A,,active
XFMR-002415,transformer,SUB-002,FDR-0007,33.112883,-112.043771,12.47,distribution_transformer,100,kVA,C,,active
XFMR-002416,transformer,SUB-002,FDR-0007,33.112364,-112.043623,12.47,distribution_transformer,25,kVA,AC,,active
XFMR-002417,transformer,SUB-002,FDR-0007,33.111879,-112.043441,12.47,distribution_transformer,15,kVA,BC,,active
XFMR-002418,transformer,SUB-002,FDR-0007,33.110953,-112.043699,12.47,distribution_transformer,10,kVA,A,,active
XFMR-002419,transformer,SUB-002,FDR-0007,33.110699,-112.043286,12.47,distribution_transformer,250,kVA,BC,,active
XFMR-002420,transformer,SUB-002,FDR-0007,33.109739,-112.043578,12.47,distribution_transformer,75,kVA,C,,active
XFMR-002421,transformer,SUB-002,FDR-0007,33.109465,-112.043185,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-002422,transformer,SUB-002,FDR-0007,33.108937,-112.043046,12.47,distribution_transformer,15,kVA,ABC,,active
XFMR-002423,transformer,SUB-002,FDR-0007,33.10833,-112.042986,12.47,distribution_transformer,10,kVA,C,,active
XFMR-002424,transformer,SUB-002,FDR-0007,33.107641,-112.043007,12.47,distribution_transformer,25,kVA,A,,active
XFMR-002425,transformer,SUB-002,FDR-0007,33.106887,-112.043094,12.47,distribution_transformer,167,kVA,ABC,,active
XFMR-002426,transformer,SUB-002,FDR-0007,33.1061,-112.043214,12.47,distribution_transformer,250,kVA,ABC,,active
XFMR-002427,transformer,SUB-002,FDR-0007,33.105798,-112.042849,12.47,distribution_transformer,333,kVA,AC,,active
XFMR-002428,transformer,SUB-002,FDR-0007,33.10525,-112.042729,12.47,distribution_transformer,25,kVA,B,,active
XFMR-002429,transformer,SUB-002,FDR-0007,33.104741,-112.04257,12.47,distribution_transformer,333,kVA,ABC,,active
XFMR-002430,transformer,SUB-002,FDR-0007,33.103878,-112.042766,12.47,distribution_transformer,333,kVA,AC,,active
XFMR-002431,transformer,SUB-002,FDR-0007,33.103106,-112.042871,12.47,distribution_transformer,333,kVA,AB,,active
XFMR-002432,transformer,SUB-002,FDR-0007,33.102962,-112.042348,12.47,distribution_transformer,100,kVA,C,,active
XFMR-002433,transformer,SUB-002,FDR-0007,33.101947,-112.042696,12.47,distribution_transformer,50,kVA,AC,,active
XFMR-002434,transformer,SUB-002,FDR-0007,33.101584,-112.042391,12.47,distribution_transformer,500,kVA,B,,active
XFMR-002435,transformer,SUB-002,FDR-0007,33.101087,-112.042221,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002436,transformer,SUB-002,FDR-0007,33.100111,-112.042529,12.47,distribution_transformer,10,kVA,AC,,failed
XFMR-002437,transformer,SUB-002,FDR-0007,33.099512,-112.042461,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-002438,transformer,SUB-002,FDR-0007,33.098926,-112.04238,12.47,distribution_transformer,75,kVA,C,,active
XFMR-002439,transformer,SUB-002,FDR-0007,33.098421,-112.042218,12.47,distribution_transformer,500,kVA,B,,active
XFMR-002440,transformer,SUB-002,FDR-0007,33.098182,-112.04179,12.47,distribution_transformer,500,kVA,B,,active
XFMR-002441,transformer,SUB-002,FDR-0007,33.097215,-112.042089,12.47,distribution_transformer,100,kVA,AB,,active
XFMR-002442,transformer,SUB-002,FDR-0007,33.096782,-112.041855,12.47,distribution_transformer,37.5,kVA,AB,,active
XFMR-002443,transformer,SUB-002,FDR-0007,33.095978,-112.041992,12.47,distribution_transformer,10,kVA,AB,,active
XFMR-002444,transformer,SUB-002,FDR-0007,33.095662,-112.04164,12.47,distribution_transformer,167,kVA,B,,active
XFMR-002445,transformer,SUB-002,FDR-0007,33.094967,-112.041667,12.47,distribution_transformer,167,kVA,B,,active
XFMR-002446,transformer,SUB-002,FDR-0007,33.094214,-112.041753,12.47,distribution_transformer,250,kVA,BC,,active
XFMR-002447,transformer,SUB-002,FDR-0007,33.0938,-112.0415,12.47,distribution_transformer,15,kVA,C,,active
XFMR-002448,transformer,SUB-002,FDR-0007,33.093465,-112.041167,12.47,distribution_transformer,15,kVA,B,,active
XFMR-002449,transformer,SUB-002,FDR-0007,33.092696,-112.041269,12.47,distribution_transformer,250,kVA,ABC,,active
XFMR-002450,transformer,SUB-002,FDR-0007,33.091701,-112.041597,12.47,distribution_transformer,10,kVA,C,,failed
XFMR-002451,transformer,SUB-002,FDR-0007,33.091219,-112.041412,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002452,transformer,SUB-002,FDR-0007,33.09067,-112.041293,12.47,distribution_transformer,37.5,kVA,AC,,active
XFMR-002453,transformer,SUB-002,FDR-0007,33.090125,-112.041171,12.47,distribution_transformer,100,kVA,AB,,active
XFMR-002454,transformer,SUB-002,FDR-0007,33.089516,-112.041112,12.47,distribution_transformer,167,kVA,ABC,,active
XFMR-002455,transformer,SUB-002,FDR-0007,33.088977,-112.040984,12.47,distribution_transformer,250,kVA,A,,active
XFMR-002456,transformer,SUB-002,FDR-0007,33.088261,-112.041033,12.47,distribution_transformer,10,kVA,B,,active
XFMR-002457,transformer,SUB-002,FDR-0007,33.08757,-112.041057,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002458,transformer,SUB-002,FDR-0007,33.087061,-112.040898,12.47,distribution_transformer,15,kVA,A,,active
XFMR-002459,transformer,SUB-002,FDR-0007,33.086929,-112.040363,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002460,transformer,SUB-002,FDR-0007,33.08588,-112.040745,12.47,distribution_transformer,15,kVA,A,,active
XFMR-002461,transformer,SUB-002,FDR-0007,33.085705,-112.040252,12.47,distribution_transformer,37.5,kVA,A,,active
XFMR-002462,transformer,SUB-002,FDR-0007,33.08494,-112.04035,12.47,distribution_transformer,10,kVA,ABC,,active
XFMR-002463,transformer,SUB-002,FDR-0007,33.08401,-112.040613,12.47,distribution_transformer,250,kVA,BC,,failed
XFMR-002464,transformer,SUB-002,FDR-0007,33.083772,-112.040184,12.47,distribution_transformer,75,kVA,ABC,,active
XFMR-002465,transformer,SUB-002,FDR-0007,33.083201,-112.040087,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002466,transformer,SUB-002,FDR-0007,33.082655,-112.039966,12.47,distribution_transformer,37.5,kVA,AC,,active
XFMR-002467,transformer,SUB-002,FDR-0007,33.081684,-112.040269,12.47,distribution_transformer,50,kVA,AB,,active
XFMR-002468,transformer,SUB-002,FDR-0007,33.08105,-112.040236,12.47,distribution_transformer,15,kVA,AC,,active
XFMR-002469,transformer,SUB-002,FDR-0007,33.08083,-112.039789,12.47,distribution_transformer,500,kVA,AB,,active
XFMR-002470,transformer,SUB-002,FDR-0007,33.079873,-112.040079,12.47,distribution_transformer,100,kVA,A,,active
XFMR-002471,transformer,SUB-002,FDR-0007,33.079592,-112.039692,12.47,distribution_transformer,100,kVA,A,,active
XFMR-002472,transformer,SUB-002,FDR-0007,33.078834,-112.039783,12.47,distribution_transformer,100,kVA,B,,active
XFMR-002473,transformer,SUB-002,FDR-0007,33.078322,-112.039627,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002474,transformer,SUB-002,FDR-0007,33.07775,-112.039533,12.47,distribution_transformer,500,kVA,BC,,active
XFMR-002475,transformer,SUB-002,FDR-0007,33.077299,-112.039316,12.47,distribution_transformer,167,kVA,C,,active
XFMR-002476,transformer,SUB-002,FDR-0007,33.076641,-112.039307,12.47,distribution_transformer,10,kVA,B,,active
XFMR-002477,transformer,SUB-002,FDR-0007,33.075884,-112.039396,12.47,distribution_transformer,15,kVA,ABC,,active
