charger_id,customer_id,transformer_id,feeder_id,substation_id,latitude,longitude,charger_type,power_kw,connector,install_date,network,status
EV-004110,CUST-0053000,XFMR-008213,FDR-0025,SUB-007,33.542372,-112.158908,Level 1,1.4,NEMA 5-15,2019-01-01,EVgo,active
EV-004111,CUST-0053024,XFMR-008218,FDR-0025,SUB-007,33.542804,-112.160442,Level 2,11.5,J1772,2024-06-01,private,active
EV-004112,CUST-0053042,XFMR-008220,FDR-0025,SUB-007,33.542405,-112.160555,DCFC,50,CCS,2021-09-01,EVgo,active
EV-004113,CUST-0053048,XFMR-008223,FDR-0025,SUB-007,33.542323,-112.162028,Level 2,19.2,J1772,2024-05-01,Tesla,active
EV-004114,CUST-0053052,XFMR-008225,FDR-0025,SUB-007,33.542447,-112.161977,Level 2,11.5,J1772,2023-07-01,private,active
EV-004115,CUST-0053059,XFMR-008227,FDR-0025,SUB-007,33.542748,-112.163245,Level 2,11.5,J1772,2020-03-01,Blink,active
EV-004116,CUST-0053060,XFMR-008227,FDR-0025,SUB-007,33.542152,-112.163037,Level 2,7.7,J1772,2021-04-01,Tesla,active
EV-004117,CUST-0053105,XFMR-008232,FDR-0025,SUB-007,33.542803,-112.165017,Level 1,1.4,NEMA 5-15,2021-04-01,Blink,active
EV-004118,CUST-0053126,XFMR-008236,FDR-0025,SUB-007,33.542825,-112.165984,DCFC,150,CCS,2022-04-01,Tesla,active
EV-004119,CUST-0053138,XFMR-008238,FDR-0026,SUB-007,33.542277,-112.039371,Level 2,19.2,J1772,2020-09-01,EVgo,active
EV-004120,CUST-0053146,XFMR-008240,FDR-0026,SUB-007,33.54158,-112.039708,Level 2,7.7,J1772,2020-08-01,ChargePoint,active
EV-004121,CUST-0053156,XFMR-008242,FDR-0026,SUB-007,33.541663,-112.039027,Level 1,1.4,NEMA 5-15,2021-05-01,Electrify America,active
EV-004122,CUST-0053167,XFMR-008243,FDR-0026,SUB-007,33.541707,-112.038877,Level 2,19.2,J1772,2024-02-01,Electrify America,active
EV-004123,CUST-0053189,XFMR-008245,FDR-0026,SUB-007,33.540931,-112.039142,Level 2,11.5,J1772,2024-04-01,Blink,active
EV-004124,CUST-0053216,XFMR-008249,FDR-0026,SUB-007,33.54018,-112.039492,Level 2,19.2,J1772,2024-04-01,ChargePoint,active
EV-004125,CUST-0053227,XFMR-008251,FDR-0026,SUB-007,33.539604,-112.039349,Level 2,11.5,J1772,2019-09-01,private,active
EV-004126,CUST-0053233,XFMR-008251,FDR-0026,SUB-007,33.539765,-112.038933,Level 2,11.5,J1772,2019-12-01,EVgo,active
EV-004127,CUST-0053238,XFMR-008251,FDR-0026,SUB-007,33.540337,-112.03889,Level 1,1.4,NEMA 5-15,2020-02-01,ChargePoint,active
EV-004128,CUST-0053239,XFMR-008252,FDR-0026,SUB-007,33.540138,-112.038916,Level 2,19.2,J1772,2022-07-01,private,offline
EV-004129,CUST-0053246,XFMR-008252,FDR-0026,SUB-007,33.539585,-112.038929,Level 2,11.5,J1772,2020-01-01,EVgo,active
EV-004130,CUST-0053263,XFMR-008256,FDR-0026,SUB-007,33.538928,-112.039569,Level 2,11.5,J1772,2023-07-01,ChargePoint,active
EV-004131,CUST-0053304,XFMR-008261,FDR-0026,SUB-007,33.537915,-112.039452,Level 2,7.7,J1772,2023-08-01,EVgo,active
EV-004132,CUST-0053313,XFMR-008263,FDR-0026,SUB-007,33.537795,-112.039604,Level 2,11.5,J1772,2023-04-01,ChargePoint,active
EV-004133,CUST-0053344,XFMR-008266,FDR-0026,SUB-007,33.537532,-112.039674,Level 1,1.4,NEMA 5-15,2024-11-01,ChargePoint,active
EV-004134,CUST-0053351,XFMR-008267,FDR-0026,SUB-007,33.536838,-112.039503,Level 2,7.7,J1772,2020-07-01,Blink,active
EV-004135,CUST-0053374,XFMR-008270,FDR-0026,SUB-007,33.53644,-112.039038,Level 2,19.2,J1772,2022-05-01,EVgo,active
EV-004136,CUST-0053402,XFMR-008274,FDR-0026,SUB-007,33.535888,-112.039344,Level 2,19.2,J1772,2021-02-01,ChargePoint,active
EV-004137,CUST-0053404,XFMR-008274,FDR-0026,SUB-007,33.53627,-112.038973,Level 2,7.7,J1772,2021-02-01,Tesla,active
EV-004138,CUST-0053420,XFMR-008275,FDR-0026,SUB-007,33.536026,-112.03891,Level 2,7.7,J1772,2024-12-01,EVgo,active
EV-004139,CUST-0053452,XFMR-008281,FDR-0026,SUB-007,33.534918,-112.039211,Level 2,19.2,J1772,2022-04-01,Blink,active
EV-004140,CUST-0053460,XFMR-008282,FDR-0026,SUB-007,33.534645,-112.039709,Level 2,11.5,J1772,2021-11-01,Blink,active
EV-004141,CUST-0053464,XFMR-008283,FDR-0026,SUB-007,33.534101,-112.038853,Level 2,19.2,J1772,2020-10-01,Tesla,active
EV-004142,CUST-0053471,XFMR-008284,FDR-0026,SUB-007,33.5345,-112.039534,Level 2,11.5,J1772,2020-08-01,Electrify America,active
EV-004143,CUST-0053490,XFMR-008285,FDR-0026,SUB-007,33.534125,-112.039564,Level 2,7.7,J1772,2022-03-01,ChargePoint,active
EV-004144,CUST-0053491,XFMR-008286,FDR-0026,SUB-007,33.534239,-112.03929,Level 2,19.2,J1772,2019-04-01,Tesla,active
EV-004145,CUST-0053498,XFMR-008288,FDR-0026,SUB-007,33.5338,-112.039074,Level 2,11.5,J1772,2021-11-01,private,active
EV-004146,CUST-0053509,XFMR-008290,FDR-0026,SUB-007,33.533408,-112.038975,DCFC,50,CCS,2022-12-01,Tesla,active
EV-004147,CUST-0053516,XFMR-008290,FDR-0026,SUB-007,33.533114,-112.039463,Level 2,11.5,J1772,2020-12-01,ChargePoint,active
EV-004148,CUST-0053524,XFMR-008292,FDR-0026,SUB-007,33.532497,-112.039449,DCFC,50,CCS,2021-05-01,Blink,active
EV-004149,CUST-0053535,XFMR-008295,FDR-0026,SUB-007,33.531954,-112.039575,Level 1,1.4,NEMA 5-15,2023-11-01,Tesla,active
EV-004150,CUST-0053538,XFMR-008295,FDR-0026,SUB-007,33.532329,-112.039035,Level 1,1.4,NEMA 5-15,2021-03-01,private,active
EV-004151,CUST-0053540,XFMR-008296,FDR-0026,SUB-007,33.53193,-112.038957,Level 1,1.4,NEMA 5-15,2022-09-01,ChargePoint,active
EV-004152,CUST-0053541,XFMR-008296,FDR-0026,SUB-007,33.531824,-112.039433,Level 2,19.2,J1772,2020-12-01,EVgo,active
EV-004153,CUST-0053545,XFMR-008297,FDR-0026,SUB-007,33.532109,-112.038897,Level 2,19.2,J1772,2024-12-01,Tesla,active
EV-004154,CUST-0053556,XFMR-008298,FDR-0026,SUB-007,33.532007,-112.039714,Level 2,19.2,J1772,2021-04-01,EVgo,active
EV-004155,CUST-0053573,XFMR-008300,FDR-0026,SUB-007,33.531536,-112.039684,Level 2,11.5,J1772,2023-01-01,Electrify America,active
EV-004156,CUST-0053575,XFMR-008300,FDR-0026,SUB-007,33.531515,-112.039069,Level 2,19.2,J1772,2021-09-01,Tesla,active
EV-004157,CUST-0053588,XFMR-008302,FDR-0026,SUB-007,33.531252,-112.038991,Level 1,1.4,NEMA 5-15,2024-09-01,Blink,active
EV-004158,CUST-0053592,XFMR-008303,FDR-0026,SUB-007,33.530833,-112.039715,Level 2,7.7,J1772,2022-03-01,EVgo,active
EV-004159,CUST-0053619,XFMR-008305,FDR-0026,SUB-007,33.530391,-112.039204,Level 2,11.5,J1772,2024-08-01,Electrify America,active
EV-004160,CUST-0053620,XFMR-008305,FDR-0026,SUB-007,33.530289,-112.039128,Level 2,11.5,J1772,2024-09-01,ChargePoint,active
EV-004161,CUST-0053625,XFMR-008306,FDR-0026,SUB-007,33.53012,-112.038901,Level 2,7.7,J1772,2020-09-01,Electrify America,active
EV-004162,CUST-0053637,XFMR-008308,FDR-0026,SUB-007,33.530089,-112.039314,Level 1,1.4,NEMA 5-15,2019-12-01,Tesla,active
EV-004163,CUST-0053664,XFMR-008312,FDR-0026,SUB-007,33.52966,-112.03947,Level 2,7.7,J1772,2020-09-01,Blink,active
EV-004164,CUST-0053665,XFMR-008312,FDR-0026,SUB-007,33.529597,-112.038968,Level 2,19.2,J1772,2024-02-01,ChargePoint,active
EV-004165,CUST-0053668,XFMR-008314,FDR-0026,SUB-007,33.529377,-112.039056,DCFC,350,CCS,2019-09-01,EVgo,active
EV-004166,CUST-0053671,XFMR-008315,FDR-0026,SUB-007,33.529209,-112.039471,DCFC,350,CCS,2021-12-01,Electrify America,active
EV-004167,CUST-0053686,XFMR-008318,FDR-0026,SUB-007,33.528441,-112.039408,Level 2,11.5,J1772,2020-05-01,EVgo,active
EV-004168,CUST-0053698,XFMR-008319,FDR-0026,SUB-007,33.528409,-112.039384,Level 2,7.7,J1772,2022-08-01,Electrify America,active
EV-004169,CUST-0053715,XFMR-008321,FDR-0026,SUB-007,33.527511,-112.039413,Level 2,7.7,J1772,2020-06-01,Blink,active
EV-004170,CUST-0053734,XFMR-008326,FDR-0026,SUB-007,33.527012,-112.039493,Level 2,7.7,J1772,2022-07-01,EVgo,active
EV-004171,CUST-0053735,XFMR-008327,FDR-0026,SUB-007,33.526523,-112.039475,Level 2,11.5,J1772,2024-06-01,private,active
EV-004172,CUST-0053753,XFMR-008328,FDR-0026,SUB-007,33.527003,-112.039566,DCFC,150,CCS,2020-07-01,Electrify America,active
EV-004173,CUST-0053763,XFMR-008330,FDR-0026,SUB-007,33.525959,-112.038886,Level 2,19.2,J1772,2024-12-01,EVgo,active
EV-004174,CUST-0053768,XFMR-008330,FDR-0026,SUB-007,33.526422,-112.039555,Level 2,7.7,J1772,2024-09-01,EVgo,active
EV-004175,CUST-0053790,XFMR-008333,FDR-0026,SUB-007,33.525429,-112.039667,Level 2,19.2,J1772,2024-06-01,Electrify America,active
EV-004176,CUST-0053810,XFMR-008335,FDR-0026,SUB-007,33.525407,-112.039497,Level 2,19.2,J1772,2021-06-01,Blink,active
EV-004177,CUST-0053820,XFMR-008336,FDR-0026,SUB-007,33.525343,-112.038828,Level 2,11.5,J1772,2020-01-01,Blink,active
EV-004178,CUST-0053831,XFMR-008341,FDR-0026,SUB-007,33.524349,-112.039621,DCFC,350,CCS,2023-11-01,private,active
EV-004179,CUST-0053843,XFMR-008343,FDR-0026,SUB-007,33.523909,-112.039463,Level 2,11.5,J1772,2019-05-01,Tesla,active
EV-004180,CUST-0053847,XFMR-008343,FDR-0026,SUB-007,33.523941,-112.039476,Level 1,1.4,NEMA 5-15,2023-09-01,Electrify America,active
EV-004181,CUST-0053851,XFMR-008344,FDR-0026,SUB-007,33.523601,-112.039555,Level 2,19.2,J1772,2022-09-01,Electrify America,active
EV-004182,CUST-0053853,XFMR-008344,FDR-0026,SUB-007,33.5236,-112.039587,Level 2,7.7,J1772,2021-02-01,Electrify America,active
EV-004183,CUST-0053858,XFMR-008346,FDR-0026,SUB-007,33.523388,-112.039322,Level 2,19.2,J1772,2020-04-01,EVgo,offline
EV-004184,CUST-0053862,XFMR-008347,FDR-0026,SUB-007,33.523189,-112.039136,Level 2,11.5,J1772,2023-06-01,EVgo,active
EV-004185,CUST-0053885,XFMR-008350,FDR-0026,SUB-007,33.52287,-112.039336,Level 2,19.2,J1772,2022-10-01,Blink,active
EV-004186,CUST-0053911,XFMR-008353,FDR-0026,SUB-007,33.522431,-112.039574,Level 1,1.4,NEMA 5-15,2024-01-01,EVgo,active
EV-004187,CUST-0053915,XFMR-008353,FDR-0026,SUB-007,33.522369,-112.039186,Level 2,11.5,J1772,2020-06-01,EVgo,active
EV-004188,CUST-0053926,XFMR-008356,FDR-0026,SUB-007,33.52145,-112.038949,Level 1,1.4,NEMA 5-15,2021-05-01,ChargePoint,active
EV-004189,CUST-0053943,XFMR-008358,FDR-0026,SUB-007,33.521367,-112.039669,Level 2,7.7,J1772,2020-03-01,ChargePoint,active
EV-004190,CUST-0053958,XFMR-008361,FDR-0026,SUB-007,33.520714,-112.038864,DCFC,150,CCS,2020-07-01,ChargePoint,active
EV-004191,CUST-0053968,XFMR-008363,FDR-0026,SUB-007,33.520148,-112.039615,Level 2,7.7,J1772,2023-07-01,ChargePoint,active
EV-004192,CUST-0053972,XFMR-008363,FDR-0026,SUB-007,33.520211,-112.039536,Level 2,7.7,J1772,2021-09-01,EVgo,active
EV-004193,CUST-0054021,XFMR-008369,FDR-0026,SUB-007,33.519601,-112.039531,Level 2,19.2,J1772,2021-05-01,private,active
EV-004194,CUST-0054039,XFMR-008372,FDR-0026,SUB-007,33.518888,-112.039505,Level 1,1.4,NEMA 5-15,2019-10-01,private,active
EV-004195,CUST-0054072,XFMR-008377,FDR-0026,SUB-007,33.51811,-112.039244,Level 1,1.4,NEMA 5-15,2023-06-01,EVgo,active
EV-004196,CUST-0054094,XFMR-008380,FDR-0026,SUB-007,33.517337,-112.03961,DCFC,150,CCS,2022-11-01,Blink,active
EV-004197,CUST-0054104,XFMR-008382,FDR-0026,SUB-007,33.516985,-112.039489,Level 2,7.7,J1772,2022-05-01,private,active
EV-004198,CUST-0054115,XFMR-008383,FDR-0026,SUB-007,33.516951,-112.038845,Level 2,19.2,J1772,2020-05-01,ChargePoint,active
EV-004199,CUST-0054135,XFMR-008385,FDR-0026,SUB-007,33.516612,-112.039172,Level 2,7.7,J1772,2022-10-01,Electrify America,active
EV-004200,CUST-0054148,XFMR-008387,FDR-0026,SUB-007,33.515988,-112.039104,Level 2,19.2,J1772,2020-02-01,Blink,active
EV-004201,CUST-0054152,XFMR-008388,FDR-0026,SUB-007,33.516367,-112.038911,Level 1,1.4,NEMA 5-15,2021-11-01,private,active
EV-004202,CUST-0054161,XFMR-008388,FDR-0026,SUB-007,33.515936,-112.038826,DCFC,350,CCS,2023-06-01,Electrify America,active
EV-004203,CUST-0054168,XFMR-008391,FDR-0026,SUB-007,33.515855,-112.039321,Level 2,19.2,J1772,2022-03-01,Electrify America,active
EV-004204,CUST-0054176,XFMR-008392,FDR-0026,SUB-007,33.515448,-112.03905,Level 2,7.7,J1772,2022-04-01,ChargePoint,active
EV-004205,CUST-0054177,XFMR-008392,FDR-0026,SUB-007,33.515113,-112.039735,Level 2,7.7,J1772,2024-04-01,Tesla,active
EV-004206,CUST-0054182,XFMR-008393,FDR-0026,SUB-007,33.515305,-112.039175,Level 2,19.2,J1772,2022-10-01,EVgo,active
EV-004207,CUST-0054189,XFMR-008394,FDR-0026,SUB-007,33.515126,-112.038853,Level 2,7.7,J1772,2020-04-01,EVgo,active
EV-004208,CUST-0054200,XFMR-008395,FDR-0026,SUB-007,33.515175,-112.039613,DCFC,350,CCS,2020-04-01,Tesla,active
EV-004209,CUST-0054226,XFMR-008400,FDR-0026,SUB-007,33.513951,-112.039434,Level 2,11.5,J1772,2024-04-01,Electrify America,active
EV-004210,CUST-0054236,XFMR-008401,FDR-0026,SUB-007,33.513976,-112.03947,Level 1,1.4,NEMA 5-15,2020-10-01,EVgo,active
EV-004211,CUST-0054261,XFMR-008405,FDR-0026,SUB-007,33.512899,-112.038725,Level 2,7.7,J1772,2024-01-01,private,active
EV-004212,CUST-0054263,XFMR-008405,FDR-0026,SUB-007,33.513653,-112.03932,Level 2,7.7,J1772,2023-12-01,EVgo,active
EV-004213,CUST-0054275,XFMR-008408,FDR-0026,SUB-007,33.513027,-112.038932,Level 2,11.5,J1772,2023-11-01,Blink,offline
EV-004214,CUST-0054291,XFMR-008409,FDR-0026,SUB-007,33.512944,-112.038935,Level 2,7.7,J1772,2020-06-01,Electrify America,active
EV-004215,CUST-0054303,XFMR-008410,FDR-0026,SUB-007,33.512703,-112.03962,Level 2,7.7,J1772,2022-05-01,Tesla,active
EV-004216,CUST-0054326,XFMR-008416,FDR-0026,SUB-007,33.511243,-112.039141,Level 2,19.2,J1772,2021-07-01,private,active
EV-004217,CUST-0054348,XFMR-008419,FDR-0026,SUB-007,33.511094,-112.039054,Level 2,11.5,J1772,2020-03-01,ChargePoint,active
EV-004218,CUST-0054353,XFMR-008420,FDR-0026,SUB-007,33.510284,-112.039329,Level 2,11.5,J1772,2022-06-01,EVgo,active
EV-004219,CUST-0054364,XFMR-008422,FDR-0026,SUB-007,33.510725,-112.039506,Level 2,7.7,J1772,2023-04-01,EVgo,active
EV-004220,CUST-0054372,XFMR-008424,FDR-0026,SUB-007,33.510028,-112.03908,DCFC,50,CCS,2021-03-01,private,active
EV-004221,CUST-0054373,XFMR-008424,FDR-0026,SUB-007,33.510103,-112.039728,Level 2,11.5,J1772,2022-03-01,Blink,active
EV-004222,CUST-0054375,XFMR-008425,FDR-0026,SUB-007,33.509531,-112.039548,Level 1,1.4,NEMA 5-15,2023-12-01,Tesla,active
EV-004223,CUST-0054378,XFMR-008425,FDR-0026,SUB-007,33.50935,-112.038848,Level 2,19.2,J1772,2019-01-01,Blink,active
EV-004224,CUST-0054394,XFMR-008429,FDR-0026,SUB-007,33.509365,-112.038754,Level 1,1.4,NEMA 5-15,2022-05-01,Tesla,active
EV-004225,CUST-0054475,XFMR-008440,FDR-0026,SUB-007,33.507155,-112.039582,Level 1,1.4,NEMA 5-15,2020-11-01,private,active
EV-004226,CUST-0054482,XFMR-008443,FDR-0026,SUB-007,33.506595,-112.03956,Level 2,11.5,J1772,2021-05-01,Tesla,active
EV-004227,CUST-0054491,XFMR-008445,FDR-0026,SUB-007,33.506185,-112.039668,Level 1,1.4,NEMA 5-15,2022-03-01,Blink,active
EV-004228,CUST-0054495,XFMR-008445,FDR-0026,SUB-007,33.505995,-112.03954,Level 2,11.5,J1772,2019-10-01,Tesla,active
EV-004229,CUST-0054500,XFMR-008446,FDR-0026,SUB-007,33.506363,-112.039497,DCFC,350,CCS,2021-05-01,ChargePoint,active
EV-004230,CUST-0054549,XFMR-008454,FDR-0026,SUB-007,33.504925,-112.039477,Level 2,11.5,J1772,2020-08-01,ChargePoint,active
EV-004231,CUST-0054567,XFMR-008456,FDR-0026,SUB-007,33.504407,-112.03958,Level 2,19.2,J1772,2024-03-01,ChargePoint,active
EV-004232,CUST-0054569,XFMR-008456,FDR-0026,SUB-007,33.504568,-112.039541,DCFC,150,CCS,2019-01-01,EVgo,active
EV-004233,CUST-0054574,XFMR-008457,FDR-0026,SUB-007,33.504568,-112.039027,Level 2,7.7,J1772,2022-02-01,private,active
EV-004234,CUST-0054580,XFMR-008458,FDR-0026,SUB-007,33.504481,-112.039133,Level 2,7.7,J1772,2020-12-01,Blink,active
EV-004235,CUST-0054595,XFMR-008459,FDR-0026,SUB-007,33.503804,-112.038808,Level 2,19.2,J1772,2022-03-01,Blink,active
EV-004236,CUST-0054598,XFMR-008460,FDR-0026,SUB-007,33.504166,-112.038944,Level 2,7.7,J1772,2024-04-01,Electrify America,active
EV-004237,CUST-0054604,XFMR-008462,FDR-0026,SUB-007,33.503665,-112.039539,Level 2,19.2,J1772,2020-10-01,ChargePoint,active
EV-004238,CUST-0054620,XFMR-008464,FDR-0026,SUB-007,33.502856,-112.039513,DCFC,150,CCS,2023-06-01,Tesla,active
EV-004239,CUST-0054675,XFMR-008471,FDR-0026,SUB-007,33.50147,-112.039117,Level 1,1.4,NEMA 5-15,2023-01-01,ChargePoint,offline
EV-004240,CUST-0054677,XFMR-008472,FDR-0026,SUB-007,33.501527,-112.039191,Level 2,7.7,J1772,2024-10-01,Blink,active
EV-004241,CUST-0054679,XFMR-008472,FDR-0026,SUB-007,33.501343,-112.039047,Level 2,19.2,J1772,2022-03-01,Blink,active
EV-004242,CUST-0054700,XFMR-008475,FDR-0026,SUB-007,33.501475,-112.038957,Level 2,11.5,J1772,2020-01-01,Blink,active
EV-004243,CUST-0054703,XFMR-008476,FDR-0026,SUB-007,33.500771,-112.038958,Level 2,11.5,J1772,2020-11-01,Tesla,active
EV-004244,CUST-0054718,XFMR-008478,FDR-0026,SUB-007,33.500458,-112.03965,Level 2,7.7,J1772,2020-03-01,Tesla,active
EV-004245,CUST-0054722,XFMR-008478,FDR-0026,SUB-007,33.500848,-112.039219,Level 2,19.2,J1772,2022-09-01,Electrify America,active
EV-004246,CUST-0054725,XFMR-008478,FDR-0026,SUB-007,33.500663,-112.039116,Level 2,19.2,J1772,2020-01-01,EVgo,active
EV-004247,CUST-0054738,XFMR-008480,FDR-0026,SUB-007,33.499856,-112.039077,Level 1,1.4,NEMA 5-15,2021-08-01,EVgo,active
EV-004248,CUST-0054753,XFMR-008481,FDR-0026,SUB-007,33.50012,-112.039468,DCFC,350,CCS,2020-06-01,Blink,active
EV-004249,CUST-0054755,XFMR-008481,FDR-0026,SUB-007,33.499776,-112.039127,Level 2,11.5,J1772,2023-06-01,private,active
EV-004250,CUST-0054756,XFMR-008482,FDR-0026,SUB-007,33.500266,-112.039103,Level 1,1.4,NEMA 5-15,2019-10-01,Electrify America,active
EV-004251,CUST-0054761,XFMR-008483,FDR-0026,SUB-007,33.50002,-112.039406,Level 2,7.7,J1772,2024-09-01,private,active
EV-004252,CUST-0054764,XFMR-008484,FDR-0026,SUB-007,33.49975,-112.039697,Level 2,11.5,J1772,2024-08-01,private,active
EV-004253,CUST-0054771,XFMR-008485,FDR-0026,SUB-007,33.499599,-112.039489,Level 1,1.4,NEMA 5-15,2019-01-01,Tesla,active
EV-004254,CUST-0054776,XFMR-008485,FDR-0026,SUB-007,33.499606,-112.039416,Level 2,19.2,J1772,2024-09-01,ChargePoint,active
EV-004255,CUST-0054782,XFMR-008486,FDR-0026,SUB-007,33.498806,-112.039398,Level 2,7.7,J1772,2019-08-01,private,active
EV-004256,CUST-0054803,XFMR-008489,FDR-0026,SUB-007,33.49827,-112.039033,Level 2,7.7,J1772,2021-05-01,Blink,active
EV-004257,CUST-0054805,XFMR-008489,FDR-0026,SUB-007,33.498847,-112.039475,Level 2,11.5,J1772,2022-07-01,Blink,active
EV-004258,CUST-0054829,XFMR-008492,FDR-0026,SUB-007,33.497783,-112.039369,Level 2,7.7,J1772,2023-10-01,ChargePoint,active
EV-004259,CUST-0054831,XFMR-008492,FDR-0026,SUB-007,33.498043,-112.038849,Level 1,1.4,NEMA 5-15,2024-04-01,EVgo,active
EV-004260,CUST-0054844,XFMR-008495,FDR-0026,SUB-007,33.498006,-112.039263,Level 2,7.7,J1772,2021-11-01,Tesla,active
EV-004261,CUST-0054864,XFMR-008499,FDR-0026,SUB-007,33.49656,-112.039556,Level 2,7.7,J1772,2021-09-01,Blink,active
EV-004262,CUST-0054889,XFMR-008502,FDR-0026,SUB-007,33.496346,-112.039231,Level 2,19.2,J1772,2022-07-01,Electrify America,active
EV-004263,CUST-0054890,XFMR-008502,FDR-0026,SUB-007,33.496033,-112.039093,Level 2,19.2,J1772,2019-05-01,ChargePoint,active
EV-004264,CUST-0054900,XFMR-008503,FDR-0026,SUB-007,33.496109,-112.038818,DCFC,50,CCS,2019-12-01,ChargePoint,active
EV-004265,CUST-0054902,XFMR-008503,FDR-0026,SUB-007,33.496053,-112.039348,Level 1,1.4,NEMA 5-15,2019-05-01,private,active
EV-004266,CUST-0054933,XFMR-008507,FDR-0026,SUB-007,33.495173,-112.038818,Level 2,7.7,J1772,2020-11-01,EVgo,active
EV-004267,CUST-0054947,XFMR-008509,FDR-0026,SUB-007,33.495134,-112.039347,Level 2,11.5,J1772,2024-07-01,EVgo,active
EV-004268,CUST-0054961,XFMR-008511,FDR-0026,SUB-007,33.494606,-112.039137,Level 2,19.2,J1772,2021-04-01,private,active
EV-004269,CUST-0054985,XFMR-008515,FDR-0026,SUB-007,33.494274,-112.039655,Level 2,7.7,J1772,2021-07-01,Tesla,active
EV-004270,CUST-0054991,XFMR-008515,FDR-0026,SUB-007,33.494485,-112.039518,Level 1,1.4,NEMA 5-15,2021-04-01,private,active
EV-004271,CUST-0055043,XFMR-008521,FDR-0026,SUB-007,33.49284,-112.039561,Level 1,1.4,NEMA 5-15,2021-03-01,EVgo,active
EV-004272,CUST-0055044,XFMR-008521,FDR-0026,SUB-007,33.492806,-112.039731,Level 1,1.4,NEMA 5-15,2020-05-01,Blink,active
EV-004273,CUST-0055045,XFMR-008521,FDR-0026,SUB-007,33.493151,-112.039122,Level 2,7.7,J1772,2021-09-01,ChargePoint,active
EV-004274,CUST-0055057,XFMR-008523,FDR-0026,SUB-007,33.492514,-112.038829,Level 1,1.4,NEMA 5-15,2023-03-01,private,active
EV-004275,CUST-0055061,XFMR-008524,FDR-0026,SUB-007,33.492847,-112.039637,Level 2,7.7,J1772,2022-03-01,ChargePoint,active
EV-004276,CUST-0055064,XFMR-008524,FDR-0026,SUB-007,33.492953,-112.039554,Level 2,19.2,J1772,2019-01-01,private,active
EV-004277,CUST-0055076,XFMR-008526,FDR-0026,SUB-007,33.492425,-112.039359,Level 1,1.4,NEMA 5-15,2023-03-01,Blink,active
EV-004278,CUST-0055089,XFMR-008528,FDR-0026,SUB-007,33.491863,-112.038941,Level 1,1.4,NEMA 5-15,2019-11-01,Tesla,active
EV-004279,CUST-0055094,XFMR-008528,FDR-0026,SUB-007,33.491954,-112.038914,Level 2,19.2,J1772,2019-06-01,Blink,active
EV-004280,CUST-0055098,XFMR-008529,FDR-0026,SUB-007,33.49139,-112.039282,Level 2,7.7,J1772,2019-05-01,private,active
EV-004281,CUST-0055133,XFMR-008533,FDR-0026,SUB-007,33.490782,-112.038808,Level 2,19.2,J1772,2020-04-01,Blink,active
EV-004282,CUST-0055137,XFMR-008533,FDR-0026,SUB-007,33.49142,-112.038778,Level 2,19.2,J1772,2019-01-01,Electrify America,offline
EV-004283,CUST-0055168,XFMR-008537,FDR-0026,SUB-007,33.490156,-112.039556,Level 1,1.4,NEMA 5-15,2024-04-01,Electrify America,active
EV-004284,CUST-0055169,XFMR-008537,FDR-0026,SUB-007,33.490425,-112.039112,Level 2,7.7,J1772,2020-04-01,private,active
EV-004285,CUST-0055187,XFMR-008541,FDR-0026,SUB-007,33.4894,-112.038992,Level 2,11.5,J1772,2023-06-01,EVgo,active
EV-004286,CUST-0055199,XFMR-008542,FDR-0026,SUB-007,33.489801,-112.038816,Level 2,19.2,J1772,2022-01-01,Blink,active
EV-004287,CUST-0055205,XFMR-008544,FDR-0026,SUB-007,33.488762,-112.038929,Level 2,11.5,J1772,2020-01-01,Blink,active
EV-004288,CUST-0055213,XFMR-008545,FDR-0026,SUB-007,33.488908,-112.03883,Level 1,1.4,NEMA 5-15,2021-07-01,EVgo,active
EV-004289,CUST-0055223,XFMR-008547,FDR-0026,SUB-007,33.488344,-112.03932,Level 2,11.5,J1772,2022-11-01,ChargePoint,active
EV-004290,CUST-0055284,XFMR-008559,FDR-0026,SUB-007,33.486334,-112.039091,Level 2,11.5,J1772,2024-09-01,private,active
EV-004291,CUST-0055294,XFMR-008561,FDR-0026,SUB-007,33.486143,-112.03956,Level 2,11.5,J1772,2019-05-01,EVgo,active
EV-004292,CUST-0055313,XFMR-008563,FDR-0026,SUB-007,33.486095,-112.039471,DCFC,350,CCS,2022-04-01,private,active
EV-004293,CUST-0055321,XFMR-008566,FDR-0026,SUB-007,33.485617,-112.038932,Level 2,19.2,J1772,2019-05-01,Blink,active
EV-004294,CUST-0055329,XFMR-008567,FDR-0026,SUB-007,33.484814,-112.039698,Level 2,11.5,J1772,2021-07-01,private,active
EV-004295,CUST-0055366,XFMR-008573,FDR-0026,SUB-007,33.484413,-112.039507,Level 1,1.4,NEMA 5-15,2021-12-01,Blink,active
EV-004296,CUST-0055367,XFMR-008573,FDR-0026,SUB-007,33.483864,-112.038889,Level 2,7.7,J1772,2019-11-01,ChargePoint,active
EV-004297,CUST-0055380,XFMR-008575,FDR-0026,SUB-007,33.483796,-112.039513,Level 2,11.5,J1772,2019-01-01,private,active
EV-004298,CUST-0055390,XFMR-008577,FDR-0026,SUB-007,33.483261,-112.038827,Level 2,7.7,J1772,2019-09-01,Tesla,active
