feeder_id,timestamp,load_mw,load_mvar,voltage_pu,power_factor
FDR-0003,2024-10-15 08:00,3.136,1.676,0.9733,0.882
FDR-0003,2024-10-15 09:00,3.372,1.179,1.0293,0.944
FDR-0003,2024-10-15 10:00,3.453,1.376,1.0342,0.929
FDR-0003,2024-10-15 11:00,3.982,2.007,1.0121,0.893
FDR-0003,2024-10-15 12:00,3.782,1.542,0.9776,0.926
FDR-0003,2024-10-15 13:00,3.754,1.775,1.044,0.904
FDR-0003,2024-10-15 14:00,3.53,1.588,1.01,0.912
FDR-0003,2024-10-15 15:00,3.899,1.075,1.0139,0.964
FDR-0003,2024-10-15 16:00,4.61,2.1,1.0355,0.91
FDR-0003,2024-10-15 17:00,4.284,1.438,0.9865,0.948
FDR-0003,2024-10-15 18:00,4.268,1.403,0.9662,0.95
FDR-0003,2024-10-15 19:00,4.353,1.815,1.0047,0.923
FDR-0003,2024-10-15 20:00,3.458,1.525,1.038,0.915
FDR-0003,2024-10-15 21:00,3.196,1.233,1.0216,0.933
FDR-0003,2024-10-15 22:00,2.869,0.667,0.9612,0.974
FDR-0003,2024-10-15 23:00,2.966,0.69,0.9795,0.974
FDR-0003,2024-10-16 00:00,1.98,0.678,1.0096,0.946
FDR-0003,2024-10-16 01:00,2.362,0.842,0.9959,0.942
FDR-0003,2024-10-16 02:00,2.474,1.212,1.0185,0.898
FDR-0003,2024-10-16 03:00,2.336,0.96,1.0144,0.925
FDR-0003,2024-10-16 04:00,2.255,1.211,1.0386,0.881
FDR-0003,2024-10-16 05:00,2.302,1.192,1.0378,0.888
FDR-0003,2024-10-16 06:00,2.335,0.672,1.0263,0.961
FDR-0003,2024-10-16 07:00,2.837,1.067,1.0285,0.936
FDR-0003,2024-10-16 08:00,2.912,1.548,1.0031,0.883
FDR-0003,2024-10-16 09:00,3.348,1.124,1.0437,0.948
FDR-0003,2024-10-16 10:00,3.64,0.758,1.0345,0.979
FDR-0003,2024-10-16 11:00,4.014,1.746,1.0011,0.917
FDR-0003,2024-10-16 12:00,3.677,0.969,0.9507,0.967
FDR-0003,2024-10-16 13:00,3.953,1.801,1.0343,0.91
FDR-0003,2024-10-16 14:00,3.915,1.874,0.9617,0.902
FDR-0003,2024-10-16 15:00,3.47,1.327,1.0403,0.934
FDR-0003,2024-10-16 16:00,4.043,1.494,1.0214,0.938
FDR-0003,2024-10-16 17:00,4.893,2.215,1.045,0.911
FDR-0003,2024-10-16 18:00,4.504,1.448,0.9625,0.952
FDR-0003,2024-10-16 19:00,4.258,0.99,0.9524,0.974
FDR-0003,2024-10-16 20:00,3.321,1.302,1.0387,0.931
FDR-0003,2024-10-16 21:00,2.866,0.982,1.0001,0.946
FDR-0003,2024-10-16 22:00,2.894,1.442,1.0331,0.895
FDR-0003,2024-10-16 23:00,2.687,1.286,0.9936,0.902
FDR-0003,2024-10-17 00:00,2.193,1.117,0.9726,0.891
FDR-0003,2024-10-17 01:00,2.28,0.674,0.953,0.959
FDR-0003,2024-10-17 02:00,2.17,0.802,1.0049,0.938
FDR-0003,2024-10-17 03:00,2.37,0.974,1.0123,0.925
FDR-0003,2024-10-17 04:00,2.282,0.909,0.987,0.929
FDR-0003,2024-10-17 05:00,2.39,0.545,1.0479,0.975
FDR-0003,2024-10-17 06:00,2.481,1.094,1.002,0.915
FDR-0003,2024-10-17 07:00,2.91,1.523,0.9934,0.886
FDR-0003,2024-10-17 08:00,2.908,1.256,1.004,0.918
FDR-0003,2024-10-17 09:00,3.726,1.929,1.0392,0.888
FDR-0003,2024-10-17 10:00,3.706,1.178,0.9987,0.953
FDR-0003,2024-10-17 11:00,4.116,1.263,1.0242,0.956
FDR-0003,2024-10-17 12:00,3.704,0.976,1.0097,0.967
FDR-0003,2024-10-17 13:00,3.963,1.942,1.0227,0.898
FDR-0003,2024-10-17 14:00,3.499,1.754,1.0125,0.894
FDR-0003,2024-10-17 15:00,3.774,2.027,0.9661,0.881
FDR-0003,2024-10-17 16:00,4.223,2.021,1.033,0.902
FDR-0003,2024-10-17 17:00,4.319,2.284,1.0262,0.884
FDR-0003,2024-10-17 18:00,4.893,1.465,0.9538,0.958
FDR-0003,2024-10-17 19:00,4.159,1.229,0.9757,0.959
FDR-0003,2024-10-17 20:00,3.42,0.779,1.0262,0.975
FDR-0003,2024-10-17 21:00,3.313,1.421,0.9563,0.919
FDR-0003,2024-10-17 22:00,3.072,1.426,0.9944,0.907
FDR-0003,2024-10-17 23:00,2.565,1.257,1.0376,0.898
FDR-0003,2024-10-18 00:00,2.215,0.663,1.0407,0.958
FDR-0003,2024-10-18 01:00,2.205,0.913,1.0495,0.924
FDR-0003,2024-10-18 02:00,2.25,0.965,1.0198,0.919
FDR-0003,2024-10-18 03:00,2.221,1.063,1.0014,0.902
FDR-0003,2024-10-18 04:00,2.195,0.825,0.9906,0.936
FDR-0003,2024-10-18 05:00,2.082,0.699,1.035,0.948
FDR-0003,2024-10-18 06:00,2.255,1.027,0.9981,0.91
FDR-0003,2024-10-18 07:00,2.726,0.867,1.042,0.953
FDR-0003,2024-10-18 08:00,2.901,1.024,0.9976,0.943
FDR-0003,2024-10-18 09:00,3.245,1.599,0.9683,0.897
FDR-0003,2024-10-18 10:00,3.554,0.966,0.9638,0.965
FDR-0003,2024-10-18 11:00,3.722,1.529,1.0483,0.925
FDR-0003,2024-10-18 12:00,4.19,1.45,0.9829,0.945
FDR-0003,2024-10-18 13:00,3.887,1.25,0.9601,0.952
FDR-0003,2024-10-18 14:00,3.813,1.715,1.0279,0.912
FDR-0003,2024-10-18 15:00,3.751,0.972,1.0089,0.968
FDR-0003,2024-10-18 16:00,4.02,1.992,1.0337,0.896
FDR-0003,2024-10-18 17:00,4.503,1.972,1.0071,0.916
FDR-0003,2024-10-18 18:00,4.406,1.755,0.9997,0.929
FDR-0003,2024-10-18 19:00,4.344,1.145,1.0095,0.967
FDR-0003,2024-10-18 20:00,3.03,1.611,1.0115,0.883
FDR-0003,2024-10-18 21:00,2.975,0.604,0.9528,0.98
FDR-0003,2024-10-18 22:00,2.713,0.853,0.9772,0.954
FDR-0003,2024-10-18 23:00,2.573,1.246,1.0194,0.9
FDR-0003,2024-10-19 00:00,1.883,0.632,1.036,0.948
FDR-0003,2024-10-19 01:00,1.773,0.833,1.0077,0.905
FDR-0003,2024-10-19 02:00,2.078,0.502,0.9901,0.972
FDR-0003,2024-10-19 03:00,2.138,0.445,0.9929,0.979
FDR-0003,2024-10-19 04:00,1.88,0.953,1.0256,0.892
FDR-0003,2024-10-19 05:00,1.91,0.936,1.0353,0.898
FDR-0003,2024-10-19 06:00,1.944,0.969,1.0266,0.895
FDR-0003,2024-10-19 07:00,2.305,0.989,0.9666,0.919
FDR-0003,2024-10-19 08:00,2.748,1.4,1.0184,0.891
FDR-0003,2024-10-19 09:00,3.193,1.159,1.008,0.94
FDR-0003,2024-10-19 10:00,3.244,1.525,0.9577,0.905
FDR-0003,2024-10-19 11:00,3.111,1.363,0.96,0.916
FDR-0003,2024-10-19 12:00,3.526,1.855,1.0486,0.885
FDR-0003,2024-10-19 13:00,3.367,1.514,1.0206,0.912
FDR-0003,2024-10-19 14:00,3.436,0.975,1.0246,0.962
FDR-0003,2024-10-19 15:00,3.092,1.345,0.9844,0.917
FDR-0003,2024-10-19 16:00,3.573,1.423,1.001,0.929
FDR-0003,2024-10-19 17:00,4.018,1.935,0.9583,0.901
FDR-0003,2024-10-19 18:00,4.045,1.271,0.9651,0.954
FDR-0003,2024-10-19 19:00,3.461,0.867,1.0077,0.97
FDR-0003,2024-10-19 20:00,2.893,1.554,1.0134,0.881
FDR-0003,2024-10-19 21:00,2.697,1.205,1.0311,0.913
FDR-0003,2024-10-19 22:00,2.624,0.646,1.0243,0.971
FDR-0003,2024-10-19 23:00,2.31,1.171,0.9702,0.892
FDR-0003,2024-10-20 00:00,1.7,0.387,0.971,0.975
FDR-0003,2024-10-20 01:00,1.887,0.94,1.0058,0.895
FDR-0003,2024-10-20 02:00,1.81,0.404,1.0422,0.976
FDR-0003,2024-10-20 03:00,2.055,0.799,0.9957,0.932
FDR-0003,2024-10-20 04:00,1.887,0.704,1.0209,0.937
FDR-0003,2024-10-20 05:00,1.806,0.428,0.9683,0.973
FDR-0003,2024-10-20 06:00,1.933,0.806,0.9508,0.923
FDR-0003,2024-10-20 07:00,2.272,0.817,1.0188,0.941
FDR-0003,2024-10-20 08:00,2.449,0.614,1.0271,0.97
FDR-0003,2024-10-20 09:00,2.854,0.799,0.9741,0.963
FDR-0003,2024-10-20 10:00,3.366,1.02,0.9822,0.957
FDR-0003,2024-10-20 11:00,3.412,1.574,1.0147,0.908
FDR-0003,2024-10-20 12:00,3.516,1.801,1.0233,0.89
FDR-0003,2024-10-20 13:00,3.388,0.962,1.0296,0.962
FDR-0003,2024-10-20 14:00,3.248,0.96,1.0178,0.959
FDR-0003,2024-10-20 15:00,3.013,1.084,1.0321,0.941
FDR-0003,2024-10-20 16:00,3.587,1.14,1.0093,0.953
FDR-0003,2024-10-20 17:00,3.66,1.304,0.9574,0.942
FDR-0003,2024-10-20 18:00,3.999,1.087,1.0429,0.965
FDR-0003,2024-10-20 19:00,3.695,1.552,1.0476,0.922
FDR-0003,2024-10-20 20:00,2.82,1.167,1.0284,0.924
FDR-0003,2024-10-20 21:00,2.579,0.961,0.9683,0.937
FDR-0003,2024-10-20 22:00,2.528,1.203,1.0366,0.903
FDR-0003,2024-10-20 23:00,2.489,1.191,1.0065,0.902
FDR-0003,2024-10-21 00:00,2.184,0.849,0.9932,0.932
FDR-0003,2024-10-21 01:00,2.288,0.702,1.0005,0.956
FDR-0003,2024-10-21 02:00,2.301,1.236,0.9779,0.881
FDR-0003,2024-10-21 03:00,2.381,1.153,0.9848,0.9
FDR-0003,2024-10-21 04:00,2.188,1.053,1.0035,0.901
FDR-0003,2024-10-21 05:00,2.248,0.755,1.0336,0.948
FDR-0003,2024-10-21 06:00,2.21,0.831,0.9506,0.936
FDR-0003,2024-10-21 07:00,2.646,0.74,1.0256,0.963
FDR-0003,2024-10-21 08:00,2.95,1.119,1.0266,0.935
FDR-0003,2024-10-21 09:00,3.274,0.806,1.0265,0.971
FDR-0003,2024-10-21 10:00,3.455,1.098,1.0053,0.953
FDR-0003,2024-10-21 11:00,4.131,0.86,0.9891,0.979
FDR-0003,2024-10-21 12:00,4.017,1.957,0.9769,0.899
FDR-0003,2024-10-21 13:00,3.942,1.103,1.0333,0.963
FDR-0003,2024-10-21 14:00,3.539,1.388,0.9627,0.931
FDR-0003,2024-10-21 15:00,3.903,1.442,0.9756,0.938
FDR-0003,2024-10-21 16:00,4.016,1.911,1.006,0.903
FDR-0003,2024-10-21 17:00,4.297,1.843,1.0139,0.919
FDR-0003,2024-10-21 18:00,4.579,1.281,1.0417,0.963
FDR-0003,2024-10-21 19:00,4.433,2.097,0.9892,0.904
FDR-0003,2024-10-21 20:00,3.478,1.08,1.0042,0.955
FDR-0003,2024-10-21 21:00,2.887,0.796,1.0071,0.964
FDR-0003,2024-10-21 22:00,2.84,1.502,0.9832,0.884
FDR-0003,2024-10-21 23:00,2.749,1.454,1.0394,0.884
FDR-0004,2024-01-15 00:00,4.218,2.254,1.0012,0.882
FDR-0004,2024-01-15 01:00,4.593,1.858,1.0069,0.927
FDR-0004,2024-01-15 02:00,4.412,1.125,1.0032,0.969
FDR-0004,2024-01-15 03:00,4.55,1.413,0.9696,0.955
FDR-0004,2024-01-15 04:00,4.753,2.448,1.0166,0.889
FDR-0004,2024-01-15 05:00,4.315,1.062,0.9596,0.971
FDR-0004,2024-01-15 06:00,4.353,1.461,0.9841,0.948
FDR-0004,2024-01-15 07:00,5.45,1.216,1.0076,0.976
FDR-0004,2024-01-15 08:00,5.876,2.191,1.0021,0.937
FDR-0004,2024-01-15 09:00,7.225,2.694,0.9854,0.937
FDR-0004,2024-01-15 10:00,7.231,3.543,1.0178,0.898
FDR-0004,2024-01-15 11:00,7.11,3.383,0.9586,0.903
FDR-0004,2024-01-15 12:00,7.51,1.676,1.0215,0.976
FDR-0004,2024-01-15 13:00,7.946,3.781,1.0464,0.903
FDR-0004,2024-01-15 14:00,7.4,2.458,1.0108,0.949
FDR-0004,2024-01-15 15:00,6.788,2.207,0.9634,0.951
FDR-0004,2024-01-15 16:00,8.604,3.534,0.9598,0.925
FDR-0004,2024-01-15 17:00,8.399,4.02,0.9995,0.902
FDR-0004,2024-01-15 18:00,9.396,2.141,1.0175,0.975
FDR-0004,2024-01-15 19:00,8.414,2.766,1.0497,0.95
FDR-0004,2024-01-15 20:00,5.972,1.942,0.9689,0.951
FDR-0004,2024-01-15 21:00,5.915,3.128,0.961,0.884
FDR-0004,2024-01-15 22:00,5.403,2.014,1.0164,0.937
FDR-0004,2024-01-15 23:00,5.566,2.371,1.0095,0.92
FDR-0004,2024-01-16 00:00,3.972,1.582,0.9897,0.929
FDR-0004,2024-01-16 01:00,4.214,1.37,0.9898,0.951
FDR-0004,2024-01-16 02:00,4.478,1.988,0.9869,0.914
FDR-0004,2024-01-16 03:00,4.476,2.168,1.0391,0.9
FDR-0004,2024-01-16 04:00,4.668,1.632,1.0063,0.944
FDR-0004,2024-01-16 05:00,4.067,0.847,1.0005,0.979
FDR-0004,2024-01-16 06:00,4.789,2.559,0.9966,0.882
FDR-0004,2024-01-16 07:00,5.237,2.371,1.049,0.911
FDR-0004,2024-01-16 08:00,5.885,1.955,1.0436,0.949
FDR-0004,2024-01-16 09:00,6.835,3.615,0.9554,0.884
FDR-0004,2024-01-16 10:00,6.843,1.654,0.9507,0.972
FDR-0004,2024-01-16 11:00,7.523,1.605,0.9878,0.978
FDR-0004,2024-01-16 12:00,8.237,3.281,0.9868,0.929
FDR-0004,2024-01-16 13:00,7.79,4.077,0.9943,0.886
FDR-0004,2024-01-16 14:00,7.424,3.987,0.9875,0.881
FDR-0004,2024-01-16 15:00,6.896,1.758,0.9827,0.969
FDR-0004,2024-01-16 16:00,8.053,3.308,1.0075,0.925
FDR-0004,2024-01-16 17:00,9.781,4.456,1.0168,0.91
FDR-0004,2024-01-16 18:00,9.397,2.704,0.9915,0.961
FDR-0004,2024-01-16 19:00,8.905,3.631,1.0242,0.926
FDR-0004,2024-01-16 20:00,6.357,1.565,0.9704,0.971
FDR-0004,2024-01-16 21:00,5.898,1.81,1.049,0.956
FDR-0004,2024-01-16 22:00,5.603,1.167,0.9703,0.979
FDR-0004,2024-01-16 23:00,5.047,2.401,0.9603,0.903
FDR-0004,2024-01-17 00:00,4.329,1.528,0.9855,0.943
FDR-0004,2024-01-17 01:00,4.271,2.282,0.9589,0.882
FDR-0004,2024-01-17 02:00,4.356,1.523,0.9606,0.944
FDR-0004,2024-01-17 03:00,4.559,1.562,0.9694,0.946
FDR-0004,2024-01-17 04:00,4.323,1.749,1.0361,0.927
FDR-0004,2024-01-17 05:00,4.295,1.969,0.9729,0.909
FDR-0004,2024-01-17 06:00,4.91,2.062,0.9878,0.922
FDR-0004,2024-01-17 07:00,5.775,2.563,0.9576,0.914
FDR-0004,2024-01-17 08:00,6.279,3.059,0.9911,0.899
FDR-0004,2024-01-17 09:00,6.944,2.979,0.9638,0.919
FDR-0004,2024-01-17 10:00,7.286,2.097,1.0327,0.961
FDR-0004,2024-01-17 11:00,8.18,2.775,0.976,0.947
FDR-0004,2024-01-17 12:00,7.788,1.918,0.957,0.971
FDR-0004,2024-01-17 13:00,7.536,3.119,1.0186,0.924
FDR-0004,2024-01-17 14:00,7.249,1.94,1.0116,0.966
FDR-0004,2024-01-17 15:00,7.031,3.079,1.0052,0.916
FDR-0004,2024-01-17 16:00,7.802,3.059,1.0055,0.931
FDR-0004,2024-01-17 17:00,9.658,4.732,1.0138,0.898
FDR-0004,2024-01-17 18:00,8.588,4.062,0.9727,0.904
FDR-0004,2024-01-17 19:00,7.903,3.048,1.0299,0.933
FDR-0004,2024-01-17 20:00,6.852,2.3,1.0487,0.948
FDR-0004,2024-01-17 21:00,5.613,2.922,1.045,0.887
FDR-0004,2024-01-17 22:00,5.853,2.458,1.0251,0.922
FDR-0004,2024-01-17 23:00,5.394,2.793,1.0382,0.888
FDR-0004,2024-01-18 00:00,4.129,1.941,0.9569,0.905
FDR-0004,2024-01-18 01:00,4.458,1.528,0.994,0.946
FDR-0004,2024-01-18 02:00,4.257,1.656,0.9649,0.932
FDR-0004,2024-01-18 03:00,4.697,2.057,0.9714,0.916
FDR-0004,2024-01-18 04:00,4.344,1.03,1.0409,0.973
FDR-0004,2024-01-18 05:00,4.633,2.45,1.0467,0.884
FDR-0004,2024-01-18 06:00,4.806,1.545,1.016,0.952
FDR-0004,2024-01-18 07:00,4.953,1.326,1.049,0.966
FDR-0004,2024-01-18 08:00,6.181,1.576,0.9539,0.969
FDR-0004,2024-01-18 09:00,7.359,3.0,1.0326,0.926
FDR-0004,2024-01-18 10:00,7.372,1.572,0.971,0.978
FDR-0004,2024-01-18 11:00,7.885,1.976,0.952,0.97
FDR-0004,2024-01-18 12:00,8.075,3.391,1.0171,0.922
FDR-0004,2024-01-18 13:00,8.056,2.156,0.9831,0.966
FDR-0004,2024-01-18 14:00,7.254,3.493,1.0324,0.901
FDR-0004,2024-01-18 15:00,7.71,3.646,0.9694,0.904
FDR-0004,2024-01-18 16:00,8.887,3.076,1.0031,0.945
FDR-0004,2024-01-18 17:00,8.662,2.015,1.0129,0.974
FDR-0004,2024-01-18 18:00,8.687,4.033,1.0424,0.907
FDR-0004,2024-01-18 19:00,8.816,3.111,1.0262,0.943
FDR-0004,2024-01-18 20:00,6.558,2.633,0.9786,0.928
FDR-0004,2024-01-18 21:00,5.979,1.472,0.9862,0.971
FDR-0004,2024-01-18 22:00,5.485,1.578,1.0256,0.961
FDR-0004,2024-01-18 23:00,5.163,2.544,0.9894,0.897
FDR-0004,2024-01-19 00:00,3.902,1.744,1.0117,0.913
FDR-0004,2024-01-19 01:00,4.13,1.328,0.9774,0.952
FDR-0004,2024-01-19 02:00,4.438,1.85,1.0192,0.923
FDR-0004,2024-01-19 03:00,4.347,1.621,0.9978,0.937
FDR-0004,2024-01-19 04:00,4.625,0.987,0.953,0.978
FDR-0004,2024-01-19 05:00,4.342,1.365,0.9998,0.954
FDR-0004,2024-01-19 06:00,4.34,1.426,0.9964,0.95
FDR-0004,2024-01-19 07:00,5.502,1.769,0.9957,0.952
FDR-0004,2024-01-19 08:00,6.528,3.362,0.9965,0.889
FDR-0004,2024-01-19 09:00,6.558,2.156,0.9781,0.95
FDR-0004,2024-01-19 10:00,7.132,3.454,1.035,0.9
FDR-0004,2024-01-19 11:00,7.071,3.642,0.9728,0.889
FDR-0004,2024-01-19 12:00,7.223,3.68,0.9614,0.891
FDR-0004,2024-01-19 13:00,7.96,4.275,1.0101,0.881
FDR-0004,2024-01-19 14:00,7.218,2.498,1.009,0.945
FDR-0004,2024-01-19 15:00,7.671,2.267,0.9992,0.959
FDR-0004,2024-01-19 16:00,8.141,3.943,0.9843,0.9
FDR-0004,2024-01-19 17:00,9.359,4.426,1.021,0.904
FDR-0004,2024-01-19 18:00,8.617,2.044,1.0438,0.973
FDR-0004,2024-01-19 19:00,8.115,3.626,0.9622,0.913
FDR-0004,2024-01-19 20:00,5.908,2.045,0.9714,0.945
FDR-0004,2024-01-19 21:00,6.066,2.693,0.9524,0.914
FDR-0004,2024-01-19 22:00,5.843,2.542,0.9772,0.917
FDR-0004,2024-01-19 23:00,5.326,2.204,0.9575,0.924
FDR-0004,2024-01-20 00:00,3.26,1.349,0.98,0.924
FDR-0004,2024-01-20 01:00,3.789,1.509,1.0034,0.929
FDR-0004,2024-01-20 02:00,3.692,0.957,1.0164,0.968
FDR-0004,2024-01-20 03:00,3.71,0.962,1.0294,0.968
FDR-0004,2024-01-20 04:00,3.587,1.484,1.0229,0.924
FDR-0004,2024-01-20 05:00,3.629,1.889,0.9534,0.887
FDR-0004,2024-01-20 06:00,3.916,1.75,0.9862,0.913
FDR-0004,2024-01-20 07:00,4.381,1.226,1.0191,0.963
FDR-0004,2024-01-20 08:00,4.976,2.013,1.039,0.927
FDR-0004,2024-01-20 09:00,5.889,2.614,1.0406,0.914
FDR-0004,2024-01-20 10:00,6.239,2.006,1.0344,0.952
FDR-0004,2024-01-20 11:00,6.944,3.729,1.0073,0.881
FDR-0004,2024-01-20 12:00,6.383,1.682,1.0205,0.967
FDR-0004,2024-01-20 13:00,6.719,3.535,1.0259,0.885
FDR-0004,2024-01-20 14:00,6.72,1.934,0.9541,0.961
FDR-0004,2024-01-20 15:00,5.773,1.288,0.9752,0.976
FDR-0004,2024-01-20 16:00,6.681,1.732,1.0439,0.968
FDR-0004,2024-01-20 17:00,7.896,1.723,0.9567,0.977
FDR-0004,2024-01-20 18:00,7.817,4.198,1.0279,0.881
FDR-0004,2024-01-20 19:00,7.259,3.07,1.0047,0.921
FDR-0004,2024-01-20 20:00,5.474,1.74,0.9564,0.953
FDR-0004,2024-01-20 21:00,5.493,2.422,1.0063,0.915
FDR-0004,2024-01-20 22:00,4.945,1.384,0.9806,0.963
FDR-0004,2024-01-20 23:00,4.805,1.791,1.0258,0.937
FDR-0004,2024-01-21 00:00,3.3,0.988,1.0445,0.958
FDR-0004,2024-01-21 01:00,3.894,1.266,1.0433,0.951
FDR-0004,2024-01-21 02:00,3.94,1.336,0.9756,0.947
FDR-0004,2024-01-21 03:00,3.837,1.504,0.9692,0.931
FDR-0004,2024-01-21 04:00,3.852,1.252,0.9682,0.951
FDR-0004,2024-01-21 05:00,3.849,1.195,1.0216,0.955
FDR-0004,2024-01-21 06:00,3.791,1.694,0.9925,0.913
FDR-0004,2024-01-21 07:00,4.841,1.574,0.9654,0.951
FDR-0004,2024-01-21 08:00,5.41,2.846,1.0228,0.885
FDR-0004,2024-01-21 09:00,5.539,2.807,0.9902,0.892
FDR-0004,2024-01-21 10:00,6.145,2.02,1.0331,0.95
FDR-0004,2024-01-21 11:00,6.813,3.659,0.9807,0.881
FDR-0004,2024-01-21 12:00,6.476,1.595,0.9604,0.971
FDR-0004,2024-01-21 13:00,6.055,2.579,1.0072,0.92
FDR-0004,2024-01-21 14:00,6.425,2.833,0.9772,0.915
FDR-0004,2024-01-21 15:00,6.619,2.08,0.9974,0.954
FDR-0004,2024-01-21 16:00,6.809,2.449,0.9854,0.941
FDR-0004,2024-01-21 17:00,7.376,3.274,1.0248,0.914
FDR-0004,2024-01-21 18:00,8.229,4.17,1.0174,0.892
FDR-0004,2024-01-21 19:00,7.233,1.813,0.9665,0.97
FDR-0004,2024-01-21 20:00,5.548,1.29,0.9576,0.974
FDR-0004,2024-01-21 21:00,4.857,1.648,1.0124,0.947
FDR-0004,2024-01-21 22:00,4.943,2.366,0.9559,0.902
FDR-0004,2024-01-21 23:00,4.531,1.629,1.0336,0.941
FDR-0004,2024-04-15 00:00,3.695,1.39,1.0024,0.936
FDR-0004,2024-04-15 01:00,3.796,1.122,1.048,0.959
FDR-0004,2024-04-15 02:00,3.943,2.064,1.016,0.886
FDR-0004,2024-04-15 03:00,3.726,1.899,1.0136,0.891
FDR-0004,2024-04-15 04:00,3.636,1.913,1.0195,0.885
FDR-0004,2024-04-15 05:00,3.923,1.501,1.0473,0.934
FDR-0004,2024-04-15 06:00,3.654,0.916,1.0189,0.97
FDR-0004,2024-04-15 07:00,4.643,0.99,1.0252,0.978
FDR-0004,2024-04-15 08:00,5.203,2.04,0.9798,0.931
FDR-0004,2024-04-15 09:00,6.095,1.681,0.9723,0.964
FDR-0004,2024-04-15 10:00,6.708,2.672,0.9934,0.929
FDR-0004,2024-04-15 11:00,6.837,1.683,1.0254,0.971
FDR-0004,2024-04-15 12:00,6.441,3.228,0.9972,0.894
FDR-0004,2024-04-15 13:00,6.657,3.205,1.0225,0.901
FDR-0004,2024-04-15 14:00,6.574,2.408,1.036,0.939
FDR-0004,2024-04-15 15:00,6.309,3.18,1.0225,0.893
FDR-0004,2024-04-15 16:00,7.492,3.671,0.9706,0.898
FDR-0004,2024-04-15 17:00,8.131,2.555,1.0234,0.954
FDR-0004,2024-04-15 18:00,7.85,3.978,1.0372,0.892
FDR-0004,2024-04-15 19:00,7.711,1.683,0.9997,0.977
FDR-0004,2024-04-15 20:00,5.826,1.873,1.0336,0.952
FDR-0004,2024-04-15 21:00,5.129,2.138,0.9756,0.923
FDR-0004,2024-04-15 22:00,5.04,1.813,1.0134,0.941
FDR-0004,2024-04-15 23:00,4.339,1.715,0.9829,0.93
FDR-0004,2024-04-16 00:00,3.345,1.445,1.0407,0.918
FDR-0004,2024-04-16 01:00,3.488,1.797,0.9912,0.889
FDR-0004,2024-04-16 02:00,3.948,1.99,1.049,0.893
FDR-0004,2024-04-16 03:00,4.046,1.1,0.963,0.965
FDR-0004,2024-04-16 04:00,3.802,1.884,0.9856,0.896
FDR-0004,2024-04-16 05:00,3.958,0.902,1.0399,0.975
FDR-0004,2024-04-16 06:00,4.215,1.0,0.9559,0.973
FDR-0004,2024-04-16 07:00,4.703,2.197,0.9757,0.906
FDR-0004,2024-04-16 08:00,4.841,2.6,1.0247,0.881
FDR-0004,2024-04-16 09:00,6.26,3.032,0.9804,0.9
FDR-0004,2024-04-16 10:00,6.632,3.434,0.973,0.888
FDR-0004,2024-04-16 11:00,6.92,2.098,0.9891,0.957
FDR-0004,2024-04-16 12:00,6.204,3.092,0.9625,0.895
FDR-0004,2024-04-16 13:00,6.138,2.688,1.0455,0.916
FDR-0004,2024-04-16 14:00,5.839,1.96,1.0403,0.948
FDR-0004,2024-04-16 15:00,6.668,1.996,1.0322,0.958
FDR-0004,2024-04-16 16:00,7.652,3.663,1.0251,0.902
FDR-0004,2024-04-16 17:00,7.554,3.807,1.0442,0.893
FDR-0004,2024-04-16 18:00,7.594,2.68,1.0417,0.943
FDR-0004,2024-04-16 19:00,7.137,3.637,0.99,0.891
FDR-0004,2024-04-16 20:00,5.744,3.006,1.03,0.886
FDR-0004,2024-04-16 21:00,5.175,1.529,1.035,0.959
FDR-0004,2024-04-16 22:00,4.903,2.402,0.9556,0.898
FDR-0004,2024-04-16 23:00,4.476,1.288,0.9622,0.961
FDR-0004,2024-04-17 00:00,3.434,1.524,1.033,0.914
FDR-0004,2024-04-17 01:00,3.826,1.311,1.0282,0.946
FDR-0004,2024-04-17 02:00,3.705,1.98,1.0306,0.882
FDR-0004,2024-04-17 03:00,4.227,1.987,1.0084,0.905
FDR-0004,2024-04-17 04:00,3.795,1.944,1.0481,0.89
FDR-0004,2024-04-17 05:00,3.717,1.976,1.0287,0.883
FDR-0004,2024-04-17 06:00,4.089,1.922,1.0182,0.905
FDR-0004,2024-04-17 07:00,4.84,1.503,1.0192,0.955
FDR-0004,2024-04-17 08:00,5.359,2.299,1.0305,0.919
FDR-0004,2024-04-17 09:00,6.119,2.911,0.9991,0.903
FDR-0004,2024-04-17 10:00,6.538,2.522,1.0462,0.933
FDR-0004,2024-04-17 11:00,6.758,3.425,1.0259,0.892
FDR-0004,2024-04-17 12:00,7.155,3.862,0.9847,0.88
FDR-0004,2024-04-17 13:00,6.657,3.299,0.9975,0.896
FDR-0004,2024-04-17 14:00,5.994,1.862,1.0089,0.955
FDR-0004,2024-04-17 15:00,5.99,1.307,1.0094,0.977
FDR-0004,2024-04-17 16:00,6.732,1.687,0.9711,0.97
FDR-0004,2024-04-17 17:00,8.086,4.053,1.049,0.894
FDR-0004,2024-04-17 18:00,7.545,3.654,0.9838,0.9
FDR-0004,2024-04-17 19:00,7.726,3.72,1.0133,0.901
FDR-0004,2024-04-17 20:00,5.276,1.984,1.0047,0.936
FDR-0004,2024-04-17 21:00,5.079,1.083,0.9656,0.978
FDR-0004,2024-04-17 22:00,5.119,1.974,0.9759,0.933
FDR-0004,2024-04-17 23:00,4.624,1.257,1.0071,0.965
