transformer_id,inspection_date,work_order_id,inspection_type,condition_before,condition_after
XFMR-015119,2017-03-25 18:36:36.081583,WO-002256,routine,3,3
XFMR-015119,2018-07-04 18:36:36.081594,WO-002257,emergency,3,3
XFMR-018546,2020-10-22 18:36:36.081613,WO-002258,routine,2,3
XFMR-018546,2026-01-07 18:36:36.081623,WO-002259,routine,3,3
XFMR-003329,2019-05-14 18:36:36.081642,WO-002260,routine,5,4
XFMR-003329,2021-04-13 18:36:36.081653,WO-002261,routine,5,4
XFMR-003329,2024-11-12 18:36:36.081662,WO-002262,routine,3,4
XFMR-006664,2019-09-08 18:36:36.081682,WO-002263,routine,3,2
XFMR-006664,2016-04-12 18:36:36.081692,WO-002264,routine,2,2
XFMR-002301,2019-07-21 18:36:36.081711,WO-002265,preventive,2,3
XFMR-004549,2024-10-17 18:36:36.081731,WO-002266,routine,4,3
XFMR-004549,2023-06-30 18:36:36.081741,WO-002267,routine,3,3
XFMR-004549,2020-03-15 18:36:36.081751,WO-002268,routine,3,3
XFMR-003190,2024-07-23 18:36:36.081770,WO-002269,routine,4,5
XFMR-003190,2024-10-22 18:36:36.081780,WO-002270,routine,5,5
XFMR-007133,2025-03-06 18:36:36.081799,WO-002271,routine,2,3
XFMR-010503,2022-08-24 18:36:36.081819,WO-002272,routine,4,4
XFMR-010503,2018-04-29 18:36:36.081829,WO-002273,routine,4,4
XFMR-010503,2020-01-16 18:36:36.081839,WO-002274,preventive,5,4
XFMR-003001,2019-04-27 18:36:36.081860,WO-002275,emergency,4,3
XFMR-003001,2017-10-28 18:36:36.081871,WO-002276,routine,4,3
XFMR-003001,2023-08-20 18:36:36.081880,WO-002277,routine,4,3
XFMR-011975,2023-08-19 18:36:36.081899,WO-002278,routine,1,1
XFMR-011975,2017-02-09 18:36:36.081910,WO-002279,routine,2,1
XFMR-011975,2025-03-14 18:36:36.081919,WO-002280,preventive,1,1
XFMR-007496,2016-03-24 18:36:36.081938,WO-002281,routine,2,2
XFMR-007496,2021-07-29 18:36:36.081949,WO-002282,preventive,1,2
XFMR-015102,2023-01-24 18:36:36.081968,WO-002283,routine,2,1
XFMR-010715,2025-03-20 18:36:36.081987,WO-002284,routine,5,5
XFMR-010715,2024-05-05 18:36:36.081998,WO-002285,routine,5,5
XFMR-004352,2019-11-17 18:36:36.082017,WO-002286,routine,3,3
XFMR-010306,2021-07-11 18:36:36.082036,WO-002287,routine,5,4
XFMR-011343,2020-07-16 18:36:36.082056,WO-002288,routine,4,3
XFMR-011343,2016-02-23 18:36:36.082066,WO-002289,routine,3,3
XFMR-011468,2022-06-28 18:36:36.082085,WO-002290,routine,2,3
XFMR-011468,2022-09-28 18:36:36.082096,WO-002291,routine,3,3
XFMR-004160,2017-11-19 18:36:36.082115,WO-002292,routine,2,2
XFMR-004160,2022-07-25 18:36:36.082125,WO-002293,routine,1,2
XFMR-004160,2025-04-04 18:36:36.082135,WO-002294,routine,1,2
XFMR-005032,2024-04-07 18:36:36.082154,WO-002295,routine,3,2
XFMR-005032,2016-08-08 18:36:36.082164,WO-002296,preventive,2,2
XFMR-005032,2018-02-07 18:36:36.082174,WO-002297,preventive,1,2
XFMR-009936,2017-04-01 18:36:36.082193,WO-002298,routine,3,2
XFMR-005972,2019-05-30 18:36:36.082213,WO-002299,preventive,3,2
XFMR-005972,2020-06-23 18:36:36.082223,WO-002300,preventive,3,2
XFMR-005972,2017-04-02 18:36:36.082233,WO-002301,routine,1,2
XFMR-016920,2020-09-27 18:36:36.082252,WO-002302,routine,3,3
XFMR-016920,2018-02-28 18:36:36.082262,WO-002303,routine,2,3
XFMR-016920,2017-11-30 18:36:36.082272,WO-002304,routine,2,3
XFMR-011160,2025-09-10 18:36:36.082291,WO-002305,routine,2,2
XFMR-014094,2024-05-29 18:36:36.082310,WO-002306,routine,3,4
XFMR-018240,2017-09-02 18:36:36.082330,WO-002307,emergency,4,4
XFMR-018240,2025-09-26 18:36:36.082340,WO-002308,routine,3,4
XFMR-006254,2018-06-24 18:36:36.082359,WO-002309,routine,3,2
XFMR-006254,2023-11-10 18:36:36.082370,WO-002310,preventive,2,2
XFMR-008701,2016-02-24 18:36:36.082390,WO-002311,routine,2,3
XFMR-012959,2016-06-07 18:36:36.082410,WO-002312,preventive,4,4
XFMR-012959,2017-12-20 18:36:36.082421,WO-002313,preventive,3,4
XFMR-012959,2021-07-18 18:36:36.082430,WO-002314,routine,5,4
XFMR-001329,2020-12-03 18:36:36.082449,WO-002315,emergency,4,4
XFMR-001329,2021-08-30 18:36:36.082460,WO-002316,routine,3,4
XFMR-002677,2025-04-24 18:36:36.082479,WO-002317,routine,3,2
XFMR-002677,2023-10-17 18:36:36.082489,WO-002318,routine,3,2
XFMR-002677,2021-11-09 18:36:36.082499,WO-002319,preventive,3,2
XFMR-013925,2022-11-12 18:36:36.082518,WO-002320,routine,5,5
XFMR-012240,2020-05-06 18:36:36.082537,WO-002321,preventive,4,4
XFMR-012240,2018-01-05 18:36:36.082547,WO-002322,preventive,4,4
XFMR-012240,2023-05-06 18:36:36.082557,WO-002323,routine,4,4
XFMR-014754,2019-08-18 18:36:36.082576,WO-002324,routine,3,3
XFMR-014754,2023-03-11 18:36:36.082586,WO-002325,routine,3,3
XFMR-014754,2019-09-10 18:36:36.082596,WO-002326,routine,4,3
XFMR-003687,2018-07-07 18:36:36.082615,WO-002327,routine,5,4
XFMR-003687,2025-03-20 18:36:36.082625,WO-002328,routine,4,4
XFMR-012149,2020-01-02 18:36:36.082644,WO-002329,routine,1,1
XFMR-012149,2018-08-24 18:36:36.082655,WO-002330,routine,1,1
XFMR-012149,2024-07-02 18:36:36.082664,WO-002331,routine,1,1
XFMR-007802,2020-01-08 18:36:36.082683,WO-002332,routine,1,2
XFMR-007802,2023-05-13 18:36:36.082694,WO-002333,routine,2,2
XFMR-001098,2025-09-17 18:36:36.082713,WO-002334,routine,1,2
XFMR-008507,2022-02-06 18:36:36.082733,WO-002335,routine,1,1
XFMR-008507,2019-11-24 18:36:36.082743,WO-002336,routine,2,1
XFMR-020590,2025-04-16 18:36:36.082762,WO-002337,routine,3,2
XFMR-020590,2016-08-14 18:36:36.082772,WO-002338,routine,1,2
XFMR-020590,2019-08-01 18:36:36.082782,WO-002339,preventive,1,2
XFMR-010509,2021-02-22 18:36:36.082801,WO-002340,routine,3,2
XFMR-010509,2022-11-26 18:36:36.082811,WO-002341,emergency,2,2
XFMR-010509,2016-05-05 18:36:36.082821,WO-002342,routine,2,2
XFMR-008509,2022-09-26 18:36:36.082840,WO-002343,routine,3,4
XFMR-008509,2024-06-03 18:36:36.082850,WO-002344,routine,5,4
XFMR-008509,2022-08-30 18:36:36.082860,WO-002345,routine,4,4
XFMR-018731,2020-04-14 18:36:36.082879,WO-002346,routine,2,2
XFMR-001769,2023-12-28 18:36:36.082899,WO-002347,preventive,3,4
XFMR-001769,2024-06-10 18:36:36.082910,WO-002348,routine,5,4
XFMR-001769,2021-03-30 18:36:36.082919,WO-002349,routine,3,4
XFMR-020207,2018-05-07 18:36:36.082938,WO-002350,routine,2,1
XFMR-020207,2016-06-26 18:36:36.082949,WO-002351,routine,1,1
XFMR-009537,2017-08-19 18:36:36.082968,WO-002352,emergency,1,2
XFMR-009537,2020-02-07 18:36:36.082978,WO-002353,routine,1,2
XFMR-009537,2021-02-13 18:36:36.082988,WO-002354,routine,3,2
XFMR-020197,2020-11-30 18:36:36.083007,WO-002355,routine,3,2
XFMR-020197,2025-08-07 18:36:36.083017,WO-002356,routine,3,2
XFMR-016267,2025-02-14 18:36:36.083036,WO-002357,routine,3,4
XFMR-015995,2023-07-03 18:36:36.083056,WO-002358,routine,4,4
XFMR-015995,2018-12-24 18:36:36.083066,WO-002359,routine,4,4
XFMR-015995,2022-02-24 18:36:36.083076,WO-002360,routine,3,4
XFMR-012982,2018-10-03 18:36:36.083096,WO-002361,routine,4,3
XFMR-012982,2019-12-21 18:36:36.083106,WO-002362,routine,3,3
XFMR-007403,2024-02-06 18:36:36.083125,WO-002363,routine,3,4
XFMR-002333,2022-04-21 18:36:36.083145,WO-002364,preventive,3,2
XFMR-002333,2019-07-15 18:36:36.083156,WO-002365,preventive,3,2
XFMR-012541,2016-05-06 18:36:36.083175,WO-002366,routine,1,1
XFMR-012541,2019-05-02 18:36:36.083185,WO-002367,routine,1,1
XFMR-003499,2022-09-03 18:36:36.083204,WO-002368,routine,3,3
XFMR-012024,2021-01-11 18:36:36.083224,WO-002369,routine,4,3
XFMR-012024,2021-08-14 18:36:36.083234,WO-002370,routine,2,3
XFMR-012024,2023-04-14 18:36:36.083244,WO-002371,routine,3,3
XFMR-007600,2024-08-24 18:36:36.083263,WO-002372,routine,2,2
XFMR-007600,2018-08-07 18:36:36.083274,WO-002373,routine,2,2
XFMR-011742,2019-07-20 18:36:36.083293,WO-002374,preventive,5,4
XFMR-011742,2024-03-15 18:36:36.083303,WO-002375,preventive,3,4
XFMR-011814,2021-08-09 18:36:36.083322,WO-002376,routine,5,4
XFMR-004610,2022-06-29 18:36:36.083342,WO-002377,preventive,3,2
XFMR-004610,2017-03-26 18:36:36.083352,WO-002378,routine,1,2
XFMR-004610,2021-08-11 18:36:36.083362,WO-002379,routine,1,2
XFMR-014965,2021-04-09 18:36:36.083381,WO-002380,routine,2,2
XFMR-014965,2022-07-21 18:36:36.083392,WO-002381,routine,1,2
XFMR-000539,2021-10-31 18:36:36.083411,WO-002382,routine,5,4
XFMR-000539,2023-06-10 18:36:36.083421,WO-002383,routine,4,4
XFMR-000539,2023-03-29 18:36:36.083431,WO-002384,routine,4,4
XFMR-005894,2016-09-12 18:36:36.083450,WO-002385,routine,1,2
XFMR-005894,2024-02-05 18:36:36.083461,WO-002386,emergency,3,2
XFMR-005894,2021-08-25 18:36:36.083470,WO-002387,routine,3,2
XFMR-015280,2020-01-09 18:36:36.083489,WO-002388,routine,5,4
XFMR-015280,2025-09-25 18:36:36.083500,WO-002389,emergency,4,4
XFMR-012052,2022-04-07 18:36:36.083520,WO-002390,routine,1,2
XFMR-012052,2026-01-01 18:36:36.083531,WO-002391,routine,3,2
XFMR-003434,2024-03-22 18:36:36.083550,WO-002392,routine,2,2
XFMR-003434,2016-10-02 18:36:36.083560,WO-002393,routine,1,2
XFMR-021108,2025-10-30 18:36:36.083579,WO-002394,routine,5,4
XFMR-021108,2022-08-10 18:36:36.083590,WO-002395,preventive,3,4
XFMR-021108,2019-02-19 18:36:36.083599,WO-002396,preventive,5,4
XFMR-017194,2017-07-02 18:36:36.083618,WO-002397,routine,2,3
XFMR-006892,2025-03-29 18:36:36.083639,WO-002398,routine,4,4
XFMR-006892,2024-06-27 18:36:36.083649,WO-002399,routine,5,4
XFMR-006892,2023-07-05 18:36:36.083659,WO-002400,preventive,3,4
XFMR-006528,2018-10-16 18:36:36.083678,WO-002401,routine,5,4
XFMR-006528,2018-01-29 18:36:36.083688,WO-002402,routine,3,4
XFMR-017182,2017-10-15 18:36:36.083707,WO-002403,emergency,4,3
XFMR-010093,2016-06-23 18:36:36.083727,WO-002404,preventive,3,2
XFMR-010093,2018-05-28 18:36:36.083737,WO-002405,routine,3,2
XFMR-010093,2017-11-04 18:36:36.083747,WO-002406,emergency,3,2
XFMR-001663,2023-02-14 18:36:36.083766,WO-002407,routine,4,5
XFMR-015969,2024-10-22 18:36:36.083785,WO-002408,preventive,2,2
XFMR-015969,2021-02-11 18:36:36.083796,WO-002409,routine,1,2
XFMR-015969,2019-10-11 18:36:36.083805,WO-002410,routine,2,2
XFMR-020876,2020-12-10 18:36:36.083825,WO-002411,routine,1,1
XFMR-020876,2020-01-19 18:36:36.083835,WO-002412,routine,1,1
XFMR-020876,2021-07-20 18:36:36.083844,WO-002413,preventive,1,1
XFMR-004789,2023-07-09 18:36:36.083863,WO-002414,routine,1,2
XFMR-014451,2021-01-29 18:36:36.083883,WO-002415,routine,5,5
XFMR-014451,2025-06-01 18:36:36.083894,WO-002416,routine,4,5
XFMR-014451,2020-10-09 18:36:36.083903,WO-002417,emergency,4,5
XFMR-020042,2020-11-06 18:36:36.083923,WO-002418,routine,4,3
XFMR-013104,2019-05-28 18:36:36.083942,WO-002419,routine,4,3
XFMR-013104,2025-05-07 18:36:36.083952,WO-002420,routine,3,3
XFMR-013104,2024-03-10 18:36:36.083962,WO-002421,routine,3,3
XFMR-002517,2016-07-13 18:36:36.083981,WO-002422,routine,3,3
XFMR-002517,2018-04-29 18:36:36.083992,WO-002423,routine,3,3
XFMR-002517,2022-12-02 18:36:36.084001,WO-002424,routine,2,3
XFMR-019059,2019-09-06 18:36:36.084020,WO-002425,preventive,1,2
XFMR-004541,2016-05-16 18:36:36.084040,WO-002426,routine,1,1
XFMR-020759,2024-10-16 18:36:36.084060,WO-002427,preventive,3,2
XFMR-001969,2021-03-21 18:36:36.084079,WO-002428,routine,2,2
XFMR-009854,2018-08-26 18:36:36.084099,WO-002429,routine,2,2
XFMR-009854,2022-12-29 18:36:36.084110,WO-002430,preventive,1,2
XFMR-009854,2024-11-19 18:36:36.084119,WO-002431,preventive,1,2
XFMR-014686,2023-03-19 18:36:36.084138,WO-002432,routine,1,1
XFMR-014686,2023-09-15 18:36:36.084149,WO-002433,routine,1,1
XFMR-007692,2023-07-15 18:36:36.084168,WO-002434,routine,1,1
XFMR-007692,2020-04-11 18:36:36.084179,WO-002435,routine,1,1
XFMR-007692,2018-09-15 18:36:36.084188,WO-002436,routine,1,1
XFMR-004784,2021-02-02 18:36:36.084207,WO-002437,preventive,1,2
XFMR-019227,2016-12-04 18:36:36.084230,WO-002438,routine,3,2
XFMR-019227,2022-08-08 18:36:36.084240,WO-002439,routine,3,2
XFMR-019227,2025-12-19 18:36:36.084250,WO-002440,preventive,2,2
XFMR-012296,2016-11-05 18:36:36.084269,WO-002441,routine,4,3
XFMR-012296,2019-04-13 18:36:36.084280,WO-002442,routine,4,3
XFMR-012296,2016-06-21 18:36:36.084289,WO-002443,routine,2,3
XFMR-000291,2023-08-22 18:36:36.084309,WO-002444,routine,1,1
XFMR-000291,2022-06-15 18:36:36.084319,WO-002445,preventive,1,1
XFMR-000291,2025-02-23 18:36:36.084329,WO-002446,preventive,1,1
XFMR-007529,2024-12-28 18:36:36.084348,WO-002447,routine,1,1
XFMR-011045,2019-11-16 18:36:36.084368,WO-002448,routine,3,3
XFMR-011045,2021-11-02 18:36:36.084379,WO-002449,routine,2,3
XFMR-005245,2024-07-16 18:36:36.084398,WO-002450,routine,2,3
XFMR-005245,2022-09-08 18:36:36.084408,WO-002451,emergency,2,3
XFMR-015674,2024-12-12 18:36:36.084427,WO-002452,preventive,4,3
XFMR-015674,2020-02-21 18:36:36.084438,WO-002453,routine,3,3
XFMR-018596,2020-02-16 18:36:36.084457,WO-002454,routine,3,3
XFMR-018754,2018-04-28 18:36:36.084477,WO-002455,emergency,2,1
XFMR-018754,2022-02-19 18:36:36.084487,WO-002456,preventive,2,1
XFMR-012591,2017-10-15 18:36:36.084506,WO-002457,routine,3,2
XFMR-005702,2022-06-18 18:36:36.084526,WO-002458,routine,2,2
XFMR-005702,2019-12-20 18:36:36.084537,WO-002459,preventive,1,2
XFMR-010060,2022-04-15 18:36:36.084556,WO-002460,emergency,1,2
XFMR-018381,2022-11-05 18:36:36.084576,WO-002461,routine,2,3
XFMR-018381,2017-06-25 18:36:36.084586,WO-002462,routine,4,3
XFMR-018381,2020-08-11 18:36:36.084596,WO-002463,routine,2,3
XFMR-014967,2018-11-27 18:36:36.084615,WO-002464,routine,1,2
XFMR-014967,2019-04-30 18:36:36.084625,WO-002465,routine,3,2
XFMR-020948,2022-06-19 18:36:36.084644,WO-002466,emergency,1,1
XFMR-020948,2019-02-13 18:36:36.084655,WO-002467,routine,2,1
XFMR-004520,2024-04-14 18:36:36.084676,WO-002468,preventive,3,2
XFMR-004520,2019-11-11 18:36:36.084686,WO-002469,routine,1,2
XFMR-004520,2019-10-11 18:36:36.084696,WO-002470,routine,1,2
XFMR-010278,2022-08-19 18:36:36.084715,WO-002471,emergency,2,2
XFMR-011433,2020-07-23 18:36:36.084734,WO-002472,routine,4,3
XFMR-003573,2020-02-02 18:36:36.084754,WO-002473,emergency,2,3
XFMR-003573,2019-03-17 18:36:36.084765,WO-002474,routine,2,3
XFMR-003573,2022-03-10 18:36:36.084775,WO-002475,routine,4,3
XFMR-021253,2017-04-28 18:36:36.084794,WO-002476,routine,1,2
XFMR-021253,2022-10-20 18:36:36.084804,WO-002477,routine,1,2
XFMR-002843,2022-11-29 18:36:36.084823,WO-002478,routine,4,4
XFMR-002843,2017-06-10 18:36:36.084846,WO-002479,routine,5,4
XFMR-002843,2018-04-01 18:36:36.084856,WO-002480,routine,3,4
XFMR-011437,2018-10-30 18:36:36.084875,WO-002481,preventive,5,4
XFMR-008730,2021-08-03 18:36:36.084895,WO-002482,routine,1,2
XFMR-008730,2023-03-27 18:36:36.084905,WO-002483,routine,1,2
XFMR-008730,2016-03-26 18:36:36.084915,WO-002484,routine,2,2
XFMR-004654,2020-05-06 18:36:36.084934,WO-002485,routine,5,5
XFMR-004654,2022-06-18 18:36:36.084946,WO-002486,preventive,5,5
XFMR-004820,2023-09-20 18:36:36.084967,WO-002487,preventive,1,1
XFMR-002886,2021-03-31 18:36:36.084987,WO-002488,routine,5,5
XFMR-002886,2019-05-28 18:36:36.084997,WO-002489,routine,5,5
XFMR-007098,2022-08-07 18:36:36.085017,WO-002490,routine,1,1
XFMR-002562,2020-04-25 18:36:36.085036,WO-002491,preventive,4,4
XFMR-002562,2023-03-11 18:36:36.085046,WO-002492,routine,3,4
XFMR-002562,2023-04-26 18:36:36.085056,WO-002493,emergency,3,4
XFMR-005437,2018-12-27 18:36:36.085076,WO-002494,routine,4,3
XFMR-005437,2025-04-28 18:36:36.085086,WO-002495,preventive,3,3
XFMR-005437,2022-07-30 18:36:36.085096,WO-002496,emergency,4,3
XFMR-020181,2023-06-25 18:36:36.085115,WO-002497,routine,4,5
XFMR-020181,2021-03-20 18:36:36.085125,WO-002498,routine,5,5
XFMR-020181,2019-06-18 18:36:36.085135,WO-002499,routine,5,5
XFMR-006357,2024-11-06 18:36:36.085154,WO-002500,preventive,5,4
XFMR-006357,2023-08-30 18:36:36.085164,WO-002501,routine,4,4
XFMR-006357,2020-07-20 18:36:36.085174,WO-002502,routine,4,4
XFMR-005737,2025-12-01 18:36:36.085193,WO-002503,routine,3,3
XFMR-005737,2023-09-13 18:36:36.085203,WO-002504,emergency,3,3
XFMR-005737,2025-04-14 18:36:36.085213,WO-002505,routine,4,3
XFMR-018175,2020-03-19 18:36:36.085232,WO-002506,preventive,3,3
XFMR-018175,2024-03-21 18:36:36.085243,WO-002507,routine,3,3
XFMR-015212,2019-10-22 18:36:36.085262,WO-002508,routine,2,2
XFMR-015212,2020-01-09 18:36:36.085272,WO-002509,preventive,3,2
XFMR-015212,2021-12-05 18:36:36.085282,WO-002510,preventive,3,2
XFMR-011813,2025-07-12 18:36:36.085301,WO-002511,routine,2,2
XFMR-010153,2023-10-07 18:36:36.085321,WO-002512,routine,3,4
XFMR-011821,2016-06-03 18:36:36.085341,WO-002513,routine,3,3
XFMR-004681,2024-08-16 18:36:36.085361,WO-002514,preventive,4,4
XFMR-004681,2021-08-29 18:36:36.085371,WO-002515,routine,3,4
XFMR-002768,2025-02-23 18:36:36.085391,WO-002516,routine,4,3
XFMR-002768,2021-12-07 18:36:36.085401,WO-002517,preventive,2,3
XFMR-005666,2017-10-19 18:36:36.085420,WO-002518,preventive,3,4
XFMR-002930,2025-05-19 18:36:36.085440,WO-002519,preventive,4,4
XFMR-014726,2017-01-21 18:36:36.085460,WO-002520,preventive,5,4
XFMR-014726,2017-04-28 18:36:36.085470,WO-002521,routine,4,4
XFMR-005116,2020-01-26 18:36:36.085489,WO-002522,preventive,4,3
XFMR-020194,2018-08-03 18:36:36.085508,WO-002523,routine,5,4
XFMR-016303,2016-07-01 18:36:36.085528,WO-002524,emergency,4,4
XFMR-014713,2021-01-12 18:36:36.085548,WO-002525,preventive,2,2
XFMR-017961,2025-09-02 18:36:36.085568,WO-002526,routine,3,3
XFMR-000434,2018-07-26 18:36:36.085588,WO-002527,routine,2,1
XFMR-014194,2016-02-27 18:36:36.085607,WO-002528,preventive,1,2
XFMR-014194,2016-09-08 18:36:36.085618,WO-002529,routine,2,2
XFMR-004903,2024-01-03 18:36:36.085637,WO-002530,emergency,1,2
XFMR-004903,2019-11-03 18:36:36.085647,WO-002531,routine,3,2
XFMR-015557,2025-12-07 18:36:36.085667,WO-002532,routine,5,4
XFMR-015557,2021-11-22 18:36:36.085677,WO-002533,emergency,5,4
XFMR-015661,2021-04-15 18:36:36.085696,WO-002534,routine,4,3
XFMR-015661,2017-03-23 18:36:36.085707,WO-002535,routine,2,3
XFMR-015661,2016-10-23 18:36:36.085717,WO-002536,routine,2,3
XFMR-017466,2016-06-15 18:36:36.085736,WO-002537,routine,2,2
XFMR-017466,2025-02-22 18:36:36.085747,WO-002538,routine,3,2
XFMR-011968,2023-01-12 18:36:36.085766,WO-002539,routine,3,2
XFMR-011968,2016-12-08 18:36:36.085776,WO-002540,routine,1,2
XFMR-011968,2023-12-09 18:36:36.085786,WO-002541,routine,3,2
XFMR-014527,2021-12-17 18:36:36.085806,WO-002542,preventive,4,4
XFMR-014527,2023-09-30 18:36:36.085816,WO-002543,routine,3,4
XFMR-021508,2024-01-06 18:36:36.085836,WO-002544,routine,2,2
XFMR-011143,2025-09-19 18:36:36.085859,WO-002545,routine,1,2
XFMR-011143,2021-12-01 18:36:36.085870,WO-002546,preventive,1,2
XFMR-011143,2020-06-20 18:36:36.085880,WO-002547,preventive,3,2
XFMR-009041,2017-11-20 18:36:36.085900,WO-002548,routine,1,2
XFMR-004985,2023-05-14 18:36:36.085920,WO-002549,routine,5,5
XFMR-004985,2019-05-24 18:36:36.085931,WO-002550,preventive,4,5
XFMR-004985,2023-09-23 18:36:36.085941,WO-002551,routine,4,5
XFMR-009889,2020-05-04 18:36:36.085961,WO-002552,routine,1,2
XFMR-013213,2021-01-08 18:36:36.085981,WO-002553,preventive,2,1
XFMR-001273,2017-11-26 18:36:36.086002,WO-002554,routine,1,2
XFMR-018956,2020-10-09 18:36:36.086022,WO-002555,routine,5,4
XFMR-021509,2019-08-22 18:36:36.086042,WO-002556,routine,4,4
XFMR-021509,2025-02-18 18:36:36.086053,WO-002557,routine,3,4
XFMR-021509,2025-07-12 18:36:36.086063,WO-002558,emergency,4,4
XFMR-016288,2024-04-14 18:36:36.086083,WO-002559,routine,2,2
XFMR-016288,2016-04-17 18:36:36.086093,WO-002560,routine,2,2
XFMR-016288,2017-07-27 18:36:36.086103,WO-002561,routine,2,2
XFMR-004580,2019-09-21 18:36:36.086123,WO-002562,routine,3,3
XFMR-004580,2016-08-05 18:36:36.086134,WO-002563,routine,3,3
XFMR-004580,2025-05-29 18:36:36.086144,WO-002564,routine,3,3
XFMR-008408,2024-10-10 18:36:36.086163,WO-002565,routine,2,2
XFMR-008408,2025-11-16 18:36:36.086174,WO-002566,routine,2,2
XFMR-007734,2022-05-26 18:36:36.086194,WO-002567,preventive,3,2
XFMR-007734,2025-02-15 18:36:36.086204,WO-002568,emergency,1,2
XFMR-020415,2020-01-14 18:36:36.086224,WO-002569,routine,5,4
XFMR-003708,2016-08-16 18:36:36.086245,WO-002570,preventive,2,2
XFMR-019678,2017-09-06 18:36:36.086265,WO-002571,routine,1,2
XFMR-019678,2024-07-03 18:36:36.086275,WO-002572,routine,2,2
XFMR-002499,2020-08-14 18:36:36.086295,WO-002573,routine,5,5
XFMR-002499,2019-11-25 18:36:36.086305,WO-002574,routine,5,5
XFMR-011571,2019-12-03 18:36:36.086325,WO-002575,routine,3,3
XFMR-016092,2017-09-03 18:36:36.086346,WO-002576,routine,3,4
XFMR-016092,2018-06-02 18:36:36.086357,WO-002577,routine,3,4
XFMR-016092,2022-12-13 18:36:36.086367,WO-002578,routine,5,4
XFMR-012078,2023-10-22 18:36:36.086386,WO-002579,emergency,3,3
XFMR-017611,2023-09-04 18:36:36.086406,WO-002580,routine,2,3
XFMR-017611,2021-02-01 18:36:36.086417,WO-002581,preventive,2,3
XFMR-017611,2022-07-04 18:36:36.086427,WO-002582,routine,4,3
XFMR-018119,2019-03-26 18:36:36.086446,WO-002583,routine,5,5
XFMR-018119,2019-08-03 18:36:36.086457,WO-002584,routine,5,5
XFMR-015269,2022-01-26 18:36:36.086477,WO-002585,routine,1,2
XFMR-016847,2016-12-11 18:36:36.086497,WO-002586,routine,2,2
XFMR-016847,2025-09-30 18:36:36.086508,WO-002587,routine,2,2
XFMR-018224,2025-11-03 18:36:36.086527,WO-002588,routine,1,2
XFMR-018224,2023-07-24 18:36:36.086538,WO-002589,routine,2,2
XFMR-018224,2017-04-20 18:36:36.086548,WO-002590,routine,3,2
XFMR-010432,2017-12-26 18:36:36.086567,WO-002591,routine,1,1
XFMR-010432,2021-03-08 18:36:36.086578,WO-002592,preventive,1,1
XFMR-010432,2016-04-09 18:36:36.086588,WO-002593,routine,2,1
XFMR-003283,2017-07-02 18:36:36.086608,WO-002594,preventive,2,3
XFMR-003283,2019-10-18 18:36:36.086618,WO-002595,emergency,2,3
XFMR-003283,2023-03-04 18:36:36.086628,WO-002596,routine,2,3
XFMR-008488,2021-08-04 18:36:36.086648,WO-002597,emergency,4,5
XFMR-008488,2016-12-21 18:36:36.086658,WO-002598,emergency,5,5
XFMR-019309,2019-12-23 18:36:36.086678,WO-002599,routine,3,3
XFMR-017754,2024-11-09 18:36:36.086698,WO-002600,routine,4,4
XFMR-010412,2017-08-08 18:36:36.086718,WO-002601,preventive,3,2
XFMR-010412,2019-08-02 18:36:36.086729,WO-002602,preventive,3,2
XFMR-010412,2025-08-22 18:36:36.086739,WO-002603,routine,2,2
XFMR-019436,2019-05-04 18:36:36.086758,WO-002604,routine,4,4
XFMR-019436,2025-11-28 18:36:36.086769,WO-002605,preventive,3,4
XFMR-019436,2016-11-14 18:36:36.086779,WO-002606,routine,4,4
XFMR-003827,2023-11-02 18:36:36.086798,WO-002607,routine,3,2
XFMR-003827,2020-08-03 18:36:36.086809,WO-002608,preventive,2,2
XFMR-001711,2022-10-10 18:36:36.086828,WO-002609,routine,3,3
XFMR-001711,2018-06-13 18:36:36.086839,WO-002610,emergency,4,3
XFMR-011492,2025-04-24 18:36:36.086859,WO-002611,routine,4,3
XFMR-019681,2019-10-18 18:36:36.086879,WO-002612,routine,3,2
XFMR-019681,2024-12-13 18:36:36.086890,WO-002613,emergency,3,2
XFMR-019566,2017-01-27 18:36:36.086911,WO-002614,routine,2,1
XFMR-012701,2023-03-10 18:36:36.086931,WO-002615,preventive,5,4
XFMR-016369,2025-12-01 18:36:36.086952,WO-002616,routine,4,4
XFMR-016369,2024-09-19 18:36:36.086962,WO-002617,emergency,4,4
XFMR-016369,2022-01-10 18:36:36.086973,WO-002618,routine,4,4
XFMR-007722,2023-12-04 18:36:36.086992,WO-002619,routine,5,5
XFMR-007722,2022-04-14 18:36:36.087003,WO-002620,emergency,5,5
XFMR-021100,2025-09-25 18:36:36.087023,WO-002621,preventive,4,3
XFMR-021100,2016-04-21 18:36:36.087033,WO-002622,routine,2,3
XFMR-021100,2019-07-10 18:36:36.087043,WO-002623,routine,2,3
XFMR-015941,2022-03-12 18:36:36.087065,WO-002624,emergency,3,3
XFMR-015941,2021-01-07 18:36:36.087075,WO-002625,routine,2,3
XFMR-008779,2017-05-20 18:36:36.087095,WO-002626,preventive,4,3
XFMR-008779,2022-01-31 18:36:36.087105,WO-002627,routine,3,3
XFMR-010883,2017-08-07 18:36:36.087125,WO-002628,routine,3,2
XFMR-006139,2021-03-18 18:36:36.087145,WO-002629,routine,4,3
