transformer_id,feeder_id,kva_rating,install_year,manufacturer,type,health_index,condition_score,age_years
XFMR-003241,FDR-0011,167.0,1990,ABB,oil,2,34,35
XFMR-003242,FDR-0011,500.0,1997,Howard Industries,oil,3,61,28
XFMR-003243,FDR-0011,333.0,2023,Eaton,dry,5,100,2
XFMR-003244,FDR-0011,50.0,2020,Siemens,oil,4,72,5
XFMR-003245,FDR-0011,167.0,1992,Prolec,oil,2,51,33
XFMR-003246,FDR-0011,75.0,1986,Prolec,oil,1,29,39
XFMR-003247,FDR-0011,15.0,1989,Prolec,oil,2,43,36
XFMR-003248,FDR-0011,75.0,1982,GE,dry,2,35,43
XFMR-003249,FDR-0011,37.5,2019,Siemens,oil,4,73,6
XFMR-003250,FDR-0011,250.0,1990,Eaton,oil,2,44,35
XFMR-003251,FDR-0011,167.0,2006,Siemens,oil,3,66,19
XFMR-003252,FDR-0011,25.0,2002,Prolec,dry,2,34,23
XFMR-003253,FDR-0011,500.0,2007,Prolec,oil,3,73,18
XFMR-003254,FDR-0011,100.0,2024,GE,oil,4,75,1
XFMR-003255,FDR-0011,15.0,1999,Howard Industries,dry,3,59,26
XFMR-003256,FDR-0011,15.0,2007,Prolec,dry,2,38,18
XFMR-003257,FDR-0011,333.0,1980,Siemens,oil,1,13,45
XFMR-003258,FDR-0011,333.0,1990,Siemens,oil,2,55,35
XFMR-003259,FDR-0011,37.5,2015,Siemens,oil,4,78,10
XFMR-003260,FDR-0011,333.0,2013,ABB,oil,4,77,12
XFMR-003261,FDR-0011,167.0,1986,Prolec,oil,2,32,39
XFMR-003262,FDR-0011,15.0,2004,Prolec,dry,3,71,21
XFMR-003263,FDR-0011,10.0,2016,Prolec,dry,4,89,9
XFMR-003264,FDR-0011,15.0,1997,Howard Industries,oil,2,30,28
XFMR-003265,FDR-0011,333.0,2018,Siemens,oil,4,89,7
XFMR-003266,FDR-0011,25.0,2007,Siemens,dry,2,34,18
XFMR-003267,FDR-0011,37.5,2020,Siemens,oil,4,72,5
XFMR-003268,FDR-0011,100.0,2000,ABB,oil,3,53,25
XFMR-003269,FDR-0011,25.0,2020,Howard Industries,dry,4,88,5
XFMR-003270,FDR-0011,333.0,2002,Howard Industries,oil,3,64,23
XFMR-003271,FDR-0011,500.0,2008,ABB,dry,3,68,17
XFMR-003272,FDR-0011,250.0,2013,Prolec,oil,3,65,12
XFMR-003273,FDR-0011,50.0,1981,GE,oil,2,52,44
XFMR-003274,FDR-0011,25.0,1988,ABB,oil,2,37,37
XFMR-003275,FDR-0011,15.0,2007,Siemens,dry,3,63,18
XFMR-003276,FDR-0011,500.0,1987,Eaton,oil,2,34,38
XFMR-003277,FDR-0011,333.0,1987,GE,oil,2,30,38
XFMR-003278,FDR-0011,50.0,2006,Eaton,oil,3,68,19
XFMR-003279,FDR-0011,15.0,2021,Prolec,oil,5,89,4
XFMR-003280,FDR-0011,10.0,2009,ABB,dry,3,52,16
XFMR-003281,FDR-0011,15.0,2010,Siemens,oil,3,66,15
XFMR-003282,FDR-0011,10.0,1989,Siemens,oil,1,16,36
XFMR-003283,FDR-0011,500.0,1997,GE,dry,3,66,28
XFMR-003284,FDR-0011,100.0,2015,Siemens,oil,4,82,10
XFMR-003285,FDR-0011,15.0,2013,Prolec,oil,4,83,12
XFMR-003286,FDR-0011,10.0,2021,Eaton,dry,4,81,4
XFMR-003287,FDR-0011,500.0,1980,ABB,oil,1,20,45
XFMR-003288,FDR-0011,25.0,2018,GE,dry,4,70,7
XFMR-003289,FDR-0011,167.0,2004,ABB,oil,4,72,21
XFMR-003290,FDR-0011,10.0,1997,Eaton,oil,3,61,28
XFMR-003291,FDR-0012,25.0,2007,ABB,oil,2,38,18
XFMR-003292,FDR-0012,25.0,2021,GE,dry,5,86,4
XFMR-003293,FDR-0012,500.0,2020,ABB,oil,4,83,5
XFMR-003294,FDR-0012,37.5,2012,Eaton,oil,4,74,13
XFMR-003295,FDR-0012,15.0,2014,Eaton,oil,5,87,11
XFMR-003296,FDR-0012,500.0,2016,Eaton,oil,3,61,9
XFMR-003297,FDR-0012,50.0,1997,ABB,dry,3,61,28
XFMR-003298,FDR-0012,100.0,2013,Prolec,oil,3,70,12
XFMR-003299,FDR-0012,37.5,1984,Prolec,dry,2,36,41
XFMR-003300,FDR-0012,50.0,2013,Howard Industries,dry,4,70,12
XFMR-003301,FDR-0012,15.0,2000,Siemens,oil,3,52,25
XFMR-003302,FDR-0012,50.0,2014,GE,oil,5,95,11
XFMR-003303,FDR-0012,333.0,2005,ABB,oil,3,62,20
XFMR-003304,FDR-0012,37.5,1987,Prolec,dry,2,51,38
XFMR-003305,FDR-0012,50.0,1997,Prolec,oil,3,72,28
XFMR-003306,FDR-0012,250.0,2016,Prolec,oil,4,79,9
XFMR-003307,FDR-0012,37.5,2012,Prolec,dry,4,88,13
XFMR-003308,FDR-0012,50.0,1994,ABB,dry,1,13,31
XFMR-003309,FDR-0012,37.5,2004,GE,oil,3,71,21
XFMR-003310,FDR-0012,250.0,2009,Prolec,dry,3,54,16
XFMR-003311,FDR-0012,100.0,2006,Howard Industries,oil,3,60,19
XFMR-003312,FDR-0012,100.0,2010,Prolec,oil,3,58,15
XFMR-003313,FDR-0012,250.0,1980,Siemens,oil,1,22,45
XFMR-003314,FDR-0012,37.5,2000,ABB,dry,2,46,25
XFMR-003315,FDR-0012,15.0,1994,Howard Industries,oil,2,44,31
XFMR-003316,FDR-0012,100.0,1988,Eaton,oil,2,42,37
XFMR-003317,FDR-0012,100.0,1987,GE,oil,2,50,38
XFMR-003318,FDR-0012,75.0,2015,Prolec,oil,3,60,10
XFMR-003319,FDR-0012,100.0,2002,Siemens,oil,3,50,23
XFMR-003320,FDR-0012,167.0,2024,Eaton,oil,5,92,1
XFMR-003321,FDR-0012,500.0,1983,Siemens,oil,2,52,42
XFMR-003322,FDR-0012,333.0,1985,Siemens,oil,1,14,40
XFMR-003323,FDR-0012,500.0,2011,GE,oil,4,85,14
XFMR-003324,FDR-0012,100.0,2002,Howard Industries,oil,3,53,23
XFMR-003325,FDR-0012,333.0,1987,ABB,oil,2,54,38
XFMR-003326,FDR-0012,37.5,2011,Siemens,oil,4,88,14
XFMR-003327,FDR-0012,500.0,1981,GE,oil,2,47,44
XFMR-003328,FDR-0012,333.0,2019,Prolec,oil,4,71,6
XFMR-003329,FDR-0012,167.0,2022,ABB,oil,4,82,3
XFMR-003330,FDR-0012,15.0,2006,Howard Industries,oil,3,65,19
XFMR-003331,FDR-0012,10.0,1983,Eaton,dry,2,51,42
XFMR-003332,FDR-0012,100.0,1990,ABB,oil,2,37,35
XFMR-003333,FDR-0012,37.5,2017,Eaton,dry,3,68,8
XFMR-003334,FDR-0012,50.0,2015,ABB,oil,3,52,10
XFMR-003335,FDR-0012,10.0,1988,Prolec,oil,2,48,37
XFMR-003336,FDR-0012,37.5,2021,ABB,oil,5,85,4
XFMR-003337,FDR-0012,167.0,2016,Prolec,dry,5,100,9
XFMR-003338,FDR-0012,25.0,1982,ABB,oil,2,38,43
XFMR-003339,FDR-0012,50.0,2016,Howard Industries,dry,4,90,9
XFMR-003340,FDR-0012,25.0,1986,Eaton,oil,2,54,39
XFMR-003341,FDR-0012,167.0,1997,Eaton,dry,3,70,28
XFMR-003342,FDR-0012,10.0,2005,Howard Industries,oil,3,72,20
XFMR-003343,FDR-0012,15.0,2014,Eaton,dry,4,86,11
XFMR-003344,FDR-0012,10.0,2019,GE,dry,3,74,6
XFMR-003345,FDR-0012,500.0,2020,Siemens,oil,4,70,5
XFMR-003346,FDR-0012,25.0,1983,Siemens,oil,2,33,42
XFMR-003347,FDR-0012,25.0,2006,Siemens,dry,3,72,19
XFMR-003348,FDR-0012,333.0,1991,Howard Industries,oil,2,44,34
XFMR-003349,FDR-0012,333.0,2021,ABB,oil,5,96,4
XFMR-003350,FDR-0012,100.0,1982,Siemens,oil,2,54,43
XFMR-003351,FDR-0012,25.0,1996,Prolec,oil,3,66,29
XFMR-003352,FDR-0012,100.0,1999,GE,oil,3,61,26
XFMR-003353,FDR-0012,167.0,2019,GE,oil,5,100,6
XFMR-003354,FDR-0012,15.0,2024,Siemens,dry,5,98,1
XFMR-003355,FDR-0012,25.0,1980,Howard Industries,oil,1,22,45
XFMR-003356,FDR-0012,10.0,1998,Howard Industries,dry,2,40,27
XFMR-003357,FDR-0012,167.0,2024,Siemens,oil,5,99,1
XFMR-003358,FDR-0012,15.0,2016,Eaton,oil,4,85,9
XFMR-003359,FDR-0012,250.0,2024,Howard Industries,oil,5,90,1
XFMR-003360,FDR-0012,250.0,1986,Howard Industries,oil,2,55,39
XFMR-003361,FDR-0012,15.0,1996,Howard Industries,oil,3,60,29
XFMR-003362,FDR-0012,15.0,1982,ABB,oil,2,44,43
XFMR-003363,FDR-0012,37.5,2015,Eaton,oil,4,74,10
XFMR-003364,FDR-0012,10.0,2006,ABB,dry,3,52,19
XFMR-003365,FDR-0012,167.0,1986,Siemens,oil,3,75,39
XFMR-003366,FDR-0012,15.0,2018,Howard Industries,oil,4,71,7
XFMR-003367,FDR-0012,37.5,1985,GE,oil,2,30,40
XFMR-003368,FDR-0012,500.0,1994,Howard Industries,oil,2,44,31
XFMR-003369,FDR-0012,250.0,2019,Prolec,oil,3,51,6
XFMR-003370,FDR-0012,10.0,2002,Siemens,dry,3,69,23
XFMR-003371,FDR-0012,500.0,1989,Howard Industries,oil,2,35,36
XFMR-003372,FDR-0012,37.5,2008,Eaton,oil,3,61,17
XFMR-003373,FDR-0012,75.0,1989,GE,oil,2,50,36
XFMR-003374,FDR-0012,333.0,1980,ABB,oil,1,25,45
XFMR-003375,FDR-0012,100.0,1988,Prolec,oil,2,43,37
XFMR-003376,FDR-0012,250.0,2024,Siemens,dry,5,88,1
XFMR-003377,FDR-0012,100.0,2010,Siemens,oil,3,57,15
XFMR-003378,FDR-0012,15.0,2015,Siemens,dry,3,61,10
XFMR-003379,FDR-0012,500.0,2005,Howard Industries,oil,2,52,20
XFMR-003380,FDR-0012,37.5,1992,GE,oil,2,43,33
XFMR-003381,FDR-0012,500.0,2006,GE,dry,3,69,19
XFMR-003382,FDR-0012,25.0,1990,GE,oil,2,55,35
XFMR-003383,FDR-0012,50.0,2005,Howard Industries,oil,2,42,20
XFMR-003384,FDR-0012,167.0,2005,ABB,oil,3,54,20
XFMR-003385,FDR-0012,333.0,1990,GE,dry,1,21,35
XFMR-003386,FDR-0012,100.0,1988,Siemens,dry,2,39,37
XFMR-003387,FDR-0012,167.0,2011,Eaton,oil,4,90,14
XFMR-003388,FDR-0012,500.0,2002,Eaton,oil,3,68,23
XFMR-003389,FDR-0012,500.0,1991,Siemens,oil,1,22,34
XFMR-003390,FDR-0012,333.0,2013,Prolec,oil,4,78,12
XFMR-003391,FDR-0012,15.0,2014,Howard Industries,dry,4,80,11
XFMR-003392,FDR-0012,15.0,1990,Eaton,oil,2,34,35
XFMR-003393,FDR-0012,333.0,2000,Howard Industries,oil,3,62,25
XFMR-003394,FDR-0012,100.0,2002,ABB,oil,3,59,23
XFMR-003395,FDR-0012,333.0,2005,Howard Industries,oil,4,87,20
XFMR-003396,FDR-0012,25.0,1998,ABB,oil,4,84,27
XFMR-003397,FDR-0012,500.0,2001,Howard Industries,oil,3,69,24
XFMR-003398,FDR-0012,333.0,2021,Prolec,oil,5,96,4
XFMR-003399,FDR-0012,100.0,2015,Eaton,oil,4,73,10
XFMR-003400,FDR-0012,167.0,2002,Howard Industries,oil,3,54,23
XFMR-003401,FDR-0012,37.5,2002,Prolec,oil,2,37,23
XFMR-003402,FDR-0012,15.0,1995,Howard Industries,oil,1,14,30
XFMR-003403,FDR-0012,50.0,2009,Siemens,oil,4,70,16
XFMR-003404,FDR-0012,75.0,2019,Prolec,oil,4,87,6
XFMR-003405,FDR-0012,100.0,2002,Eaton,oil,3,68,23
XFMR-003406,FDR-0012,15.0,1988,Eaton,dry,2,48,37
XFMR-003407,FDR-0012,167.0,1998,Prolec,oil,3,59,27
XFMR-003408,FDR-0012,25.0,2020,Prolec,dry,5,90,5
XFMR-003409,FDR-0012,10.0,1984,Siemens,dry,2,38,41
XFMR-003410,FDR-0012,37.5,2017,Howard Industries,oil,3,75,8
XFMR-003411,FDR-0012,100.0,1983,Howard Industries,oil,2,30,42
XFMR-003412,FDR-0012,15.0,2015,Howard Industries,dry,3,71,10
XFMR-003413,FDR-0012,37.5,2009,Howard Industries,oil,2,54,16
XFMR-003414,FDR-0012,37.5,2011,Eaton,oil,4,89,14
XFMR-003415,FDR-0012,100.0,2016,Siemens,oil,4,72,9
XFMR-003416,FDR-0012,15.0,1981,Siemens,dry,2,42,44
XFMR-003417,FDR-0012,37.5,2022,ABB,dry,5,90,3
XFMR-003418,FDR-0012,100.0,2014,Prolec,dry,4,75,11
XFMR-003419,FDR-0012,167.0,2001,ABB,oil,3,67,24
XFMR-003420,FDR-0012,75.0,2009,Siemens,dry,2,34,16
XFMR-003421,FDR-0012,75.0,1985,Siemens,dry,2,46,40
XFMR-003422,FDR-0012,250.0,2014,Eaton,oil,4,72,11
XFMR-003423,FDR-0012,75.0,2023,GE,dry,5,89,2
XFMR-003424,FDR-0012,100.0,1988,Siemens,oil,1,12,37
XFMR-003425,FDR-0012,15.0,1998,Eaton,oil,3,72,27
XFMR-003426,FDR-0012,25.0,2004,Prolec,dry,3,62,21
XFMR-003427,FDR-0012,50.0,2016,ABB,dry,4,84,9
XFMR-003428,FDR-0012,500.0,2013,Eaton,oil,4,86,12
XFMR-003429,FDR-0012,167.0,2006,GE,oil,3,64,19
XFMR-003430,FDR-0012,25.0,1991,GE,dry,2,34,34
XFMR-003431,FDR-0012,37.5,2019,GE,oil,4,83,6
XFMR-003432,FDR-0012,37.5,1983,Prolec,dry,3,60,42
XFMR-003433,FDR-0012,75.0,1993,Siemens,oil,2,43,32
XFMR-003434,FDR-0012,37.5,1982,Eaton,oil,2,36,43
XFMR-003435,FDR-0012,37.5,2020,Eaton,oil,4,72,5
XFMR-003436,FDR-0012,10.0,1992,GE,oil,2,52,33
XFMR-003437,FDR-0012,37.5,1997,Siemens,oil,3,69,28
XFMR-003438,FDR-0012,250.0,1993,Prolec,oil,2,39,32
XFMR-003439,FDR-0012,100.0,1984,Prolec,oil,3,60,41
XFMR-003440,FDR-0012,333.0,1989,GE,oil,3,55,36
XFMR-003441,FDR-0012,15.0,2015,GE,oil,4,74,10
XFMR-003442,FDR-0012,333.0,2021,Prolec,dry,5,88,4
XFMR-003443,FDR-0012,15.0,1999,ABB,oil,3,71,26
XFMR-003444,FDR-0012,250.0,1991,Prolec,oil,3,62,34
XFMR-003445,FDR-0012,50.0,2021,GE,oil,5,96,4
XFMR-003446,FDR-0012,100.0,2020,Prolec,oil,4,88,5
XFMR-003447,FDR-0012,50.0,1994,GE,dry,2,48,31
XFMR-003448,FDR-0012,37.5,2018,Siemens,oil,4,90,7
XFMR-003449,FDR-0012,167.0,1996,Howard Industries,oil,3,54,29
XFMR-003450,FDR-0012,25.0,1999,Howard Industries,oil,2,54,26
XFMR-003451,FDR-0012,167.0,1997,ABB,oil,3,69,28
XFMR-003452,FDR-0012,100.0,2017,ABB,oil,4,90,8
XFMR-003453,FDR-0012,167.0,1982,Eaton,oil,2,38,43
XFMR-003454,FDR-0012,75.0,2003,Howard Industries,oil,3,53,22
XFMR-003455,FDR-0012,500.0,1987,GE,oil,3,64,38
XFMR-003456,FDR-0012,250.0,2001,Eaton,oil,2,32,24
XFMR-003457,FDR-0012,50.0,1999,Prolec,oil,3,72,26
XFMR-003458,FDR-0012,75.0,2020,Prolec,dry,4,76,5
XFMR-003459,FDR-0012,100.0,1986,Eaton,oil,2,53,39
XFMR-003460,FDR-0012,10.0,2011,Eaton,dry,4,89,14
XFMR-003461,FDR-0012,100.0,2008,GE,oil,3,69,17
XFMR-003462,FDR-0012,25.0,1991,GE,dry,1,23,34
XFMR-003463,FDR-0012,10.0,2012,ABB,dry,4,83,13
XFMR-003464,FDR-0012,25.0,1984,Siemens,dry,2,38,41
XFMR-003465,FDR-0012,167.0,1994,Siemens,oil,1,35,31
XFMR-003466,FDR-0012,15.0,2016,GE,dry,4,72,9
XFMR-003467,FDR-0012,37.5,2024,Siemens,oil,5,99,1
XFMR-003468,FDR-0012,25.0,2015,Eaton,dry,4,78,10
XFMR-003469,FDR-0012,500.0,1982,Siemens,oil,2,50,43
XFMR-003470,FDR-0012,167.0,2017,Prolec,oil,3,53,8
XFMR-003471,FDR-0012,100.0,2002,Siemens,dry,2,46,23
XFMR-003472,FDR-0012,10.0,1991,Eaton,dry,2,54,34
XFMR-003473,FDR-0012,10.0,2015,Eaton,oil,4,75,10
XFMR-003474,FDR-0012,500.0,2012,Siemens,dry,4,85,13
XFMR-003475,FDR-0012,25.0,1987,ABB,dry,2,47,38
XFMR-003476,FDR-0012,167.0,1980,GE,oil,1,22,45
XFMR-003477,FDR-0012,15.0,1984,Howard Industries,dry,3,56,41
XFMR-003478,FDR-0012,10.0,2022,ABB,oil,5,87,3
XFMR-003479,FDR-0012,100.0,1992,ABB,oil,2,35,33
XFMR-003480,FDR-0012,500.0,2003,Howard Industries,oil,3,73,22
XFMR-003481,FDR-0012,37.5,1992,Howard Industries,oil,1,12,33
XFMR-003482,FDR-0012,333.0,2006,Howard Industries,oil,3,61,19
XFMR-003483,FDR-0012,100.0,1984,Siemens,oil,2,34,41
XFMR-003484,FDR-0012,25.0,2019,Siemens,oil,5,98,6
XFMR-003485,FDR-0012,100.0,1991,Eaton,oil,2,51,34
XFMR-003486,FDR-0012,333.0,1982,Eaton,oil,2,46,43
XFMR-003487,FDR-0012,500.0,2023,Howard Industries,oil,5,94,2
XFMR-003488,FDR-0012,500.0,2023,GE,oil,4,76,2
XFMR-003489,FDR-0012,50.0,1993,ABB,oil,1,13,32
XFMR-003490,FDR-0012,500.0,2009,GE,oil,3,59,16
XFMR-003491,FDR-0012,100.0,2024,ABB,oil,4,76,1
XFMR-003492,FDR-0012,333.0,2020,Howard Industries,oil,4,80,5
XFMR-003493,FDR-0012,50.0,2013,Howard Industries,oil,4,90,12
XFMR-003494,FDR-0012,50.0,1990,Howard Industries,dry,2,37,35
XFMR-003495,FDR-0012,333.0,2021,GE,oil,5,92,4
XFMR-003496,FDR-0012,100.0,1998,Siemens,oil,3,54,27
XFMR-003497,FDR-0012,250.0,2016,Eaton,oil,4,74,9
XFMR-003498,FDR-0012,75.0,1995,Prolec,oil,2,36,30
XFMR-003499,FDR-0012,75.0,2020,ABB,dry,3,71,5
XFMR-003500,FDR-0012,500.0,2024,Howard Industries,dry,5,88,1
XFMR-003501,FDR-0012,333.0,2016,ABB,oil,4,71,9
XFMR-003502,FDR-0012,25.0,1986,Eaton,dry,2,53,39
XFMR-003503,FDR-0012,500.0,1999,Siemens,oil,4,88,26
XFMR-003504,FDR-0012,250.0,1999,Eaton,oil,2,31,26
XFMR-003505,FDR-0012,100.0,1990,Howard Industries,dry,2,45,35
XFMR-003506,FDR-0012,15.0,1984,Eaton,oil,2,41,41
XFMR-003507,FDR-0012,25.0,1997,Siemens,oil,4,84,28
XFMR-003508,FDR-0012,333.0,1996,Prolec,dry,3,59,29
XFMR-003509,FDR-0012,25.0,1995,GE,oil,2,52,30
XFMR-003510,FDR-0012,333.0,2016,GE,oil,3,75,9
XFMR-003511,FDR-0012,25.0,1986,Siemens,oil,2,35,39
XFMR-003512,FDR-0012,250.0,2004,ABB,oil,2,53,21
XFMR-003513,FDR-0012,15.0,2018,Siemens,oil,5,97,7
XFMR-003514,FDR-0012,333.0,1987,GE,oil,2,35,38
XFMR-003515,FDR-0012,250.0,2019,Prolec,dry,4,71,6
XFMR-003516,FDR-0012,10.0,2022,ABB,oil,5,94,3
XFMR-003517,FDR-0012,333.0,1991,Siemens,oil,1,23,34
XFMR-003518,FDR-0012,500.0,1984,Eaton,dry,2,47,41
XFMR-003519,FDR-0012,10.0,2015,GE,dry,3,55,10
XFMR-003520,FDR-0012,500.0,2007,Eaton,oil,3,74,18
XFMR-003521,FDR-0012,500.0,2015,Eaton,oil,4,88,10
XFMR-003522,FDR-0012,333.0,1984,Howard Industries,oil,2,55,41
XFMR-003523,FDR-0012,10.0,1984,Eaton,oil,2,43,41
XFMR-003524,FDR-0012,25.0,2016,GE,oil,3,62,9
XFMR-003525,FDR-0012,37.5,2023,Prolec,oil,4,77,2
XFMR-003526,FDR-0012,500.0,2005,Siemens,oil,2,34,20
XFMR-003527,FDR-0012,100.0,2008,ABB,oil,4,82,17
XFMR-003528,FDR-0012,37.5,2008,GE,oil,3,55,17
XFMR-003529,FDR-0012,50.0,1989,Howard Industries,oil,3,71,36
XFMR-003530,FDR-0012,500.0,1992,Eaton,oil,2,55,33
XFMR-003531,FDR-0012,500.0,1984,Eaton,oil,2,48,41
XFMR-003532,FDR-0012,100.0,1991,GE,oil,2,40,34
XFMR-003533,FDR-0012,167.0,2024,Howard Industries,oil,5,95,1
XFMR-003534,FDR-0012,500.0,1982,Prolec,oil,2,45,43
XFMR-003535,FDR-0012,333.0,1990,ABB,oil,2,34,35
XFMR-003536,FDR-0012,75.0,2001,Prolec,oil,2,41,24
XFMR-003537,FDR-0012,100.0,2024,ABB,oil,5,85,1
XFMR-003538,FDR-0012,333.0,1996,Eaton,dry,3,51,29
XFMR-003539,FDR-0012,333.0,1984,GE,oil,2,39,41
XFMR-003540,FDR-0012,37.5,2020,Siemens,dry,3,64,5
XFMR-003541,FDR-0012,15.0,1981,Eaton,oil,2,48,44
XFMR-003542,FDR-0012,75.0,1989,ABB,dry,2,49,36
XFMR-003543,FDR-0012,25.0,1981,Prolec,oil,1,34,44
XFMR-003544,FDR-0012,167.0,2012,ABB,oil,4,86,13
XFMR-003545,FDR-0012,15.0,1982,GE,oil,2,48,43
XFMR-003546,FDR-0012,100.0,1995,GE,oil,1,28,30
XFMR-003547,FDR-0012,25.0,2017,Prolec,dry,3,62,8
XFMR-003548,FDR-0012,250.0,2002,GE,oil,3,62,23
XFMR-003549,FDR-0012,10.0,1987,Eaton,dry,2,45,38
XFMR-003550,FDR-0012,75.0,2004,Prolec,oil,3,71,21
XFMR-003551,FDR-0012,100.0,2013,Howard Industries,oil,4,90,12
XFMR-003552,FDR-0012,37.5,2000,ABB,oil,2,32,25
XFMR-003553,FDR-0012,500.0,2001,Siemens,oil,3,53,24
XFMR-003554,FDR-0012,100.0,2013,Siemens,oil,4,76,12
XFMR-003555,FDR-0012,250.0,1999,Eaton,oil,2,32,26
XFMR-003556,FDR-0012,100.0,2019,Howard Industries,oil,4,78,6
XFMR-003557,FDR-0012,333.0,2020,Siemens,oil,4,77,5
XFMR-003558,FDR-0012,75.0,1985,Howard Industries,dry,2,47,40
XFMR-003559,FDR-0012,500.0,1996,Eaton,oil,2,50,29
XFMR-003560,FDR-0012,37.5,1991,Howard Industries,oil,2,43,34
XFMR-003561,FDR-0012,15.0,1983,Eaton,oil,2,49,42
XFMR-003562,FDR-0012,100.0,2022,Prolec,dry,5,96,3
XFMR-003563,FDR-0012,15.0,2016,Siemens,oil,3,54,9
XFMR-003564,FDR-0012,167.0,2017,Prolec,oil,4,72,8
XFMR-003565,FDR-0012,500.0,2019,Howard Industries,oil,4,79,6
XFMR-003566,FDR-0012,37.5,2010,ABB,dry,3,60,15
XFMR-003567,FDR-0012,500.0,1994,ABB,oil,2,46,31
XFMR-003568,FDR-0012,100.0,1981,Siemens,oil,2,37,44
XFMR-003569,FDR-0012,15.0,2014,Howard Industries,oil,4,78,11
XFMR-003570,FDR-0012,10.0,2010,Howard Industries,oil,3,57,15
XFMR-003571,FDR-0012,100.0,2004,Siemens,oil,3,69,21
XFMR-003572,FDR-0012,15.0,2002,Eaton,oil,3,51,23
XFMR-003573,FDR-0012,10.0,2002,Howard Industries,oil,3,53,23
XFMR-003574,FDR-0012,75.0,2021,GE,dry,5,98,4
XFMR-003575,FDR-0012,10.0,1991,Eaton,dry,2,45,34
XFMR-003576,FDR-0012,37.5,1984,GE,oil,2,38,41
XFMR-003577,FDR-0012,250.0,1999,ABB,oil,2,55,26
XFMR-003578,FDR-0012,10.0,2007,Siemens,oil,3,58,18
XFMR-003579,FDR-0012,50.0,1990,Prolec,dry,2,50,35
XFMR-003580,FDR-0012,250.0,2022,ABB,oil,5,89,3
XFMR-003581,FDR-0012,167.0,2021,GE,dry,5,94,4
XFMR-003582,FDR-0012,10.0,2014,Eaton,oil,4,72,11
XFMR-003583,FDR-0012,75.0,2013,ABB,oil,4,83,12
XFMR-003584,FDR-0012,500.0,1984,Siemens,oil,2,44,41
XFMR-003585,FDR-0012,250.0,1983,Prolec,dry,2,35,42
XFMR-003586,FDR-0012,333.0,1992,Howard Industries,dry,2,45,33
XFMR-003587,FDR-0012,167.0,2022,ABB,dry,5,91,3
XFMR-003588,FDR-0012,10.0,1995,ABB,dry,2,39,30
XFMR-003589,FDR-0012,10.0,2018,Eaton,oil,3,63,7
XFMR-003590,FDR-0012,15.0,1987,ABB,oil,1,21,38
XFMR-003591,FDR-0012,75.0,1998,Howard Industries,oil,4,78,27
XFMR-003592,FDR-0012,75.0,1986,Eaton,dry,1,32,39
XFMR-003593,FDR-0012,167.0,1980,Prolec,oil,1,28,45
XFMR-003594,FDR-0012,100.0,1999,ABB,oil,3,61,26
XFMR-003595,FDR-0012,167.0,2023,GE,oil,5,97,2
XFMR-003596,FDR-0012,37.5,2006,ABB,dry,3,72,19
XFMR-003597,FDR-0012,500.0,2005,GE,dry,3,62,20
XFMR-003598,FDR-0012,167.0,2011,ABB,oil,4,86,14
XFMR-003599,FDR-0012,167.0,1981,GE,dry,2,31,44
XFMR-003600,FDR-0012,25.0,2017,Howard Industries,oil,4,89,8
XFMR-003601,FDR-0012,37.5,1994,ABB,oil,1,32,31
XFMR-003602,FDR-0012,250.0,1987,Howard Industries,dry,2,38,38
XFMR-003603,FDR-0012,100.0,2024,ABB,oil,4,90,1
XFMR-003604,FDR-0012,100.0,1980,ABB,oil,1,17,45
XFMR-003605,FDR-0012,25.0,1982,Prolec,oil,2,36,43
XFMR-003606,FDR-0012,75.0,2007,ABB,dry,2,34,18
XFMR-003607,FDR-0012,500.0,2019,Howard Industries,oil,4,88,6
XFMR-003608,FDR-0012,50.0,1991,Eaton,oil,2,32,34
XFMR-003609,FDR-0012,333.0,1983,ABB,dry,3,62,42
XFMR-003610,FDR-0012,250.0,1988,Siemens,dry,3,55,37
XFMR-003611,FDR-0012,333.0,2004,Eaton,oil,3,75,21
XFMR-003612,FDR-0012,15.0,1990,Siemens,dry,1,20,35
XFMR-003613,FDR-0012,250.0,1989,Howard Industries,dry,2,33,36
XFMR-003614,FDR-0012,100.0,2011,Prolec,oil,4,72,14
XFMR-003615,FDR-0012,100.0,2018,Siemens,oil,4,73,7
XFMR-003616,FDR-0012,75.0,1996,Eaton,oil,2,32,29
XFMR-003617,FDR-0012,100.0,1986,Siemens,oil,2,42,39
XFMR-003618,FDR-0012,15.0,1991,Prolec,oil,2,44,34
XFMR-003619,FDR-0012,100.0,1980,ABB,oil,1,21,45
XFMR-003620,FDR-0012,167.0,1993,GE,oil,1,24,32
XFMR-003621,FDR-0012,15.0,1980,Eaton,oil,1,35,45
XFMR-003622,FDR-0012,15.0,2007,Howard Industries,oil,3,60,18
XFMR-003623,FDR-0012,333.0,2009,Siemens,oil,3,60,16
XFMR-003624,FDR-0012,75.0,1992,Eaton,oil,2,42,33
XFMR-003625,FDR-0012,500.0,2015,Siemens,oil,4,81,10
XFMR-003626,FDR-0012,333.0,2015,GE,oil,4,75,10
XFMR-003627,FDR-0012,167.0,2020,Howard Industries,oil,3,72,5
XFMR-003628,FDR-0012,500.0,1993,Siemens,oil,2,49,32
XFMR-003629,FDR-0012,25.0,1999,ABB,oil,3,68,26
